Log,mixer_temperature_outlet,ac_flowrate,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_torque_M2,cp_pressure,mixer_speed_M1,mixer_motor_temperature_M1,cp_flowrate,mixer_speed_M2,mixer_motor_temperature_M2,mixer_torque_M1,Time
1533,24.6,199.0,23.3,23.0,0.294,2.681,0.884,120.0,29.1,3.0,120.0,32.8,3.096,11:19:04.997
1534,24.6,199.0,23.3,23.0,0.283,3.474,0.907,119.626,29.3,3.0,119.626,32.8,2.605,11:19:06.210
1535,24.6,199.0,23.3,23.0,0.309,3.889,0.874,120.093,28.6,3.0,120.093,33.2,2.417,11:19:07.410
1536,26.7,199.0,24.7,23.0,0.293,3.134,0.924,120.132,29.8,3.0,120.132,33.2,2.983,11:19:08.609
1537,24.6,199.0,23.3,23.0,0.295,3.361,0.912,120.146,29.3,3.0,120.146,32.8,3.096,11:19:09.807
1538,24.6,199.0,23.3,23.0,0.303,2.945,0.868,119.74,29.8,3.0,119.74,33.2,3.889,11:19:11.006
1539,26.7,199.0,24.8,23.0,0.281,3.21,0.944,119.551,29.8,3.0,119.551,32.8,2.303,11:19:12.205
1540,24.6,199.0,23.3,24.5,0.3,3.776,0.914,120.237,29.8,3.0,120.237,32.8,3.361,11:19:13.403
1541,24.6,199.0,23.3,24.5,0.265,3.436,0.876,120.338,29.3,3.0,120.338,32.8,3.134,11:19:14.614
1542,26.7,199.0,24.8,23.0,0.299,3.285,0.94,119.859,29.5,3.0,119.859,33.2,2.794,11:19:15.812
1543,26.7,199.0,24.8,23.0,0.288,3.323,0.9,119.525,29.1,3.0,119.525,33.0,3.134,11:19:17.031
1544,26.7,199.0,23.3,23.0,0.309,3.285,0.887,120.662,28.6,3.0,120.662,32.8,2.945,11:19:18.247
1545,24.6,199.0,23.3,23.0,0.321,4.267,0.902,119.857,29.8,3.0,119.857,33.0,2.53,11:19:19.476
1546,24.6,199.0,23.3,24.5,0.271,2.719,0.84,119.777,29.3,3.0,119.777,32.8,2.568,11:19:20.690
1547,24.6,199.0,23.3,23.0,0.289,3.927,0.914,120.106,29.8,3.0,120.106,32.8,2.417,11:19:21.889
1548,24.6,199.0,23.3,23.0,0.321,3.7,0.876,120.134,28.6,3.0,120.134,33.2,2.605,11:19:23.110
1549,26.7,199.0,24.7,23.0,0.293,2.908,0.881,119.984,29.8,3.0,119.984,32.8,3.549,11:19:24.324
1550,24.6,199.0,23.3,23.0,0.286,2.417,0.916,119.417,29.1,3.0,119.417,32.8,3.549,11:19:25.524
1551,24.6,199.0,23.3,23.0,0.298,3.361,0.889,119.58,30.0,3.0,119.58,33.2,3.21,11:19:26.725
1552,26.7,199.0,24.7,23.0,0.294,3.889,0.94,120.181,29.1,3.0,120.181,33.2,2.983,11:19:27.923
1553,24.6,199.0,23.3,23.0,0.276,3.285,0.905,120.219,29.3,3.0,120.219,33.2,2.492,11:19:29.123
1554,24.6,199.0,23.3,23.0,0.286,3.927,0.852,119.962,29.3,3.0,119.962,33.0,3.474,11:19:30.338
1555,24.6,199.0,23.3,24.5,0.293,2.53,0.911,120.084,29.5,3.0,120.084,32.8,3.021,11:19:31.554
1556,24.6,199.0,23.3,24.5,0.286,3.323,0.868,120.81,29.5,3.0,120.81,32.8,2.492,11:19:32.770
1557,24.6,199.0,23.3,23.0,0.284,3.021,0.864,119.922,29.1,3.0,119.922,32.8,2.832,11:19:34.001
1558,24.7,199.0,24.7,23.0,0.275,3.134,0.949,119.749,29.8,3.0,119.749,33.0,2.794,11:19:35.214
1559,26.7,199.0,24.7,23.0,0.284,3.625,0.894,120.104,29.3,3.0,120.104,32.8,3.361,11:19:36.430
1560,24.7,199.0,23.3,23.0,0.291,3.436,0.934,120.035,29.3,3.0,120.035,32.8,2.379,11:19:37.629
1561,24.7,199.0,23.3,23.0,0.28,3.927,0.919,119.635,28.4,3.0,119.635,33.2,3.21,11:19:38.827
1562,24.6,199.0,23.3,23.0,0.28,2.492,0.826,120.922,30.0,3.0,120.922,33.2,2.681,11:19:40.041
1563,26.7,199.0,23.3,23.0,0.291,3.965,0.949,120.001,30.0,3.0,120.001,33.2,2.719,11:19:41.243
1564,26.7,199.0,23.3,23.0,0.3,3.436,0.901,119.858,29.5,3.0,119.858,33.2,2.87,11:19:42.459
1565,26.8,199.0,23.3,23.0,0.281,2.87,0.886,119.394,29.1,3.0,119.394,33.0,2.756,11:19:43.694
1566,24.7,199.0,23.3,24.4,0.303,4.04,0.924,119.997,29.8,3.0,119.997,33.0,2.983,11:19:44.906
1567,24.6,199.0,23.3,24.5,0.288,3.625,0.864,120.169,29.1,3.0,120.169,33.0,2.039,11:19:46.135
1568,24.7,199.0,23.3,23.0,0.3,3.927,0.924,119.759,29.1,3.0,119.759,32.8,3.059,11:19:47.334
1569,26.7,199.0,24.7,23.0,0.291,3.323,0.905,120.087,29.5,3.0,120.087,33.2,2.454,11:19:48.536
1570,26.7,199.0,23.3,23.0,0.265,2.983,0.793,120.498,29.1,3.0,120.498,33.2,2.832,11:19:49.748
1571,26.7,199.0,23.3,23.0,0.289,3.625,0.935,120.009,29.8,3.0,120.009,32.8,2.87,11:19:50.976
1572,24.6,199.0,23.3,24.4,0.264,2.832,0.892,119.786,29.8,3.0,119.786,32.8,2.832,11:19:52.189
1573,24.7,199.0,23.3,24.4,0.265,4.342,0.968,120.18,29.5,3.0,120.18,32.8,3.021,11:19:53.403
1574,24.7,199.0,24.8,23.0,0.275,3.436,0.925,119.816,28.6,3.0,119.816,33.2,3.247,11:19:54.599
1575,26.7,199.0,23.3,23.0,0.27,3.323,0.879,120.159,29.3,3.0,120.159,33.0,3.323,11:19:55.801
1576,24.6,199.0,23.3,24.4,0.304,2.605,0.92,119.771,29.3,3.0,119.771,33.2,3.021,11:19:57.001
1577,24.6,199.0,23.3,23.0,0.27,3.512,0.914,119.756,29.3,3.0,119.756,32.8,3.285,11:19:58.212
1578,24.7,199.0,24.8,23.0,0.298,4.154,0.831,120.149,29.8,3.0,120.149,33.6,3.247,11:19:59.420
1579,26.8,199.0,23.3,23.0,0.3,2.228,0.945,120.006,29.5,3.0,120.006,33.2,2.53,11:20:00.634
1580,24.7,199.0,23.3,24.4,0.304,3.7,0.916,119.88,29.5,3.0,119.88,33.0,2.945,11:20:01.826
1581,24.7,199.0,23.3,23.0,0.266,2.945,0.909,120.259,30.0,3.0,120.259,33.2,2.492,11:20:03.027
1582,26.7,199.0,23.3,23.0,0.289,4.003,0.925,119.732,29.5,3.0,119.732,33.0,3.436,11:20:04.225
1583,24.7,199.0,23.3,24.4,0.298,3.323,0.848,120.172,29.3,3.0,120.172,33.2,2.945,11:20:05.425
1584,24.7,199.0,23.3,23.0,0.283,4.003,0.931,120.055,29.8,3.0,120.055,32.8,2.303,11:20:06.642
1585,24.7,199.0,23.3,23.0,0.299,3.549,0.902,119.982,29.8,3.0,119.982,33.2,3.663,11:20:07.876
1586,24.7,199.0,23.3,24.4,0.291,3.587,0.85,119.965,29.5,3.0,119.965,33.4,2.681,11:20:09.122
1587,24.7,199.0,23.3,24.4,0.281,4.833,0.9,119.735,30.4,3.0,119.735,33.2,3.059,11:20:10.337
1588,24.7,199.0,23.3,24.4,0.3,2.908,0.891,120.245,29.5,3.0,120.245,33.4,3.323,11:20:11.556
1589,24.7,199.0,23.3,23.0,0.284,3.965,0.905,120.401,29.5,3.0,120.401,33.0,2.87,11:20:12.777
1590,24.7,199.0,23.3,23.0,0.286,2.341,0.917,120.005,29.8,3.0,120.005,33.4,3.134,11:20:14.006
1591,24.7,199.0,24.8,23.0,0.289,3.474,0.868,119.886,29.5,3.0,119.886,33.2,2.719,11:20:15.219
1592,26.8,199.0,23.3,22.9,0.298,4.116,0.892,119.915,29.8,3.0,119.915,33.2,3.436,11:20:16.422
1593,26.8,199.0,23.3,23.0,0.273,3.021,0.914,120.147,29.5,3.0,120.147,33.2,2.568,11:20:17.651
1594,26.8,199.0,23.3,24.4,0.291,3.738,0.891,120.161,29.3,3.0,120.161,33.6,3.21,11:20:18.860
1595,24.7,199.0,23.3,23.0,0.259,2.341,0.929,119.636,30.0,3.0,119.636,33.2,2.794,11:20:20.057
1596,24.7,199.0,24.7,22.9,0.28,2.492,0.902,120.477,29.8,3.0,120.477,33.2,2.303,11:20:21.255
1597,26.7,199.0,23.3,22.9,0.286,3.549,0.914,119.868,29.8,3.0,119.868,33.4,2.945,11:20:22.469
1598,26.8,199.0,23.3,22.9,0.278,2.908,0.914,119.63,29.3,3.0,119.63,33.2,2.19,11:20:23.698
1599,24.7,199.0,23.3,24.4,0.283,3.247,0.841,120.376,30.0,3.0,120.376,33.2,3.285,11:20:24.910
1600,24.7,199.0,23.3,22.9,0.291,3.398,0.968,119.945,29.8,3.0,119.945,33.4,3.21,11:20:26.110
1601,24.7,199.0,23.3,22.9,0.275,2.832,0.897,119.708,29.3,3.0,119.708,33.0,2.945,11:20:27.310
1602,26.7,199.0,23.3,22.9,0.294,2.832,0.846,120.101,30.0,3.0,120.101,33.2,2.417,11:20:28.526
1603,26.7,199.0,23.3,24.4,0.281,3.172,0.922,119.553,29.8,3.0,119.553,33.2,2.983,11:20:29.738
1604,24.7,199.0,23.3,22.9,0.298,2.719,0.872,119.905,29.8,3.0,119.905,33.2,2.643,11:20:30.938
1605,26.7,199.0,23.3,22.9,0.3,2.605,0.958,119.938,29.3,3.0,119.938,33.2,2.454,11:20:32.133
1606,24.7,199.0,23.3,24.4,0.305,3.549,0.919,120.07,30.0,3.0,120.07,33.4,3.021,11:20:33.332
1607,24.7,199.0,23.3,24.4,0.275,2.53,0.862,119.933,29.8,3.0,119.933,33.4,2.605,11:20:34.562
1608,26.7,199.0,23.3,24.4,0.269,3.927,0.955,120.081,29.8,3.0,120.081,33.2,3.021,11:20:35.781
1609,24.7,199.0,23.3,22.9,0.27,2.643,0.906,119.19,29.8,3.0,119.19,33.0,3.776,11:20:36.998
1610,24.7,199.0,24.7,22.9,0.275,3.096,0.886,119.758,29.1,3.0,119.758,33.2,2.152,11:20:38.198
1611,24.7,199.0,23.3,22.9,0.255,3.776,0.945,120.386,29.8,3.0,120.386,33.6,2.794,11:20:39.416
1612,24.7,199.0,24.8,22.9,0.266,3.285,0.912,120.265,29.5,3.0,120.265,33.2,2.832,11:20:40.646
1613,26.7,199.0,23.3,24.4,0.271,4.04,0.914,119.69,29.8,3.0,119.69,33.0,2.983,11:20:41.846
1614,24.7,199.0,23.3,22.9,0.278,2.719,0.934,120.077,29.8,3.0,120.077,33.2,2.643,11:20:43.045
1615,24.7,199.0,24.7,22.9,0.288,3.285,0.852,120.225,29.1,3.0,120.225,33.6,3.021,11:20:44.260
1616,26.8,199.0,23.3,22.9,0.303,3.247,0.964,119.999,29.8,3.0,119.999,33.2,2.53,11:20:45.458
1617,24.7,199.0,23.3,24.3,0.286,3.587,0.912,120.098,29.3,3.0,120.098,33.2,2.303,11:20:46.657
1618,24.7,199.0,24.7,22.9,0.308,4.04,0.869,119.622,30.0,3.0,119.622,33.2,3.889,11:20:47.856
1619,24.7,199.0,23.3,22.9,0.28,2.417,0.93,119.919,29.5,3.0,119.919,33.2,3.096,11:20:49.074
1620,26.8,199.0,23.3,24.3,0.281,3.323,0.881,119.991,29.5,3.0,119.991,33.4,2.417,11:20:50.285
1621,24.7,199.0,23.3,22.9,0.275,2.379,0.927,120.235,30.2,3.0,120.235,33.6,2.983,11:20:51.513
1622,26.8,199.0,23.3,24.3,0.294,3.814,0.924,119.76,30.0,3.0,119.76,33.2,2.341,11:20:52.724
1623,26.8,199.0,23.3,24.3,0.313,3.172,0.85,119.939,30.2,3.0,119.939,33.2,2.53,11:20:53.956
1624,26.7,199.0,23.3,22.8,0.299,3.172,0.93,119.708,30.0,3.0,119.708,33.2,2.266,11:20:55.199
1625,26.7,199.0,23.3,24.3,0.28,3.852,0.897,120.003,30.2,3.0,120.003,33.4,2.681,11:20:56.413
1626,24.7,199.0,23.3,22.9,0.291,3.172,0.916,120.144,29.3,3.0,120.144,33.2,2.417,11:20:57.611
1627,24.7,199.0,23.3,22.8,0.275,3.059,0.93,119.586,29.3,3.0,119.586,33.2,3.587,11:20:58.807
1628,26.8,199.0,23.3,24.3,0.308,2.266,0.909,120.42,30.0,3.0,120.42,33.6,2.341,11:21:00.021
1629,24.7,199.0,23.3,22.8,0.294,3.172,0.907,119.778,29.8,3.0,119.778,33.2,2.832,11:21:01.221
1630,24.7,199.0,23.3,22.8,0.288,3.323,0.936,119.658,29.8,3.0,119.658,33.2,3.247,11:21:02.444
1631,24.7,199.0,24.7,22.8,0.28,3.172,0.84,120.046,30.2,3.0,120.046,33.4,2.945,11:21:03.651
1632,24.7,199.0,23.3,22.8,0.278,4.456,0.991,119.559,29.5,3.0,119.559,33.4,3.512,11:21:04.849
1633,26.8,199.0,23.3,24.3,0.27,2.379,0.957,120.215,29.5,3.0,120.215,33.4,2.643,11:21:06.063
1634,24.7,199.0,23.3,22.8,0.284,2.681,0.912,121.117,29.8,3.0,121.117,33.2,2.417,11:21:07.272
1635,24.7,199.0,23.3,22.8,0.308,3.285,0.935,119.196,30.0,3.0,119.196,33.4,4.342,11:21:08.486
1636,24.7,199.0,24.8,22.8,0.286,2.87,0.859,119.724,29.8,3.0,119.724,33.2,2.53,11:21:09.705
1637,24.7,199.0,24.7,22.8,0.291,3.096,0.952,119.89,29.3,3.0,119.89,33.2,3.059,11:21:10.937
1638,24.7,199.0,24.7,22.8,0.281,3.096,0.92,120.06,29.3,3.0,120.06,33.2,2.077,11:21:12.162
1639,24.7,199.0,24.7,22.8,0.291,3.096,0.864,120.319,29.8,3.0,120.319,33.6,2.605,11:21:13.377
1640,26.8,199.0,23.3,24.2,0.281,3.323,0.929,119.966,30.2,3.0,119.966,33.6,2.908,11:21:14.578
1641,24.7,199.0,23.3,22.8,0.3,3.134,0.873,120.469,29.5,3.0,120.469,33.2,2.266,11:21:15.776
1642,24.7,199.0,24.7,22.8,0.294,2.681,0.941,119.864,30.2,3.0,119.864,33.4,3.096,11:21:16.987
1643,24.7,199.0,24.7,22.8,0.281,2.983,0.924,119.932,29.5,3.0,119.932,33.4,2.568,11:21:18.204
1644,24.7,199.0,23.3,22.8,0.283,3.625,0.897,120.162,29.5,3.0,120.162,33.0,2.719,11:21:19.420
1645,24.7,199.0,23.3,24.2,0.286,2.945,0.914,119.926,29.8,3.0,119.926,33.4,2.454,11:21:20.635
1646,26.8,199.0,23.3,22.8,0.286,4.116,0.922,120.0,29.8,3.0,120.0,33.4,2.266,11:21:21.834
1647,24.7,199.0,23.3,22.8,0.275,2.794,0.824,120.133,29.8,3.0,120.133,33.2,2.719,11:21:23.058
1648,24.7,199.0,24.8,22.8,0.286,3.021,0.974,120.113,29.5,3.0,120.113,33.8,2.681,11:21:24.260
1649,24.7,199.0,23.3,22.8,0.298,3.663,0.927,118.932,29.8,3.0,118.932,33.6,4.04,11:21:25.478
1650,24.7,199.0,23.3,22.8,0.289,3.096,0.905,119.709,30.2,3.0,119.709,33.4,2.417,11:21:26.709
1651,24.7,199.0,23.3,22.8,0.309,3.587,0.906,120.068,30.4,3.0,120.068,33.2,3.21,11:21:27.924
1652,24.7,199.0,23.3,22.8,0.261,2.983,0.891,119.177,29.5,3.0,119.177,33.6,3.059,11:21:29.169
1653,24.7,199.0,23.3,24.2,0.288,3.172,0.949,120.577,30.2,3.0,120.577,33.2,2.568,11:21:30.382
1654,24.7,199.0,23.3,22.8,0.304,2.945,0.905,120.317,30.2,3.0,120.317,33.4,2.908,11:21:31.617
1655,24.7,199.0,23.3,22.8,0.283,3.738,0.892,119.879,30.2,3.0,119.879,33.4,2.681,11:21:32.844
1656,24.7,199.0,23.3,22.8,0.291,2.794,0.955,120.39,29.5,3.0,120.39,33.2,2.492,11:21:34.073
1657,24.7,199.0,23.3,24.2,0.294,3.7,0.887,120.251,29.8,3.0,120.251,33.6,2.605,11:21:35.287
1658,26.8,199.0,23.3,24.2,0.309,2.605,0.957,119.685,29.8,3.0,119.685,33.8,3.663,11:21:36.495
1659,24.7,199.0,23.3,22.8,0.291,3.323,0.917,119.858,30.4,3.0,119.858,33.4,2.266,11:21:37.710
1660,24.7,199.0,24.7,22.8,0.284,3.361,0.84,120.097,30.0,3.0,120.097,33.4,3.398,11:21:38.928
1661,24.7,199.0,23.3,22.8,0.304,2.341,0.935,120.522,30.4,3.0,120.522,33.8,2.379,11:21:40.128
1662,24.7,199.0,23.3,22.8,0.28,4.456,0.93,119.914,30.0,3.0,119.914,33.6,2.945,11:21:41.345
1663,24.7,199.0,23.3,22.8,0.3,3.776,0.912,119.937,30.0,3.0,119.937,33.4,1.926,11:21:42.591
1664,26.8,199.0,23.3,24.2,0.286,4.04,0.939,120.363,29.8,3.0,120.363,33.8,3.625,11:21:43.789
1665,26.8,199.0,23.3,22.8,0.294,2.908,0.907,119.961,30.7,3.0,119.961,33.8,3.096,11:21:45.002
1666,24.7,199.0,23.3,22.8,0.276,3.663,0.934,119.847,29.8,3.0,119.847,33.6,2.492,11:21:46.216
1667,24.7,199.0,24.7,22.8,0.288,3.587,0.9,119.953,30.0,3.0,119.953,33.2,2.945,11:21:47.433
1668,24.7,199.0,23.3,22.8,0.28,3.21,0.84,120.223,29.8,3.0,120.223,33.4,2.152,11:21:48.644
1669,24.7,199.0,23.3,24.2,0.304,4.04,0.936,120.243,29.8,3.0,120.243,33.4,3.889,11:21:49.861
1670,24.7,199.0,23.3,22.8,0.298,2.945,0.922,120.238,29.8,3.0,120.238,33.8,2.115,11:21:51.092
1671,24.7,199.0,23.3,24.2,0.286,3.625,0.934,120.739,29.8,3.0,120.739,33.4,3.096,11:21:52.309
1672,26.8,199.0,23.3,24.2,0.295,2.454,0.962,119.792,29.1,3.0,119.792,33.4,2.719,11:21:53.523
1673,24.7,199.0,23.3,22.8,0.275,3.172,0.876,119.221,29.8,3.0,119.221,33.8,4.644,11:21:54.728
1674,24.7,199.0,24.7,22.8,0.286,3.134,0.947,119.908,29.5,3.0,119.908,33.6,2.266,11:21:55.952
1675,24.7,199.0,24.7,22.8,0.283,3.625,0.963,119.878,29.8,3.0,119.878,33.6,2.681,11:21:57.168
1676,24.7,199.0,23.3,24.2,0.289,4.531,0.874,120.131,29.5,3.0,120.131,33.6,2.681,11:21:58.361
1677,26.8,199.0,23.3,22.8,0.271,2.832,0.986,120.404,30.0,3.0,120.404,33.6,2.756,11:21:59.563
1678,26.8,199.0,23.3,22.8,0.293,3.663,0.869,120.144,29.8,3.0,120.144,33.8,3.059,11:22:00.784
1679,24.7,199.0,24.7,22.8,0.309,3.021,0.978,119.974,30.0,3.0,119.974,33.4,3.021,11:22:01.997
1680,24.7,199.0,24.7,22.8,0.289,3.21,0.974,119.852,29.8,3.0,119.852,33.4,2.266,11:22:03.211
1681,24.7,199.0,23.3,22.7,0.308,3.663,0.884,119.994,29.8,3.0,119.994,33.8,3.21,11:22:04.424
1682,24.7,199.0,23.3,22.7,0.298,2.87,0.914,119.676,30.0,3.0,119.676,33.6,2.303,11:22:05.659
1683,24.7,199.0,23.3,24.2,0.295,4.229,0.924,119.977,30.4,3.0,119.922,33.2,3.172,11:22:06.879
1684,24.7,199.0,23.3,24.2,0.31,2.983,0.889,119.748,30.2,3.0,119.748,33.6,2.568,11:22:08.098
1685,24.7,199.0,23.2,24.2,0.276,4.116,0.963,119.788,30.0,3.0,119.788,33.6,2.341,11:22:09.327
1686,24.7,199.0,23.2,22.7,0.283,3.096,0.907,120.074,29.8,3.0,120.074,33.2,2.681,11:22:10.562
1687,24.7,199.0,23.3,22.7,0.28,4.154,0.907,120.193,29.5,3.0,120.193,33.4,3.436,11:22:11.780
1688,24.7,199.0,23.3,24.2,0.288,2.794,0.969,119.981,30.0,3.0,119.981,33.8,2.794,11:22:12.995
1689,26.8,199.0,23.3,22.8,0.28,2.756,0.896,119.709,30.4,3.0,119.709,33.8,2.379,11:22:14.207
1690,24.7,199.0,24.7,22.7,0.289,3.625,0.953,120.249,29.8,3.0,120.249,33.6,2.454,11:22:15.421
1691,24.7,199.0,23.3,22.7,0.321,4.569,0.883,119.928,29.8,3.0,119.928,34.1,2.039,11:22:16.637
1692,24.7,199.0,23.2,22.7,0.242,3.776,0.902,120.248,30.4,3.0,120.248,33.2,3.285,11:22:17.871
1693,24.7,199.0,23.2,22.7,0.304,3.247,0.924,119.282,30.0,3.0,119.282,33.8,2.454,11:22:19.089
1694,24.7,199.0,23.2,22.7,0.255,3.889,0.884,119.303,30.4,3.0,119.303,33.8,3.361,11:22:20.317
1695,24.7,199.0,23.2,22.7,0.308,3.436,0.931,120.069,30.2,3.0,120.069,33.6,3.738,11:22:21.535
1696,24.7,199.0,23.2,22.7,0.283,3.21,0.952,121.014,30.4,3.0,121.014,33.8,2.417,11:22:22.765
1697,24.6,199.0,23.3,24.2,0.269,3.776,0.845,119.676,30.0,3.0,119.676,33.6,2.87,11:22:23.979
1698,24.7,199.0,23.2,24.2,0.281,2.908,0.977,119.052,29.8,3.0,119.052,34.1,2.605,11:22:25.211
1699,24.6,199.0,23.3,24.2,0.303,3.814,0.891,120.114,30.4,3.0,120.114,33.8,3.096,11:22:26.425
1700,26.7,199.0,23.3,22.7,0.278,3.247,0.934,119.856,30.7,3.0,119.856,33.4,2.681,11:22:27.637
1701,26.7,199.0,23.3,22.7,0.286,4.078,0.955,120.055,29.8,3.0,120.055,33.4,2.908,11:22:28.868
1702,26.7,199.0,23.2,22.7,0.28,3.059,0.916,119.96,30.7,3.0,119.96,34.1,2.039,11:22:30.085
1703,24.6,199.0,23.2,22.7,0.293,3.021,0.929,120.004,30.0,3.0,120.004,33.6,2.152,11:22:31.276
1704,24.6,199.0,23.2,24.2,0.308,2.643,0.927,120.143,30.2,3.0,120.143,33.8,2.719,11:22:32.487
1705,24.6,199.0,23.2,24.1,0.278,3.096,0.862,119.754,30.4,3.0,119.754,33.8,2.53,11:22:33.702
1706,26.7,199.0,24.7,22.7,0.298,4.078,0.958,120.012,30.0,3.0,120.012,33.6,2.643,11:22:34.912
1707,26.7,199.0,24.7,22.7,0.309,3.285,0.927,120.062,29.8,3.0,120.062,33.8,2.266,11:22:36.140
1708,26.7,199.0,24.7,22.7,0.289,4.116,0.924,120.203,30.4,3.0,120.203,33.8,3.172,11:22:37.364
1709,24.6,199.0,24.7,22.7,0.291,3.436,0.953,120.245,29.8,3.0,120.245,33.4,2.756,11:22:38.582
1710,24.6,199.0,24.7,22.7,0.281,3.738,0.848,119.706,30.0,3.0,119.706,33.8,3.21,11:22:39.805
1711,26.7,199.0,23.2,22.7,0.264,2.53,0.977,119.851,30.4,3.0,119.851,33.4,2.417,11:22:41.053
1712,24.6,199.0,24.7,22.7,0.284,2.719,0.919,120.284,30.4,3.0,120.284,33.8,2.681,11:22:42.268
1713,24.6,199.0,24.7,22.7,0.264,2.756,0.872,119.43,30.4,3.0,119.43,33.4,3.852,11:22:43.497
1714,24.6,199.0,23.2,22.7,0.305,4.04,0.95,119.952,30.2,3.0,119.952,33.6,2.908,11:22:44.714
1715,24.6,199.0,23.2,22.7,0.317,3.21,0.874,120.289,29.8,3.0,120.289,33.6,3.663,11:22:45.932
1716,24.6,199.0,23.2,22.7,0.299,3.436,0.973,119.821,30.4,3.0,119.821,33.6,2.379,11:22:47.159
1717,24.6,199.0,23.2,24.1,0.289,3.663,0.939,119.996,30.0,3.0,119.996,34.1,3.134,11:22:48.373
1718,24.6,199.0,23.2,24.1,0.281,4.078,0.85,119.933,30.2,3.0,119.933,33.8,2.87,11:22:49.604
1719,24.6,199.0,23.2,24.1,0.286,3.436,0.96,119.418,30.0,3.0,119.418,33.8,3.247,11:22:50.820
1720,24.6,199.0,23.2,24.1,0.261,2.605,0.901,120.007,30.0,3.0,120.007,34.1,2.643,11:22:52.036
1721,24.6,199.0,23.2,22.7,0.293,3.096,0.95,120.827,30.4,3.0,120.827,33.8,2.643,11:22:53.250
1722,26.7,199.0,24.7,22.7,0.278,3.587,0.969,120.018,30.4,3.0,120.018,33.4,2.794,11:22:54.466
1723,24.6,199.0,23.2,22.7,0.3,2.794,0.879,120.085,30.4,3.0,120.085,33.4,2.908,11:22:55.676
1724,24.6,199.0,23.2,22.7,0.286,4.078,0.963,120.044,30.7,3.0,120.044,33.8,2.379,11:22:56.894
1725,24.6,199.0,23.2,24.1,0.305,4.569,0.953,120.051,30.2,3.0,120.051,33.8,3.172,11:22:58.106
1726,24.6,199.0,23.2,24.1,0.291,4.229,0.887,120.074,30.0,3.0,120.074,34.1,2.681,11:22:59.323
1727,26.7,199.0,23.2,22.7,0.281,2.568,0.992,120.245,30.4,3.0,120.245,33.8,3.096,11:23:00.535
1728,24.6,199.0,23.2,24.1,0.298,3.776,0.897,120.098,30.0,3.0,120.098,34.1,2.945,11:23:01.800
1729,24.6,199.0,23.2,24.1,0.276,2.794,0.935,119.7,29.8,3.0,119.7,33.8,3.134,11:23:03.031
1730,24.6,199.0,23.2,22.7,0.295,2.341,0.953,120.089,30.4,3.0,120.089,33.8,2.605,11:23:04.263
1731,24.6,199.0,23.2,24.1,0.293,4.154,0.859,119.645,30.0,3.0,119.645,33.8,3.814,11:23:05.476
1732,24.6,199.0,23.2,22.7,0.304,2.756,0.964,119.639,29.5,3.0,119.639,34.1,3.059,11:23:06.691
1733,24.6,199.0,23.2,22.7,0.3,4.456,0.963,120.361,30.7,3.0,120.361,33.8,2.568,11:23:07.922
1734,24.6,199.0,23.2,24.1,0.273,2.832,0.902,120.053,29.8,3.0,120.053,33.8,2.341,11:23:09.152
1735,26.7,199.0,23.2,22.7,0.275,3.927,0.96,119.956,30.7,3.0,119.956,33.8,3.512,11:23:10.367
1736,26.7,199.0,24.7,22.7,0.293,2.908,0.886,120.089,29.8,3.0,120.089,33.8,2.115,11:23:11.588
1737,26.7,199.0,24.7,22.7,0.299,3.587,0.974,120.19,29.8,3.0,120.19,34.1,2.794,11:23:12.803
1738,24.6,199.0,23.2,22.7,0.283,2.417,0.968,120.304,30.0,3.0,120.304,34.3,2.001,11:23:14.020
1739,24.6,199.0,23.2,22.7,0.276,3.549,0.868,119.778,30.7,3.0,119.778,34.5,2.719,11:23:15.232
1740,24.6,199.0,23.2,24.1,0.294,4.229,0.953,119.906,30.4,3.0,119.906,33.8,2.605,11:23:16.447
1741,24.6,199.0,23.2,24.1,0.28,2.681,0.92,120.543,29.5,3.0,120.543,34.3,2.341,11:23:17.690
1742,24.6,199.0,23.2,24.1,0.295,4.04,0.929,120.266,30.2,3.0,120.266,33.8,2.908,11:23:18.920
1743,24.5,199.0,23.2,24.1,0.281,3.285,0.974,120.041,30.2,3.0,120.041,33.8,2.19,11:23:20.135
1744,24.5,199.0,23.2,24.1,0.304,3.889,0.927,120.681,30.9,3.0,120.681,33.8,3.361,11:23:21.359
1745,24.5,199.0,23.2,22.7,0.28,2.303,0.96,120.088,30.4,3.0,120.088,33.8,2.719,11:23:22.569
1746,24.5,199.0,23.2,24.1,0.275,3.927,0.936,120.319,29.8,3.0,120.319,33.8,2.605,11:23:23.814
1747,24.5,199.0,23.2,22.7,0.254,2.605,0.804,120.002,30.4,3.0,120.002,34.1,2.303,11:23:25.024
1748,26.6,199.0,24.7,22.7,0.278,2.756,0.979,119.225,29.8,3.0,119.225,34.1,3.549,11:23:26.238
1749,26.6,199.0,24.7,22.7,0.323,2.983,0.924,119.818,30.9,3.0,119.818,34.3,2.568,11:23:27.457
1750,26.6,199.0,24.7,22.7,0.283,3.096,0.94,119.977,29.8,3.0,119.977,33.8,2.719,11:23:28.676
1751,24.5,199.0,23.2,22.7,0.271,3.927,0.934,120.168,30.7,3.0,120.168,34.3,2.643,11:23:29.888
1752,24.5,199.0,23.2,24.1,0.298,3.549,0.867,120.688,30.4,3.0,120.688,33.8,2.945,11:23:31.103
