Log,mixer_temperature_outlet,ac_flowrate,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_torque_M2,cp_pressure,mixer_speed_M1,mixer_motor_temperature_M1,cp_flowrate,mixer_speed_M2,mixer_motor_temperature_M2,mixer_torque_M1,Time
1753,24.5,199.0,23.2,24.1,0.298,3.059,0.977,119.59,30.2,3.0,119.59,34.1,2.568,11:23:32.315
1754,24.5,199.0,23.2,24.1,0.281,3.134,0.934,120.066,29.8,3.0,120.066,34.1,3.059,11:23:33.528
1755,24.5,199.0,23.2,22.7,0.278,2.794,0.879,120.481,30.4,3.0,120.481,33.8,2.945,11:23:34.743
1756,26.6,199.0,24.7,22.7,0.304,4.078,0.952,119.81,30.0,3.0,119.81,34.3,3.021,11:23:35.976
1757,26.6,199.0,24.7,22.7,0.281,2.908,0.902,119.619,30.4,3.0,119.619,34.1,2.53,11:23:37.191
1758,24.5,199.0,23.2,22.7,0.327,3.398,0.978,119.755,30.9,3.0,119.755,34.1,2.417,11:23:38.438
1759,24.5,199.0,23.2,22.7,0.261,2.605,0.963,120.01,30.4,3.0,120.01,34.1,3.172,11:23:39.670
1760,26.6,199.0,24.7,22.7,0.275,3.889,0.858,120.188,30.4,3.0,120.188,33.6,2.794,11:23:40.889
1761,26.6,199.0,24.7,22.7,0.284,3.361,0.945,120.416,30.4,3.0,120.416,34.5,2.681,11:23:42.120
1762,24.5,199.0,23.2,22.7,0.3,4.38,0.912,119.947,30.4,3.0,119.947,34.3,3.361,11:23:43.350
1763,26.6,199.0,24.7,22.7,0.3,2.87,0.916,119.892,30.4,3.0,119.892,33.8,2.568,11:23:44.565
1764,24.5,199.0,24.7,22.7,0.288,3.361,0.984,119.909,30.0,3.0,119.909,34.5,2.945,11:23:45.796
1765,26.6,199.0,23.2,22.7,0.288,2.492,0.911,119.748,30.9,3.0,119.748,33.8,2.492,11:23:47.011
1766,26.6,199.0,23.2,22.7,0.298,3.7,0.925,119.448,30.2,3.0,119.448,33.8,3.247,11:23:48.238
1767,24.5,199.0,23.2,24.1,0.298,3.436,0.922,119.813,30.4,3.0,119.813,34.5,2.266,11:23:49.451
1768,24.5,199.0,23.2,24.1,0.278,3.096,0.852,120.001,30.4,3.0,120.001,34.1,2.152,11:23:50.668
1769,24.5,199.0,23.2,24.1,0.281,3.889,1.0,119.983,30.0,3.0,119.983,33.8,2.719,11:23:51.899
1770,24.5,199.0,23.2,24.1,0.293,4.418,0.93,120.288,30.4,3.0,120.288,33.8,2.19,11:23:53.129
1771,24.5,199.0,23.2,22.7,0.26,3.852,0.917,120.216,30.0,3.0,120.216,34.1,2.568,11:23:54.330
1772,24.5,199.0,24.7,22.7,0.283,2.643,0.973,120.107,30.4,3.0,120.107,33.8,2.945,11:23:55.545
1773,26.5,199.0,24.7,22.7,0.278,4.72,0.887,122.433,30.4,3.0,122.433,33.8,2.379,11:23:56.760
1774,24.5,199.0,24.7,22.7,0.303,2.417,0.983,120.004,30.4,3.0,120.004,34.1,2.87,11:23:57.994
1775,26.6,199.0,24.6,22.7,0.293,3.7,0.958,119.552,30.9,3.0,119.552,34.3,2.908,11:23:59.214
1776,26.5,199.0,23.2,22.7,0.284,3.474,0.884,120.089,30.4,3.0,120.089,33.8,3.21,11:24:00.429
1777,24.5,199.0,23.2,24.1,0.295,3.965,0.974,119.934,30.0,3.0,119.934,34.3,2.454,11:24:01.648
1778,24.5,199.0,23.2,24.1,0.284,3.285,0.901,120.321,29.5,3.0,120.321,33.8,2.794,11:24:02.867
1779,24.5,199.0,23.2,24.1,0.299,3.549,0.958,119.791,30.4,3.0,119.791,34.3,2.19,11:24:04.082
1780,24.5,199.0,23.2,22.7,0.304,3.398,0.958,120.289,30.2,3.0,120.289,34.3,2.908,11:24:05.295
1781,24.5,199.0,23.2,22.7,0.276,2.945,0.9,119.744,30.4,3.0,119.744,34.5,3.7,11:24:06.525
1782,24.4,199.0,23.2,22.7,0.286,3.323,0.957,120.376,30.2,3.0,120.376,34.1,2.794,11:24:07.756
1783,24.4,199.0,23.2,22.7,0.293,3.814,0.909,120.284,30.4,3.0,120.284,34.1,2.945,11:24:08.973
1784,26.5,199.0,24.6,22.7,0.265,2.605,0.922,119.863,30.0,3.0,119.863,33.8,2.643,11:24:10.188
1785,24.5,199.0,24.6,22.7,0.299,4.154,0.934,120.158,30.4,3.0,120.158,34.5,2.794,11:24:11.417
1786,26.5,199.0,24.6,22.7,0.288,2.719,0.939,119.997,30.2,3.0,119.997,33.8,2.115,11:24:12.634
1787,26.5,199.0,23.2,22.7,0.295,4.418,0.922,120.133,30.4,3.0,120.133,34.1,2.832,11:24:13.844
1788,26.5,199.0,23.2,22.7,0.283,2.87,0.96,119.446,30.4,3.0,119.446,34.5,2.643,11:24:15.071
1789,24.5,199.0,23.2,24.1,0.276,3.587,0.845,121.179,30.7,3.0,121.179,34.3,2.53,11:24:16.296
1790,24.4,199.0,23.2,24.1,0.3,2.53,0.983,121.744,30.9,3.0,121.744,33.8,1.926,11:24:17.519
1791,24.4,199.0,23.2,24.1,0.294,2.794,0.945,120.384,30.7,3.0,120.384,34.3,2.794,11:24:18.747
1792,24.5,199.0,23.2,24.1,0.3,3.625,0.876,119.804,30.4,3.0,119.804,34.5,3.814,11:24:19.968
1793,24.4,199.0,23.2,22.7,0.293,3.247,0.967,119.717,30.9,3.0,119.717,34.5,2.945,11:24:21.184
1794,24.4,199.0,24.6,22.7,0.293,3.436,0.892,120.004,30.4,3.0,120.004,34.1,2.492,11:24:22.399
1795,24.4,199.0,24.7,22.7,0.294,2.983,0.952,120.042,31.6,3.0,120.042,34.3,2.945,11:24:23.617
1796,24.4,199.0,24.6,22.6,0.294,4.191,0.936,119.069,30.7,3.0,119.069,34.3,3.436,11:24:24.837
1797,26.5,199.0,23.2,22.7,0.273,2.756,0.872,120.096,30.4,3.0,120.096,33.8,2.492,11:24:26.049
1798,26.5,199.0,23.2,24.1,0.271,3.021,0.944,120.304,30.9,3.0,120.304,33.8,2.152,11:24:27.264
1799,24.4,199.0,23.2,24.1,0.303,3.021,0.922,118.873,30.7,3.0,118.873,34.3,4.191,11:24:28.484
1800,24.4,199.0,23.2,24.1,0.289,3.285,0.978,119.699,30.0,3.0,119.699,34.1,3.172,11:24:29.716
1801,24.4,199.0,23.2,24.1,0.295,3.436,0.958,120.058,30.4,3.0,120.058,34.5,2.228,11:24:30.935
1802,24.4,199.0,23.2,22.6,0.286,3.663,0.914,119.822,30.4,3.0,119.822,34.1,2.417,11:24:32.149
1803,24.4,199.0,24.6,22.7,0.295,4.154,0.952,120.146,30.4,3.0,120.146,34.3,2.794,11:24:33.369
1804,24.4,199.0,24.6,22.6,0.291,3.436,0.962,119.91,30.2,3.0,119.91,33.8,2.341,11:24:34.577
1805,26.5,199.0,23.1,22.6,0.283,3.776,0.897,120.093,30.4,3.0,120.093,34.5,2.983,11:24:35.790
1806,24.4,199.0,24.6,22.6,0.289,2.643,0.981,119.959,31.4,3.0,119.959,33.8,2.756,11:24:37.038
1807,24.4,199.0,24.6,22.7,0.3,3.549,0.944,121.122,30.4,3.0,121.122,34.5,2.794,11:24:38.265
1808,24.4,199.0,24.6,22.6,0.3,2.983,0.969,119.619,30.7,3.0,119.619,34.3,3.474,11:24:39.493
1809,26.5,199.0,23.2,22.6,0.289,3.134,0.941,119.633,30.4,3.0,119.633,34.1,2.454,11:24:40.710
1810,26.5,199.0,23.2,24.1,0.291,3.512,0.848,119.899,29.8,3.0,119.899,33.8,3.21,11:24:41.923
1811,24.4,199.0,23.2,24.1,0.294,2.681,0.977,120.056,30.2,3.0,120.056,34.7,2.001,11:24:43.136
1812,24.4,199.0,23.2,22.6,0.295,4.154,0.957,119.826,30.7,3.0,119.826,34.5,3.398,11:24:44.354
1813,24.4,199.0,23.2,22.6,0.293,3.059,0.92,120.282,30.4,3.0,120.282,34.5,2.568,11:24:45.582
1814,24.4,199.0,23.1,22.6,0.295,3.247,0.973,119.993,30.4,3.0,119.993,34.3,2.945,11:24:46.815
1815,24.4,199.0,23.2,24.1,0.283,2.794,0.914,120.011,30.4,3.0,120.089,34.5,2.719,11:24:48.040
1816,24.4,199.0,24.6,22.6,0.283,2.605,0.949,119.916,30.9,3.0,119.916,34.5,2.605,11:24:49.250
1817,24.4,199.0,24.6,22.6,0.305,3.927,0.929,120.042,29.8,3.0,120.042,34.3,2.87,11:24:50.465
1818,24.4,199.0,24.6,22.6,0.266,3.21,0.857,119.739,30.4,3.0,119.739,33.8,2.832,11:24:51.709
1819,24.4,199.0,23.2,22.6,0.299,3.474,0.983,119.851,31.6,3.0,119.851,34.1,2.115,11:24:52.949
1820,24.4,199.0,23.2,22.6,0.281,2.794,0.917,119.899,30.9,3.0,119.899,34.1,2.568,11:24:54.174
1821,24.4,199.0,24.6,22.6,0.305,3.927,0.95,120.189,30.4,3.0,120.189,34.1,3.021,11:24:55.387
1822,24.4,199.0,24.6,22.6,0.286,3.7,0.972,120.005,30.9,3.0,120.005,33.8,2.417,11:24:56.624
1823,24.4,199.0,23.1,22.6,0.291,3.927,0.907,120.003,31.1,3.0,120.003,34.1,3.247,11:24:57.850
1824,24.4,199.0,23.1,22.6,0.294,3.021,0.949,119.995,30.0,3.0,119.995,33.8,2.568,11:24:59.083
1825,24.4,199.0,24.6,22.6,0.291,3.323,0.941,120.031,31.1,3.0,120.031,34.3,3.021,11:25:00.304
1826,24.4,199.0,23.1,22.6,0.283,2.001,0.912,120.124,30.2,3.0,120.124,34.3,2.568,11:25:01.518
1827,24.4,199.0,23.1,24.1,0.291,4.154,0.996,119.62,30.4,3.0,119.62,34.3,3.285,11:25:02.728
1828,26.5,199.0,23.1,24.1,0.295,3.059,0.953,120.098,30.7,3.0,120.098,34.5,2.379,11:25:03.942
1829,26.5,199.0,23.1,24.1,0.28,2.719,0.934,120.031,31.1,3.0,120.031,34.5,2.605,11:25:05.173
1830,26.5,199.0,23.1,24.0,0.299,4.116,0.972,120.131,30.9,3.0,120.131,34.3,2.605,11:25:06.402
1831,24.4,199.0,23.1,24.0,0.289,2.605,0.857,120.089,30.2,3.0,120.089,34.1,2.417,11:25:07.645
1832,24.4,199.0,23.1,24.0,0.291,4.38,0.969,120.133,30.9,3.0,120.062,34.3,2.908,11:25:08.858
1833,26.5,199.0,23.1,22.6,0.3,3.021,0.914,119.951,31.4,3.0,119.951,34.5,2.077,11:25:10.078
1834,26.5,199.0,23.1,24.1,0.27,3.323,0.905,119.978,30.9,3.0,119.978,33.8,2.605,11:25:11.312
1835,26.5,199.0,23.1,24.0,0.278,2.53,0.984,120.002,30.4,3.0,120.002,34.3,2.794,11:25:12.544
1836,26.5,199.0,23.1,22.6,0.28,3.474,0.935,120.06,30.9,3.0,120.06,34.3,2.983,11:25:13.758
1837,24.4,199.0,23.1,22.6,0.299,3.474,0.996,120.037,30.4,3.0,120.037,34.7,2.983,11:25:14.976
1838,24.4,199.0,23.1,22.6,0.288,2.908,0.968,119.83,30.9,3.0,119.83,34.5,2.266,11:25:16.208
1839,26.5,199.0,23.1,24.0,0.293,2.983,0.873,119.909,30.7,3.0,119.909,34.3,2.454,11:25:17.454
1840,26.5,199.0,23.1,22.6,0.28,2.983,0.984,119.97,31.1,3.0,119.97,34.3,2.681,11:25:18.672
1841,26.5,199.0,23.1,24.0,0.319,4.607,0.868,120.164,30.9,3.0,120.164,34.7,2.832,11:25:19.899
1842,24.5,199.0,23.1,24.0,0.288,2.983,0.979,120.022,30.4,3.0,120.022,34.3,2.266,11:25:21.139
1843,26.5,199.0,23.1,22.6,0.316,3.738,0.952,119.941,30.4,3.0,119.941,34.5,4.04,11:25:22.356
1844,26.5,199.0,23.1,22.6,0.291,3.549,0.878,120.215,30.4,3.0,120.215,34.5,1.812,11:25:23.586
1845,26.6,199.0,23.1,22.6,0.266,3.625,0.957,119.754,30.4,3.0,119.754,34.3,2.832,11:25:24.817
1846,26.6,199.0,23.1,24.0,0.27,2.417,0.929,120.033,30.7,3.0,120.033,34.3,2.53,11:25:26.050
1847,24.5,199.0,23.1,24.0,0.286,3.474,0.902,120.014,30.4,3.0,120.014,34.5,2.492,11:25:27.293
1848,26.6,199.0,23.1,22.6,0.271,3.021,0.962,120.179,30.4,3.0,120.179,34.7,2.681,11:25:28.570
1849,24.5,199.0,24.6,22.6,0.293,3.21,0.958,120.364,30.9,3.0,120.364,34.3,3.134,11:25:29.797
1850,26.6,199.0,23.1,22.6,0.275,3.474,0.958,120.018,30.9,3.0,120.018,34.7,2.945,11:25:31.034
1851,24.5,199.0,23.1,22.6,0.299,2.87,0.958,120.481,30.9,3.0,120.481,34.5,3.21,11:25:32.252
1852,26.6,199.0,23.1,22.6,0.305,2.983,0.846,117.693,30.7,3.0,117.693,34.5,4.909,11:25:33.484
1853,24.5,199.0,24.6,22.6,0.276,2.908,1.001,119.33,31.1,3.0,119.33,34.5,2.492,11:25:34.697
1854,24.5,199.0,23.1,22.6,0.291,3.927,0.952,120.06,30.4,3.0,120.06,34.5,2.756,11:25:35.913
1855,24.5,199.0,24.6,22.6,0.303,4.418,0.924,119.783,30.9,3.0,119.783,34.5,2.266,11:25:37.159
1856,24.5,199.0,23.1,22.6,0.291,4.154,0.978,119.921,30.7,3.0,119.921,34.5,3.172,11:25:38.357
1857,24.5,199.0,24.6,22.6,0.26,3.663,0.873,119.632,30.9,3.0,119.632,34.5,3.398,11:25:39.601
1858,24.5,199.0,24.6,22.6,0.289,4.493,0.992,119.886,30.9,3.0,119.886,34.5,2.87,11:25:40.832
1859,24.5,199.0,24.6,22.6,0.286,2.605,0.939,119.936,30.9,3.0,119.936,34.3,2.643,11:25:42.059
1860,24.5,199.0,24.6,22.6,0.275,3.587,0.883,121.937,30.2,3.0,121.937,34.5,2.945,11:25:43.306
1861,24.5,199.0,23.1,24.0,0.295,2.19,0.986,120.137,30.9,3.0,120.137,34.5,2.341,11:25:44.560
1862,26.6,199.0,23.1,22.6,0.303,3.625,0.912,119.757,30.9,3.0,119.757,34.5,3.587,11:25:45.782
1863,26.6,199.0,23.1,24.0,0.289,2.341,0.984,119.967,30.9,3.0,119.967,34.5,2.303,11:25:47.016
1864,24.5,199.0,23.1,24.0,0.289,3.323,0.972,121.094,30.9,3.0,121.094,34.5,2.266,11:25:48.260
1865,24.5,199.0,23.1,24.0,0.284,2.756,0.859,120.309,31.4,3.0,120.309,34.9,3.247,11:25:49.495
1866,24.5,199.0,23.1,24.0,0.299,4.796,0.988,119.354,30.4,3.0,119.354,34.5,3.096,11:25:50.712
1867,24.5,199.0,23.1,24.0,0.291,3.549,0.924,119.935,30.7,3.0,119.935,34.9,2.681,11:25:51.936
1868,24.5,199.0,23.1,24.0,0.323,3.323,0.952,119.845,30.4,3.0,119.845,34.5,2.87,11:25:53.162
1869,26.6,199.0,23.1,22.6,0.275,5.135,0.995,120.367,30.9,3.0,120.239,34.5,2.568,11:25:54.371
1870,26.6,199.0,23.1,22.6,0.278,3.625,0.917,120.56,30.4,3.0,120.56,34.3,2.492,11:25:55.605
1871,24.5,199.0,23.1,24.0,0.303,3.776,0.989,120.048,30.9,3.0,120.048,34.7,2.719,11:25:56.866
1872,24.5,199.0,23.1,24.0,0.293,3.512,0.93,119.803,30.4,3.0,119.803,34.3,2.983,11:25:58.095
1873,24.5,199.0,23.1,24.0,0.276,4.644,0.897,120.034,30.7,3.0,120.034,34.9,3.512,11:25:59.325
1874,24.5,199.0,23.1,22.6,0.3,2.605,0.95,120.164,30.9,3.0,120.164,34.5,2.53,11:26:00.571
1875,24.5,199.0,23.1,22.5,0.288,3.323,0.922,120.83,30.9,3.0,120.83,34.9,2.794,11:26:01.801
1876,24.5,199.0,23.1,22.5,0.281,2.87,0.936,120.098,30.7,3.0,120.098,34.7,2.643,11:26:03.029
1877,24.5,199.0,23.1,22.5,0.278,2.945,0.978,120.612,30.9,3.0,120.612,34.9,2.756,11:26:04.249
1878,24.5,199.0,23.1,24.0,0.281,3.361,0.852,120.193,31.1,3.0,120.193,34.7,2.945,11:26:05.462
1879,24.5,199.0,23.1,24.0,0.28,3.021,1.002,119.944,30.7,3.0,119.944,34.7,2.945,11:26:06.677
1880,24.5,199.0,23.1,22.6,0.317,4.342,0.911,120.326,30.9,3.0,120.326,34.3,3.436,11:26:07.896
1881,26.6,199.0,23.1,22.5,0.288,3.927,0.889,120.075,30.7,3.0,120.075,34.5,3.096,11:26:09.115
1882,26.6,199.0,23.1,22.5,0.293,3.663,0.947,119.727,30.7,3.0,119.727,34.7,3.096,11:26:10.343
1883,26.6,199.0,23.1,22.5,0.289,2.719,0.914,120.016,30.9,3.0,120.016,34.7,2.605,11:26:11.572
1884,26.6,199.0,24.6,22.5,0.28,3.172,0.983,120.519,30.9,3.0,120.519,34.3,2.53,11:26:12.784
1885,26.6,199.0,24.6,22.5,0.294,2.53,0.96,120.182,30.4,3.0,120.182,34.5,2.454,11:26:14.027
1886,24.5,199.0,23.1,22.5,0.276,2.719,0.863,120.208,30.9,3.0,120.208,34.7,2.417,11:26:15.266
1887,24.5,199.0,23.1,24.0,0.278,2.341,0.989,120.193,31.1,3.0,120.193,34.9,2.53,11:26:16.512
1888,24.5,199.0,23.1,22.5,0.291,4.154,0.917,120.524,30.9,3.0,120.524,34.5,2.681,11:26:17.760
1889,26.6,199.0,24.6,22.5,0.28,2.605,0.963,120.171,30.9,3.0,120.171,34.5,2.945,11:26:19.023
1890,26.6,199.0,24.6,22.5,0.288,2.908,0.991,119.695,30.9,3.0,119.695,34.7,3.587,11:26:20.239
1891,26.6,199.0,24.6,22.5,0.275,3.059,0.9,119.925,31.1,3.0,119.925,34.7,2.832,11:26:21.481
1892,24.5,199.0,23.1,22.5,0.283,2.719,1.007,118.71,30.9,3.0,118.71,34.5,3.776,11:26:22.732
1893,24.5,199.0,23.1,24.0,0.304,3.474,0.924,119.143,31.4,3.0,119.143,34.7,3.21,11:26:23.981
1894,24.5,199.0,23.1,24.0,0.26,3.134,0.953,119.352,30.9,3.0,119.352,34.5,3.927,11:26:25.218
1895,24.5,199.0,23.1,24.0,0.283,2.983,1.006,119.922,31.4,3.0,119.922,34.7,2.417,11:26:26.452
1896,24.5,199.0,23.1,22.5,0.28,2.643,0.925,119.751,31.4,3.0,119.751,34.7,2.983,11:26:27.681
1897,24.5,199.0,23.1,22.5,0.286,4.191,0.96,120.147,30.7,3.0,120.147,34.3,2.417,11:26:28.912
1898,26.6,199.0,23.1,22.5,0.273,4.003,0.974,119.953,30.9,3.0,119.953,34.5,2.492,11:26:30.143
1899,26.6,199.0,23.1,22.5,0.27,3.323,0.836,120.225,30.2,3.0,120.225,34.5,2.568,11:26:31.376
1900,26.6,199.0,23.1,22.5,0.317,3.285,1.005,120.098,30.4,3.0,120.098,34.7,3.285,11:26:32.606
1901,26.6,199.0,24.6,22.5,0.294,4.342,0.927,120.112,30.7,3.0,120.112,34.5,3.361,11:26:33.856
1902,24.5,199.0,24.6,22.5,0.273,3.21,0.95,119.936,31.1,3.0,119.936,34.9,2.794,11:26:35.086
1903,24.5,199.0,24.6,22.5,0.299,4.078,0.947,119.825,30.4,3.0,119.825,34.9,2.719,11:26:36.318
1904,24.5,199.0,24.6,22.5,0.28,2.379,0.874,120.357,31.1,3.0,120.357,34.5,2.87,11:26:37.544
1905,24.5,199.0,24.6,22.5,0.284,2.945,1.027,120.145,30.9,3.0,120.145,34.5,2.605,11:26:38.777
1906,24.5,199.0,24.6,22.5,0.286,2.568,0.967,120.067,31.1,3.0,120.067,34.5,1.888,11:26:40.008
1907,24.5,199.0,24.6,22.5,0.278,2.568,0.911,120.054,31.1,3.0,120.054,34.9,2.832,11:26:41.241
1908,24.5,199.0,24.6,22.5,0.328,3.474,0.958,119.903,30.7,3.0,119.903,34.7,2.832,11:26:42.457
1909,24.5,199.0,24.6,22.5,0.283,3.059,0.92,119.61,30.9,3.0,119.61,34.7,3.059,11:26:43.700
1910,24.5,199.0,23.1,22.5,0.305,3.096,0.981,119.779,30.9,3.0,119.779,34.9,2.681,11:26:44.932
1911,24.5,199.0,23.1,22.5,0.289,2.794,1.0,119.804,31.1,3.0,119.804,34.5,2.303,11:26:46.159
1912,24.5,199.0,24.6,22.5,0.294,3.7,0.857,120.286,31.1,3.0,120.286,34.5,2.719,11:26:47.378
1913,24.5,199.0,24.6,22.5,0.294,3.361,1.002,119.898,30.7,3.0,119.898,34.5,2.492,11:26:48.607
1914,24.5,199.0,24.6,22.5,0.321,3.965,0.902,119.65,30.9,3.0,119.65,34.7,3.21,11:26:49.829
1915,24.5,199.0,23.1,22.5,0.299,2.908,0.974,120.682,31.4,3.0,120.682,34.7,2.756,11:26:51.058
1916,24.5,199.0,23.1,22.5,0.286,3.436,0.962,120.554,30.9,3.0,120.554,35.1,3.172,11:26:52.284
1917,24.5,199.0,23.1,22.5,0.304,2.341,0.901,120.065,31.1,3.0,120.065,34.7,2.454,11:26:53.512
1918,24.5,199.0,24.6,22.5,0.294,2.945,0.983,119.755,30.9,3.0,119.755,34.9,2.568,11:26:54.761
1919,24.5,199.0,24.6,22.5,0.298,2.568,0.955,119.879,31.1,3.0,119.879,34.5,3.323,11:26:55.993
1920,24.5,199.0,24.6,22.5,0.275,3.625,0.9,119.404,31.6,3.0,119.404,35.1,3.814,11:26:57.222
1921,24.5,199.0,24.6,22.5,0.321,3.21,1.005,119.855,30.4,3.0,119.855,34.9,2.605,11:26:58.447
1922,24.5,199.0,23.1,22.5,0.275,2.53,0.947,119.656,31.4,3.0,119.656,34.7,2.643,11:26:59.688
1923,26.6,199.0,23.1,22.5,0.295,3.323,0.922,119.937,31.4,3.0,119.937,34.5,2.983,11:27:00.928
1924,26.6,199.0,23.1,22.5,0.293,3.738,0.979,119.241,31.6,3.0,119.325,34.7,2.341,11:27:02.163
1925,24.5,199.0,23.1,24.0,0.293,4.267,0.881,120.191,31.8,3.0,120.191,34.5,3.21,11:27:03.407
1926,26.5,199.0,23.1,24.0,0.293,3.247,1.005,120.661,31.4,3.0,120.661,34.9,2.719,11:27:04.637
1927,24.5,199.0,23.1,22.5,0.284,3.21,0.944,120.287,31.6,3.0,120.287,34.5,2.605,11:27:05.881
1928,24.4,199.0,23.1,22.5,0.289,3.927,0.949,121.085,30.9,3.0,121.085,34.7,2.983,11:27:07.111
1929,24.5,199.0,24.6,22.5,0.303,4.758,0.979,120.199,30.9,3.0,120.199,34.9,3.814,11:27:08.361
1930,24.5,199.0,24.6,22.5,0.281,3.587,0.881,120.456,31.6,3.0,120.456,34.9,2.719,11:27:09.587
1931,24.4,199.0,24.6,22.5,0.294,4.305,0.977,119.442,30.9,3.0,119.442,34.9,2.681,11:27:10.835
1932,24.5,199.0,24.6,22.5,0.31,2.417,0.963,119.945,31.6,3.0,119.945,34.7,3.776,11:27:12.060
1933,24.5,199.0,24.6,22.5,0.295,3.7,0.881,120.346,30.7,3.0,120.346,34.9,2.87,11:27:13.288
1934,24.5,199.0,23.1,22.5,0.314,2.454,0.983,119.916,30.7,3.0,119.916,34.9,3.021,11:27:14.500
1935,24.5,199.0,24.6,22.5,0.28,3.361,0.905,120.377,31.1,3.0,121.505,34.7,3.247,11:27:15.746
1936,26.6,199.0,23.1,22.5,0.288,2.266,0.978,119.565,30.9,3.0,119.565,34.9,3.21,11:27:16.999
1937,24.5,199.0,23.1,24.0,0.28,2.794,0.972,120.327,30.4,3.0,120.327,34.9,2.53,11:27:18.251
1938,24.5,199.0,23.1,24.0,0.308,3.021,0.858,119.951,31.1,3.0,119.951,34.9,2.945,11:27:19.481
1939,24.5,199.0,23.1,24.0,0.295,3.738,0.995,119.598,30.7,3.0,119.598,34.9,2.87,11:27:20.712
1940,24.5,199.0,23.1,24.0,0.298,3.323,0.93,119.691,30.7,3.0,119.691,34.9,2.832,11:27:21.945
1941,24.5,199.0,23.1,22.6,0.284,2.605,0.969,119.812,31.4,3.0,119.812,34.5,2.832,11:27:23.182
1942,24.5,199.0,23.1,22.5,0.271,3.625,0.995,120.267,30.9,3.0,120.267,34.5,2.832,11:27:24.410
1943,24.5,199.0,23.1,22.5,0.271,2.53,0.884,119.979,31.6,3.0,119.979,34.9,2.492,11:27:25.644
1944,26.6,199.0,24.6,22.5,0.299,3.927,0.981,119.984,30.9,3.0,119.984,34.7,2.719,11:27:26.895
1945,26.6,199.0,23.1,22.5,0.304,3.134,0.952,119.946,30.7,3.0,119.946,34.7,2.379,11:27:28.139
1946,24.5,199.0,23.1,22.5,0.291,3.776,0.896,120.021,31.4,3.0,120.021,34.9,2.605,11:27:29.385
1947,24.5,199.0,23.1,24.0,0.309,2.908,0.988,120.051,31.4,3.0,120.051,34.9,2.832,11:27:30.616
1948,24.5,199.0,23.1,24.0,0.295,4.644,0.906,120.088,31.6,3.0,120.088,34.7,3.059,11:27:31.859
1949,24.5,199.0,23.1,22.5,0.31,4.493,0.931,120.392,31.1,3.0,120.392,34.9,2.945,11:27:33.114
1950,26.6,199.0,24.6,22.5,0.298,4.38,0.96,119.811,31.6,3.0,119.811,35.3,3.474,11:27:34.347
1951,26.6,199.0,24.6,22.5,0.298,3.021,0.844,119.742,30.9,3.0,119.742,34.7,2.152,11:27:35.579
1952,26.6,199.0,24.6,22.5,0.322,3.361,1.001,119.884,31.1,3.0,119.884,34.7,2.681,11:27:36.810
1953,26.6,199.0,23.1,22.5,0.288,2.719,0.914,119.998,31.1,3.0,119.998,34.7,2.756,11:27:38.032
1954,26.6,199.0,23.1,22.5,0.289,2.908,0.939,120.551,30.4,3.0,120.551,34.9,2.303,11:27:39.257
1955,24.5,199.0,23.1,22.5,0.303,2.341,0.96,120.503,30.9,3.0,120.503,34.9,2.87,11:27:40.518
1956,24.5,199.0,23.1,22.5,0.305,3.285,0.858,120.402,31.4,3.0,120.402,34.7,3.776,11:27:41.753
1957,24.5,199.0,23.1,22.5,0.293,2.983,0.997,119.873,31.1,3.0,119.873,34.9,3.361,11:27:42.979
1958,24.5,199.0,23.1,22.5,0.291,3.247,0.945,119.75,31.4,3.0,119.75,34.7,2.266,11:27:44.200
1959,26.6,199.0,24.6,22.5,0.295,4.305,0.887,120.174,31.6,3.0,120.174,34.7,2.681,11:27:45.414
1960,26.6,199.0,24.6,22.5,0.289,3.172,0.997,119.93,30.9,3.0,119.93,34.7,1.964,11:27:46.644
1961,24.5,199.0,23.1,22.5,0.298,3.852,0.907,120.038,31.6,3.0,120.038,34.9,2.643,11:27:47.897
1962,24.5,199.0,23.1,24.0,0.283,2.945,0.997,120.176,30.9,3.0,120.176,34.9,2.039,11:27:49.149
1963,24.5,199.0,23.1,22.5,0.309,5.098,0.944,120.418,30.9,3.0,120.418,34.7,3.059,11:27:50.363
1964,24.5,199.0,23.1,22.5,0.286,2.87,0.841,120.058,30.9,3.0,120.058,34.9,3.285,11:27:51.580
1965,24.5,199.0,23.1,22.5,0.288,3.965,1.006,120.001,31.4,3.0,120.001,34.7,2.794,11:27:52.820
1966,24.5,199.0,23.1,22.5,0.276,2.568,0.902,119.967,31.6,3.0,119.967,35.3,2.605,11:27:54.048
1967,24.5,199.0,23.1,24.0,0.294,2.794,0.981,120.019,31.1,3.0,120.019,34.9,2.643,11:27:55.295
1968,24.5,199.0,23.1,24.0,0.293,2.794,0.991,119.258,30.9,3.0,119.258,34.9,2.643,11:27:56.512
1969,24.5,199.0,23.1,24.0,0.271,2.794,0.9,121.048,31.8,3.0,121.048,34.7,2.643,11:27:57.745
1970,24.5,199.0,23.1,24.0,0.3,3.398,0.997,119.709,30.9,3.0,119.709,35.3,2.945,11:27:58.975
1971,26.6,199.0,23.1,24.0,0.283,3.814,0.95,119.113,31.6,3.0,119.113,34.9,3.889,11:28:00.218
1972,26.6,199.0,23.1,22.5,0.317,3.814,0.894,119.551,31.4,3.0,119.551,34.9,3.134,11:28:01.464
