Log,cp_temperature,mixer_temperature_Funnel_outlet,ac_flowrate,cp_pressure,cp_flowrate,mixer_speed_M2,mixer_temperature_Funnel_plate,mixer_pressure,mixer_motor_temperature_M1,mixer_torque_M1,mixer_motor_temperature_M2,mixer_torque_M2,mixer_temperature_Funnel,mixer_speed_M1,Time
410,0.0,28.4,51.8,0.571,1.5,120.088,29.5,0.264,32.6,3.323,35.7,3.247,25.4,120.088,11:27:36.455
411,0.0,28.4,51.8,0.624,1.5,119.828,29.5,0.269,33.0,3.512,35.5,3.852,25.4,119.828,11:27:37.588
412,0.0,26.4,51.8,0.613,1.5,120.077,28.1,0.269,33.0,3.663,35.3,3.398,25.4,120.077,11:27:38.710
413,0.0,26.4,51.8,0.591,1.5,120.799,28.0,0.251,32.8,3.474,35.7,3.814,26.8,120.799,11:27:39.832
414,0.0,26.4,51.8,0.551,1.5,119.422,28.1,0.309,32.8,4.191,35.5,3.398,26.8,119.422,11:27:40.969
415,0.0,26.4,51.8,0.64,1.5,119.405,28.1,0.271,32.6,2.756,35.5,3.776,26.8,119.405,11:27:42.106
416,0.0,28.5,51.8,0.53,1.5,121.058,28.1,0.353,32.8,4.078,36.1,3.21,25.4,121.058,11:27:43.222
417,0.0,28.4,51.8,0.602,1.5,120.094,28.1,0.265,33.0,3.625,35.5,3.625,25.4,120.094,11:27:44.363
418,0.0,28.4,51.8,0.593,1.5,120.676,29.5,0.321,32.6,3.172,35.5,4.229,25.4,120.676,11:27:45.491
419,0.0,28.4,51.8,0.56,1.5,119.739,29.5,0.295,32.6,2.417,35.5,3.927,25.4,119.739,11:27:46.624
420,0.0,28.5,51.8,0.601,1.5,119.662,29.5,0.266,33.0,3.663,35.5,3.889,25.4,119.662,11:27:47.762
421,0.0,28.4,51.8,0.568,1.5,119.502,29.5,0.313,32.6,3.889,35.3,3.776,25.4,119.502,11:27:48.900
422,0.0,26.4,51.8,0.615,1.5,119.682,28.1,0.343,32.6,4.38,36.1,3.927,25.4,119.682,11:27:50.023
423,0.0,26.4,51.8,0.624,1.5,119.786,28.1,0.264,33.0,2.719,35.7,3.927,26.8,119.786,11:27:51.144
424,0.0,26.4,51.8,0.638,1.5,120.173,28.1,0.266,32.8,3.738,35.5,3.361,26.8,120.173,11:27:52.285
425,0.0,26.4,51.8,0.592,1.5,120.334,28.1,0.294,32.8,3.814,35.9,3.852,25.4,120.334,11:27:53.409
426,0.0,26.4,51.8,0.581,1.5,120.3,28.1,0.333,32.6,2.983,35.5,3.738,25.4,120.053,11:27:54.545
427,0.0,26.4,51.8,0.62,1.5,119.456,28.1,0.293,32.2,3.512,36.1,3.776,25.4,119.456,11:27:55.680
428,0.0,28.4,51.8,0.574,1.5,119.873,28.1,0.266,32.8,3.361,36.1,3.549,25.4,119.873,11:27:56.818
429,0.0,28.4,51.8,0.629,1.5,119.786,29.5,0.265,32.6,4.493,35.7,3.474,25.4,119.786,11:27:57.952
430,0.0,28.4,51.8,0.629,1.5,120.116,29.5,0.284,32.2,2.756,35.5,3.285,25.4,120.116,11:27:59.095
431,0.0,28.4,51.8,0.571,1.5,121.979,29.5,0.328,33.2,3.398,35.7,2.87,25.4,121.979,11:28:00.229
432,0.0,28.4,51.8,0.564,1.5,119.678,29.5,0.293,32.6,3.889,35.7,3.587,25.4,119.678,11:28:01.367
433,0.0,28.4,51.8,0.605,1.5,120.339,29.5,0.271,33.0,3.21,35.9,3.814,25.4,120.339,11:28:02.516
434,0.0,28.4,51.8,0.626,1.5,119.576,29.5,0.289,32.6,3.474,35.7,4.418,25.4,119.576,11:28:03.646
435,0.0,28.4,51.8,0.573,1.5,120.185,29.5,0.288,32.8,3.965,36.1,3.059,25.4,120.185,11:28:04.781
436,0.0,28.4,51.8,0.582,1.5,120.299,29.5,0.261,33.4,3.776,35.7,3.096,25.4,120.299,11:28:05.920
437,0.0,26.3,51.8,0.573,1.5,119.942,28.1,0.276,32.6,3.361,35.7,3.889,25.4,119.942,11:28:07.054
438,0.0,26.3,51.8,0.62,1.5,119.217,28.1,0.278,32.8,3.7,35.7,3.323,25.4,119.217,11:28:08.195
439,0.0,26.3,51.8,0.601,1.5,120.027,28.1,0.332,33.2,4.04,35.5,4.644,25.4,120.027,11:28:09.333
440,0.0,26.3,51.8,0.596,1.5,120.264,28.1,0.269,33.0,3.398,36.1,3.172,25.4,120.264,11:28:10.472
441,0.0,26.3,51.8,0.592,1.5,120.074,28.1,0.295,33.4,2.832,36.1,2.945,25.4,120.074,11:28:11.609
442,0.0,26.3,51.8,0.581,1.5,120.054,28.1,0.269,32.8,3.398,35.9,3.172,25.4,120.054,11:28:12.746
443,0.0,26.3,51.8,0.613,1.5,119.957,28.1,0.271,33.2,3.096,35.9,3.965,25.4,119.957,11:28:13.891
444,0.0,26.3,51.8,0.569,1.5,119.628,28.1,0.304,32.6,3.738,35.7,3.776,26.9,119.628,11:28:15.019
445,0.0,26.3,51.8,0.624,1.5,118.874,28.1,0.271,33.4,3.927,35.5,3.361,26.8,118.874,11:28:16.160
446,0.0,26.3,51.8,0.587,1.5,120.937,28.1,0.27,32.6,4.003,35.7,3.134,26.8,120.937,11:28:17.296
447,0.0,26.3,51.8,0.582,1.5,119.457,28.1,0.283,33.0,3.738,35.9,3.436,26.8,119.457,11:28:18.437
448,0.0,26.3,51.8,0.581,1.5,120.135,28.1,0.3,33.2,2.568,35.9,4.493,26.9,120.135,11:28:19.574
449,0.0,26.3,51.8,0.612,1.5,119.824,28.1,0.281,32.6,2.945,35.7,3.134,25.4,119.824,11:28:20.702
450,0.0,26.3,51.8,0.673,1.5,120.797,28.1,0.273,32.8,3.134,35.7,3.285,25.4,120.797,11:28:21.837
451,0.0,26.3,51.8,0.62,1.5,119.749,28.1,0.226,32.6,3.474,36.1,3.059,26.8,120.453,11:28:22.985
452,0.0,26.3,51.8,0.648,1.5,119.77,28.1,0.232,32.6,2.568,36.1,3.096,25.4,119.77,11:28:24.116
453,0.0,26.3,51.8,0.598,1.5,120.149,29.6,0.26,33.0,3.814,35.9,2.53,25.4,120.149,11:28:25.254
454,0.0,26.3,51.8,0.615,1.5,120.13,29.5,0.259,33.0,4.342,35.9,3.776,25.4,120.13,11:28:26.390
455,0.0,26.3,51.8,0.597,1.5,121.027,29.6,0.255,33.2,3.549,35.5,4.796,25.4,121.027,11:28:27.522
456,0.0,26.3,51.8,0.598,1.5,118.987,29.6,0.326,33.4,4.531,35.7,3.625,25.4,118.987,11:28:28.656
457,0.0,26.3,51.8,0.568,1.5,119.451,29.6,0.295,33.4,4.116,35.7,3.776,25.4,119.451,11:28:29.808
458,0.0,26.3,51.8,0.603,1.5,121.208,29.6,0.327,32.8,3.436,35.9,3.663,25.4,121.208,11:28:30.941
459,0.0,26.3,51.8,0.61,1.5,119.999,29.6,0.322,32.4,3.247,36.1,4.871,25.4,119.999,11:28:32.079
460,0.0,28.4,51.8,0.638,1.5,120.131,29.6,0.284,33.0,3.474,35.9,3.323,25.4,120.131,11:28:33.214
461,0.0,28.4,51.8,0.601,1.5,120.17,28.1,0.261,32.6,3.361,35.9,3.7,25.4,120.17,11:28:34.344
462,0.0,26.3,51.8,0.568,1.5,119.997,28.1,0.314,32.6,3.398,35.9,3.247,26.9,119.997,11:28:35.473
463,0.0,26.3,51.8,0.592,1.5,119.919,28.1,0.323,32.6,3.021,35.9,3.096,26.9,119.919,11:28:36.610
464,0.0,26.3,51.8,0.624,1.5,121.111,28.1,0.255,32.6,2.908,36.1,2.605,26.9,121.111,11:28:37.744
465,0.0,26.3,51.8,0.641,1.5,120.589,28.1,0.266,32.8,2.605,35.7,3.587,26.8,120.589,11:28:38.879
466,0.0,26.3,51.8,0.61,1.5,119.813,28.1,0.26,32.4,3.889,36.1,3.398,25.4,119.813,11:28:40.010
467,0.0,26.3,51.8,0.579,1.5,119.631,28.1,0.288,33.2,2.832,36.1,4.342,25.4,119.631,11:28:41.142
468,0.0,26.3,51.8,0.602,1.5,121.329,28.1,0.319,33.0,3.285,35.7,2.794,25.4,121.329,11:28:42.276
469,0.0,26.3,51.8,0.573,1.5,119.66,29.6,0.313,32.6,3.852,35.5,3.663,25.4,119.66,11:28:43.415
470,0.0,26.3,51.8,0.61,1.5,121.007,28.1,0.293,32.6,2.303,35.5,3.474,25.4,121.007,11:28:44.557
471,0.0,26.3,51.8,0.593,1.5,119.902,29.6,0.278,32.8,3.549,35.7,3.21,25.4,119.902,11:28:45.693
472,0.0,26.3,51.8,0.592,1.5,120.571,29.6,0.254,33.0,3.474,35.7,3.738,25.4,120.571,11:28:46.828
473,0.0,26.3,51.8,0.577,1.5,120.338,29.6,0.304,32.6,3.361,36.1,3.965,25.4,120.338,11:28:47.961
474,0.0,26.3,51.8,0.597,1.5,119.67,29.6,0.238,32.4,2.832,35.5,3.172,25.4,119.67,11:28:49.097
475,0.0,28.4,51.8,0.649,1.5,120.071,28.1,0.227,33.0,3.549,35.7,2.605,25.4,120.071,11:28:50.233
476,0.0,28.4,51.8,0.598,1.5,120.151,28.1,0.283,32.8,3.398,35.7,3.889,25.4,120.151,11:28:51.372
477,0.0,28.4,51.8,0.588,1.5,120.593,28.1,0.343,33.0,3.059,35.7,3.021,25.4,120.593,11:28:52.502
478,0.0,28.4,51.8,0.619,1.5,119.678,28.1,0.26,33.2,3.021,36.1,3.7,25.4,119.678,11:28:53.640
479,0.0,28.4,51.8,0.586,1.5,120.29,28.1,0.227,33.0,3.625,35.9,3.361,26.9,120.29,11:28:54.771
480,0.0,26.3,51.8,0.619,1.5,119.458,28.1,0.317,33.0,3.889,36.1,3.7,26.9,119.458,11:28:55.904
481,0.0,26.3,51.8,0.616,1.5,120.299,28.1,0.286,33.0,3.323,35.9,3.323,26.9,120.299,11:28:57.038
482,0.0,26.3,51.8,0.634,1.5,119.084,28.1,0.286,33.4,3.814,35.7,3.247,26.9,119.084,11:28:58.179
483,0.0,26.3,51.8,0.586,1.5,119.974,28.1,0.269,33.0,2.983,36.3,3.436,26.8,120.05,11:28:59.315
484,0.0,26.3,51.8,0.626,1.5,119.775,28.1,0.288,32.6,3.663,35.7,3.776,25.4,119.775,11:29:00.455
485,0.0,26.3,51.8,0.577,1.5,120.2,28.1,0.275,33.0,2.719,36.1,4.531,25.4,120.2,11:29:01.593
486,0.0,26.3,51.8,0.641,1.5,122.113,29.6,0.317,32.6,3.474,35.5,2.87,25.4,122.113,11:29:02.725
487,0.0,26.3,51.8,0.619,1.5,120.067,28.1,0.27,33.0,3.21,35.7,3.927,25.4,120.067,11:29:03.877
488,0.0,26.3,51.8,0.535,1.5,120.221,28.1,0.337,33.0,3.549,35.9,3.776,25.4,120.221,11:29:05.014
489,0.0,26.3,51.8,0.586,1.5,119.659,28.1,0.256,33.2,3.625,36.1,3.776,25.4,119.659,11:29:06.151
490,0.0,26.3,51.8,0.591,1.5,119.865,28.1,0.288,33.4,4.078,36.1,3.21,25.4,119.865,11:29:07.287
491,0.0,26.3,51.8,0.621,1.5,119.761,29.5,0.269,32.4,3.398,35.5,3.738,25.4,119.761,11:29:08.423
492,0.0,26.3,51.8,0.641,1.5,119.954,29.5,0.289,32.6,2.756,35.7,3.398,25.4,119.954,11:29:09.556
493,0.0,26.3,51.8,0.582,1.5,119.422,29.5,0.271,33.6,3.927,35.7,2.87,25.4,119.422,11:29:10.693
494,0.0,26.3,51.8,0.577,1.5,120.28,29.5,0.237,33.0,3.247,35.9,3.814,25.4,120.28,11:29:11.829
495,0.0,26.3,51.8,0.577,1.5,119.897,28.1,0.314,33.4,3.512,36.3,3.738,25.4,119.897,11:29:12.963
496,0.0,26.3,51.8,0.592,1.5,120.141,28.1,0.293,32.8,2.643,36.1,3.625,25.4,120.141,11:29:14.096
497,0.0,28.4,51.8,0.608,1.5,120.667,28.1,0.269,32.8,3.549,36.1,2.643,25.4,120.667,11:29:15.229
498,0.0,28.4,51.8,0.626,1.5,119.968,28.1,0.243,32.8,3.587,36.3,3.247,26.8,119.968,11:29:16.363
499,0.0,28.4,51.8,0.577,1.5,119.847,28.1,0.304,33.4,3.738,35.7,3.398,25.4,119.847,11:29:17.511
500,0.0,26.3,51.8,0.579,1.5,119.822,29.5,0.284,33.4,2.945,35.7,3.587,25.4,119.822,11:29:18.668
501,0.0,26.3,51.8,0.596,1.5,120.35,29.5,0.303,33.0,2.643,35.9,3.549,25.4,120.35,11:29:19.808
502,0.0,26.3,51.8,0.601,1.5,119.804,29.5,0.281,33.2,3.398,36.1,3.474,25.4,119.804,11:29:20.948
503,0.0,26.3,51.8,0.643,1.5,120.2,28.0,0.278,33.2,3.172,35.5,4.003,25.4,120.2,11:29:22.081
504,0.0,26.3,51.8,0.603,1.5,120.461,28.0,0.273,32.6,4.078,36.1,2.983,25.4,120.461,11:29:23.222
505,0.0,28.4,51.8,0.602,1.5,119.786,28.0,0.275,33.4,3.398,36.1,4.04,25.4,119.786,11:29:24.353
506,0.0,28.4,51.8,0.602,1.5,121.667,28.0,0.286,33.0,3.361,35.7,2.945,26.9,121.667,11:29:25.483
507,0.0,28.4,51.8,0.603,1.5,119.666,28.0,0.293,32.6,3.927,36.1,3.436,25.4,119.666,11:29:26.611
508,0.0,28.4,51.8,0.586,1.5,120.153,28.0,0.278,33.6,3.21,35.7,2.643,25.4,120.153,11:29:27.749
509,0.0,26.3,51.8,0.656,1.5,119.236,28.0,0.289,32.6,3.436,35.9,4.003,25.4,119.236,11:29:28.879
510,0.0,26.3,51.8,0.576,1.5,120.127,29.4,0.304,33.6,3.965,35.9,3.663,25.4,120.127,11:29:30.012
511,0.0,26.3,51.8,0.587,1.5,119.492,29.5,0.345,32.6,3.21,35.9,3.889,25.4,119.492,11:29:31.147
512,0.0,26.3,51.8,0.615,1.5,119.986,29.4,0.269,33.0,4.078,35.9,2.87,25.4,119.986,11:29:32.284
513,0.0,26.3,51.8,0.607,1.5,119.764,29.5,0.293,33.4,3.361,35.7,3.21,25.4,119.764,11:29:33.423
514,0.0,26.3,51.8,0.596,1.5,120.025,29.4,0.288,33.0,3.172,35.9,3.852,25.4,120.025,11:29:34.560
515,0.0,26.3,51.8,0.598,1.5,120.319,29.4,0.266,32.8,2.87,36.1,3.172,25.4,120.319,11:29:35.698
516,0.0,26.3,51.8,0.596,1.5,120.476,29.5,0.265,32.6,3.474,35.7,3.889,25.4,120.476,11:29:36.837
517,0.0,26.3,51.8,0.648,1.5,120.532,28.0,0.308,33.0,3.587,36.1,3.323,25.4,120.532,11:29:37.971
518,0.0,26.3,51.8,0.687,1.5,120.018,28.0,0.278,33.4,2.87,35.7,2.983,25.4,120.018,11:29:39.106
519,0.0,26.3,51.8,0.621,1.5,119.405,29.4,0.25,33.4,4.154,36.3,3.323,25.4,119.405,11:29:40.257
520,0.0,26.3,51.8,0.603,1.5,119.905,29.5,0.293,33.2,3.549,36.1,3.738,25.4,119.905,11:29:41.400
521,0.0,26.3,51.8,0.603,1.5,119.689,29.4,0.271,33.0,4.191,36.1,3.852,25.4,119.689,11:29:42.535
522,0.0,26.3,51.8,0.584,1.5,119.312,28.0,0.319,32.8,3.096,36.1,3.21,25.4,119.312,11:29:43.669
523,0.0,26.3,51.8,0.582,1.5,119.964,28.0,0.269,32.6,3.361,36.3,3.852,25.4,119.964,11:29:44.820
524,0.0,26.3,51.8,0.61,1.5,120.254,28.0,0.299,33.4,3.285,36.3,3.436,25.4,120.254,11:29:45.957
525,0.0,26.3,51.8,0.625,1.5,120.195,28.0,0.308,33.4,2.605,35.7,3.776,25.4,120.195,11:29:47.094
526,0.0,26.3,51.8,0.592,1.5,119.944,28.0,0.248,32.8,3.7,36.1,2.719,25.4,119.944,11:29:48.228
527,0.0,26.3,51.8,0.568,1.5,120.032,28.0,0.313,32.6,3.285,36.1,2.756,26.8,120.032,11:29:49.362
528,0.0,26.3,51.8,0.605,1.5,120.265,28.0,0.293,33.0,3.134,35.5,3.663,26.8,120.265,11:29:50.502
529,0.0,26.3,51.8,0.619,1.5,120.022,28.0,0.269,33.4,2.983,36.1,4.38,25.4,120.022,11:29:51.656
530,0.0,26.3,51.8,0.593,1.5,119.895,28.0,0.237,32.6,4.191,35.9,3.474,25.4,119.895,11:29:52.794
531,0.0,26.3,51.8,0.608,1.5,120.106,28.0,0.266,32.8,3.134,35.7,3.361,25.4,120.106,11:29:53.941
532,0.0,26.3,51.8,0.574,1.5,120.407,28.0,0.293,33.6,2.568,35.9,4.267,25.4,120.407,11:29:55.072
533,0.0,26.3,51.8,0.602,1.5,122.034,28.0,0.275,33.0,3.172,36.3,3.398,25.4,122.034,11:29:56.205
534,0.0,26.3,51.8,0.619,1.5,119.793,28.0,0.316,33.8,3.474,36.1,3.625,26.8,119.793,11:29:57.340
535,0.0,26.3,51.8,0.608,1.5,119.9,28.0,0.276,32.6,3.587,35.7,3.247,26.8,119.9,11:29:58.475
536,0.0,28.4,51.8,0.588,1.5,119.941,28.0,0.295,32.8,2.719,36.1,3.247,25.4,119.941,11:29:59.609
537,0.0,28.4,51.8,0.554,1.5,120.429,28.0,0.221,32.8,2.719,36.5,3.021,25.4,120.429,11:30:00.746
538,0.0,28.4,51.8,0.579,1.5,120.687,28.0,0.276,32.8,3.361,36.1,3.663,25.4,120.687,11:30:01.887
539,0.0,28.4,51.8,0.591,1.5,119.573,28.0,0.28,33.0,3.852,36.1,4.154,25.4,119.573,11:30:03.021
540,0.0,28.4,51.8,0.635,1.5,119.541,28.0,0.243,32.8,3.172,36.1,3.436,25.4,119.541,11:30:04.159
541,0.0,28.4,51.8,0.624,1.5,121.561,27.9,0.293,33.4,3.021,35.9,3.852,25.4,121.561,11:30:05.299
542,0.0,28.4,51.8,0.613,1.5,119.429,29.4,0.275,33.0,4.644,35.9,3.663,25.4,119.429,11:30:06.430
543,0.0,26.3,51.8,0.612,1.5,119.927,29.4,0.26,32.8,3.021,36.1,3.21,25.4,119.927,11:30:07.563
544,0.0,26.3,51.8,0.61,1.5,120.378,29.4,0.314,33.2,2.794,35.7,3.21,25.4,120.378,11:30:08.697
545,0.0,26.3,51.8,0.597,1.5,120.66,27.9,0.321,32.8,3.965,35.9,3.965,25.4,120.66,11:30:09.834
546,0.0,26.3,51.8,0.612,1.5,119.766,28.0,0.28,33.0,4.456,36.1,3.285,25.4,119.766,11:30:10.970
547,0.0,26.3,51.8,0.551,1.5,119.976,27.9,0.256,33.4,2.643,36.3,3.323,25.3,119.976,11:30:12.105
548,0.0,26.3,51.8,0.601,1.5,120.356,27.9,0.278,33.4,3.172,36.1,2.379,25.4,120.356,11:30:13.245
549,0.0,26.3,51.8,0.597,1.5,119.426,27.9,0.254,33.4,3.172,36.3,3.512,25.4,119.426,11:30:14.382
550,0.0,26.3,51.8,0.592,1.5,120.152,27.9,0.291,33.2,3.512,36.1,3.927,25.4,120.152,11:30:15.515
551,0.0,26.3,51.8,0.634,1.5,119.62,27.9,0.273,33.6,3.474,35.7,3.587,25.3,119.62,11:30:16.657
552,0.0,26.3,51.8,0.535,1.5,120.057,27.9,0.283,33.2,3.512,35.9,3.172,26.8,120.057,11:30:17.795
553,0.0,26.3,51.8,0.613,1.5,120.078,27.9,0.269,32.8,4.796,36.3,3.549,25.3,120.078,11:30:18.946
554,0.0,26.3,51.8,0.544,1.5,120.571,27.9,0.278,32.6,2.87,36.3,3.7,25.4,120.571,11:30:20.096
555,0.0,28.4,51.8,0.598,1.5,120.039,29.4,0.337,34.1,2.87,35.7,3.096,25.4,120.039,11:30:21.250
556,0.0,28.4,51.8,0.584,1.5,119.852,29.4,0.367,33.0,4.116,36.3,4.003,25.3,119.852,11:30:22.403
557,0.0,26.3,51.8,0.596,1.5,119.365,27.9,0.283,33.4,3.361,36.1,3.096,25.4,119.365,11:30:23.556
558,0.0,26.3,51.8,0.636,1.5,119.875,27.9,0.242,33.2,3.738,35.9,3.134,25.4,119.875,11:30:24.695
559,0.0,28.4,51.8,0.62,1.5,119.756,29.4,0.238,33.0,3.474,35.9,3.889,25.4,119.756,11:30:25.833
560,0.0,26.3,51.8,0.616,1.5,120.724,27.9,0.281,33.0,2.908,35.9,3.852,26.8,120.724,11:30:26.998
561,0.0,26.3,51.8,0.631,1.5,119.766,27.9,0.288,33.2,2.53,36.1,3.965,25.4,119.766,11:30:28.134
562,0.0,26.3,51.8,0.64,1.5,119.752,27.9,0.25,33.0,3.7,35.9,3.172,25.4,119.752,11:30:29.271
563,0.0,26.3,51.8,0.576,1.5,119.706,27.9,0.294,32.6,3.852,35.7,3.059,26.8,119.706,11:30:30.417
564,0.0,26.3,51.8,0.592,1.5,120.638,27.9,0.288,33.6,3.21,36.1,3.549,25.4,120.638,11:30:31.549
565,0.0,26.3,51.8,0.631,1.5,119.772,27.9,0.293,32.8,2.983,36.1,3.247,25.4,119.772,11:30:32.679
566,0.0,26.3,51.8,0.579,1.5,120.124,27.9,0.3,32.8,3.247,36.3,4.531,25.4,120.124,11:30:33.815
567,0.0,28.3,51.8,0.605,1.5,119.202,29.4,0.289,32.8,4.191,36.3,3.436,25.4,119.202,11:30:34.952
568,0.0,28.4,51.8,0.592,1.5,120.068,29.4,0.245,33.0,2.945,36.1,4.305,25.4,120.068,11:30:36.088
569,0.0,26.3,51.8,0.588,1.5,119.601,28.0,0.256,33.4,3.436,36.1,2.87,25.4,119.601,11:30:37.241
570,0.0,26.3,51.8,0.598,1.5,119.541,28.0,0.273,32.6,3.436,36.5,3.323,25.4,119.541,11:30:38.394
571,0.0,26.3,51.8,0.573,1.5,119.112,28.0,0.308,32.6,4.342,36.1,3.398,25.4,119.112,11:30:39.530
572,0.0,26.3,51.8,0.613,1.5,118.768,28.0,0.317,33.4,4.154,36.3,3.059,25.4,118.768,11:30:40.668
573,0.0,26.3,51.8,0.601,1.5,119.669,28.0,0.345,33.0,4.342,36.1,4.154,25.4,119.669,11:30:41.820
574,0.0,26.3,51.8,0.586,1.5,118.62,28.0,0.331,33.0,4.38,36.8,4.116,25.4,118.62,11:30:42.956
575,0.0,26.3,51.8,0.577,1.5,120.57,28.0,0.328,33.6,2.794,36.1,3.512,25.4,120.57,11:30:44.097
576,0.0,26.3,51.8,0.619,1.5,120.08,28.0,0.255,32.6,3.814,36.3,2.832,26.9,120.08,11:30:45.245
577,0.0,26.3,51.8,0.605,1.5,119.103,28.0,0.271,32.8,3.663,36.1,4.38,25.4,119.103,11:30:46.383
578,0.0,26.3,51.8,0.646,1.5,120.363,28.0,0.303,33.4,3.625,36.1,3.889,25.4,120.363,11:30:47.516
579,0.0,26.2,51.8,0.582,1.5,119.83,28.0,0.278,33.2,3.852,36.3,4.078,25.4,118.908,11:30:48.654
580,0.0,26.3,51.8,0.603,1.5,120.062,29.5,0.214,33.0,3.587,35.9,3.663,25.4,120.062,11:30:49.785
581,0.0,28.3,51.8,0.591,1.5,120.203,29.5,0.227,33.6,4.003,36.8,3.474,25.4,120.203,11:30:50.923
582,0.0,28.3,51.8,0.651,1.5,121.162,29.5,0.321,33.0,2.417,35.9,3.587,25.4,121.162,11:30:52.059
583,0.0,28.3,51.8,0.673,1.5,120.001,29.5,0.283,33.4,3.361,36.5,3.323,25.4,120.001,11:30:53.192
584,0.0,28.3,51.8,0.645,1.5,120.217,29.5,0.261,33.6,3.587,36.1,3.625,25.4,120.217,11:30:54.326
585,0.0,28.3,51.8,0.555,1.5,119.058,28.0,0.321,32.8,4.456,36.1,3.965,25.4,119.058,11:30:55.461
586,0.0,28.3,51.8,0.569,1.5,119.258,29.5,0.28,33.6,2.832,36.1,3.7,25.4,119.258,11:30:56.615
587,0.0,28.3,51.8,0.64,1.5,120.239,29.5,0.27,33.2,3.134,36.8,2.681,25.4,120.239,11:30:57.748
588,0.0,28.3,51.8,0.634,1.5,119.909,28.1,0.313,33.0,2.832,36.1,3.663,25.4,119.909,11:30:58.884
589,0.0,28.3,51.8,0.593,1.5,119.532,28.0,0.336,33.0,3.889,36.5,3.814,25.4,119.532,11:31:00.018
590,0.0,28.3,51.8,0.586,1.5,119.487,28.0,0.271,33.0,3.134,36.3,3.436,25.4,119.487,11:31:01.173
591,0.0,28.3,51.8,0.526,1.5,119.267,28.0,0.331,33.2,3.323,36.8,3.285,25.4,119.267,11:31:02.310
592,0.0,28.3,51.8,0.584,1.5,120.54,28.0,0.281,33.0,3.436,36.1,3.398,25.4,120.54,11:31:03.445
593,0.0,28.3,51.8,0.621,1.5,120.817,28.0,0.261,33.4,2.681,36.1,3.549,25.4,120.817,11:31:04.582
594,0.0,28.3,51.8,0.619,1.5,120.293,28.1,0.271,32.8,4.04,36.3,2.983,25.4,120.293,11:31:05.733
595,0.0,28.3,51.8,0.593,1.5,119.804,29.5,0.288,34.1,2.87,36.1,3.927,25.4,119.804,11:31:06.882
596,0.0,26.3,51.8,0.563,1.5,120.427,29.5,0.273,33.0,3.323,35.9,3.474,25.4,120.427,11:31:08.033
597,0.0,26.3,51.8,0.678,1.5,119.508,29.5,0.266,33.2,3.323,36.1,3.625,25.4,119.508,11:31:09.166
598,0.0,28.3,51.8,0.651,1.5,119.846,29.5,0.293,33.4,3.436,36.3,3.852,25.4,119.846,11:31:10.300
599,0.0,28.3,51.8,0.571,1.5,120.01,28.1,0.273,33.0,3.738,36.5,4.758,25.4,120.01,11:31:11.431
600,0.0,28.3,51.8,0.62,1.5,120.335,29.5,0.281,33.0,2.341,36.3,4.154,25.4,120.335,11:31:12.581
601,0.0,28.3,51.8,0.574,1.5,119.807,29.5,0.293,33.4,4.342,36.5,2.945,25.4,119.807,11:31:13.723
602,0.0,26.3,51.8,0.636,1.5,120.444,28.0,0.286,32.8,2.908,36.1,3.474,25.4,120.444,11:31:14.889
603,0.0,26.3,51.8,0.635,1.5,120.034,29.5,0.288,33.0,3.625,36.3,3.738,25.4,120.034,11:31:16.023
604,0.0,26.3,51.8,0.612,1.5,119.566,29.5,0.273,33.0,3.549,36.5,3.285,25.4,119.566,11:31:17.156
605,0.0,26.3,51.8,0.582,1.5,121.141,29.5,0.28,33.6,3.398,36.1,3.663,25.4,121.141,11:31:18.290
606,0.0,26.3,51.8,0.61,1.5,120.014,28.0,0.278,33.4,4.116,36.1,3.776,25.4,120.014,11:31:19.458
607,0.0,26.3,51.8,0.592,1.5,119.917,28.0,0.266,33.0,2.756,36.1,2.794,26.9,119.917,11:31:20.609
608,0.0,28.3,51.8,0.62,1.5,119.723,28.0,0.226,32.8,3.852,36.1,3.436,26.9,119.723,11:31:21.767
609,0.0,28.3,51.8,0.582,1.5,119.022,28.1,0.254,33.4,4.267,36.5,3.7,26.9,119.022,11:31:22.912
610,0.0,28.3,51.8,0.592,1.5,119.988,28.0,0.261,34.3,2.379,36.1,3.852,25.4,119.988,11:31:24.063
611,0.0,28.3,51.8,0.597,1.5,119.033,28.1,0.266,33.4,4.682,36.1,3.512,25.4,119.033,11:31:25.198
612,0.0,28.3,51.8,0.592,1.5,120.233,28.0,0.281,33.6,4.003,36.3,3.587,25.4,120.233,11:31:26.343
613,0.0,28.3,51.8,0.643,1.5,120.287,28.0,0.281,33.0,2.983,36.5,4.191,25.4,120.287,11:31:27.490
614,0.0,26.3,51.8,0.626,1.5,119.524,29.5,0.291,33.0,2.681,36.1,3.247,25.4,119.524,11:31:28.644
615,0.0,26.3,51.8,0.587,1.5,119.877,28.0,0.231,33.0,4.758,36.1,4.04,26.9,119.877,11:31:29.794
616,0.0,28.4,51.8,0.574,1.5,119.509,28.0,0.376,33.6,4.267,36.1,4.04,26.9,119.509,11:31:30.975
617,0.0,26.3,51.8,0.579,1.5,120.35,28.0,0.283,33.0,2.908,36.1,3.474,26.9,120.35,11:31:32.114
618,0.0,28.3,51.8,0.653,1.5,119.692,28.0,0.255,33.4,3.814,36.1,3.474,26.9,119.692,11:31:33.263
