Log,cp_temperature,mixer_temperature_Funnel_outlet,ac_flowrate,cp_pressure,cp_flowrate,mixer_speed_M2,mixer_temperature_Funnel_plate,mixer_pressure,mixer_motor_temperature_M1,mixer_torque_M1,mixer_motor_temperature_M2,mixer_torque_M2,mixer_temperature_Funnel,mixer_speed_M1,Time
828,0.0,26.1,51.8,0.598,1.5,120.249,29.5,0.286,34.1,3.587,36.5,4.267,25.2,120.249,11:35:35.475
829,0.0,26.1,51.8,0.625,1.5,119.545,29.5,0.295,34.1,2.681,36.8,3.474,25.2,119.545,11:35:36.623
830,0.0,28.2,51.8,0.612,1.5,119.962,28.1,0.231,33.4,3.512,36.5,2.983,25.2,119.962,11:35:37.779
831,0.0,26.0,51.8,0.608,1.5,119.952,28.1,0.269,33.6,3.512,36.5,3.587,26.6,119.952,11:35:38.945
832,0.0,26.0,51.8,0.603,1.5,119.964,28.1,0.294,33.0,3.059,36.8,3.927,26.6,119.964,11:35:40.095
833,0.0,28.1,51.8,0.52,1.5,119.447,28.0,0.288,33.6,4.267,37.0,3.361,25.2,119.447,11:35:41.289
834,0.0,28.1,51.8,0.574,1.5,120.013,28.0,0.304,34.5,3.21,37.0,3.852,25.2,120.013,11:35:42.443
835,0.0,26.1,51.8,0.608,1.5,120.044,28.0,0.276,34.3,2.983,37.0,4.569,25.2,120.044,11:35:43.592
836,0.0,26.0,51.8,0.613,1.5,120.543,28.0,0.284,34.7,3.663,36.8,2.945,26.6,120.543,11:35:44.743
837,0.0,26.0,51.8,0.582,1.5,119.861,28.0,0.294,33.0,3.814,36.8,4.078,25.2,119.861,11:35:45.896
838,0.0,28.1,51.8,0.653,1.5,120.565,29.4,0.317,33.8,2.454,36.5,4.305,25.2,120.565,11:35:47.065
839,0.0,28.1,51.8,0.593,1.5,121.431,29.5,0.269,33.6,3.549,36.8,3.021,25.2,121.431,11:35:48.223
840,0.0,28.1,51.8,0.573,1.5,119.638,28.0,0.328,33.6,3.323,36.8,3.549,25.2,119.638,11:35:49.373
841,0.0,26.0,51.8,0.574,1.5,121.421,28.0,0.288,32.8,3.285,36.8,3.889,26.6,121.421,11:35:50.539
842,0.0,26.0,51.8,0.608,1.5,120.326,29.5,0.27,33.6,3.512,36.8,3.587,25.2,120.326,11:35:51.708
843,0.0,28.1,51.8,0.603,1.5,120.079,28.0,0.31,33.6,3.059,37.0,3.587,25.2,120.079,11:35:52.876
844,0.0,26.0,51.8,0.641,1.5,120.149,28.0,0.288,33.6,4.154,36.5,3.587,26.6,120.149,11:35:54.045
845,0.0,26.0,51.8,0.548,1.5,120.71,28.0,0.295,33.8,3.852,37.0,3.285,25.2,120.71,11:35:55.213
846,0.0,28.1,51.8,0.605,1.5,120.093,29.5,0.275,33.4,3.323,36.8,4.003,25.2,120.093,11:35:56.380
847,0.0,26.0,51.8,0.608,1.5,119.988,28.0,0.3,34.1,3.474,36.8,3.7,26.6,119.988,11:35:57.544
848,0.0,26.0,51.8,0.584,1.5,120.143,28.0,0.323,34.3,3.776,36.8,3.398,25.1,120.143,11:35:58.716
849,0.0,28.1,51.8,0.598,1.5,118.795,29.5,0.261,33.6,4.305,36.8,3.814,25.1,118.795,11:35:59.878
850,0.0,28.1,51.8,0.636,1.5,120.655,28.0,0.304,33.6,3.474,37.0,3.625,25.2,120.655,11:36:01.041
851,0.0,26.0,51.8,0.581,1.5,119.703,28.0,0.286,34.1,3.587,36.5,3.398,25.2,119.703,11:36:02.192
852,0.0,26.0,51.8,0.645,1.5,120.248,28.0,0.275,33.6,3.21,36.8,3.474,26.6,120.461,11:36:03.344
853,0.0,26.0,51.8,0.616,1.5,119.549,28.0,0.295,33.4,3.436,36.8,3.625,25.2,119.549,11:36:04.513
854,0.0,28.1,51.8,0.621,1.5,119.156,29.4,0.276,34.1,4.078,37.2,3.361,25.1,119.156,11:36:05.682
855,0.0,26.0,51.8,0.634,1.5,120.196,28.0,0.259,34.1,2.908,36.8,3.21,26.6,120.196,11:36:06.851
856,0.0,26.0,51.8,0.593,1.5,120.611,28.0,0.295,33.8,3.663,36.1,3.663,26.6,120.611,11:36:08.000
857,0.0,26.0,51.8,0.582,1.5,118.995,28.0,0.278,34.1,4.04,36.8,3.814,25.1,118.995,11:36:09.153
858,0.0,28.1,51.8,0.636,1.5,119.88,29.4,0.266,33.4,3.549,37.0,4.003,25.1,119.88,11:36:10.318
859,0.0,28.1,51.8,0.616,1.5,119.033,29.4,0.286,33.2,4.305,36.5,3.512,25.1,119.033,11:36:11.472
860,0.0,26.0,51.8,0.579,1.5,119.37,28.0,0.273,34.1,3.21,36.8,4.607,26.6,119.37,11:36:12.637
861,0.0,26.0,51.8,0.596,1.5,119.459,28.0,0.265,33.6,4.796,36.5,3.21,26.6,119.459,11:36:13.789
862,0.0,26.0,51.8,0.554,1.5,120.627,28.0,0.238,33.4,3.7,37.0,3.587,25.1,120.627,11:36:14.952
863,0.0,28.1,51.8,0.629,1.5,119.778,29.5,0.326,33.6,2.719,36.5,4.267,25.1,119.778,11:36:16.119
864,0.0,26.0,51.8,0.593,1.5,119.538,28.0,0.28,33.6,3.776,36.8,3.172,26.6,119.538,11:36:17.299
865,0.0,28.1,51.8,0.619,1.5,120.115,29.5,0.28,33.6,3.852,36.5,3.361,25.1,120.115,11:36:18.467
866,0.0,28.1,51.8,0.612,1.5,119.834,29.5,0.289,33.8,2.228,36.8,3.965,25.1,119.834,11:36:19.632
867,0.0,26.0,51.8,0.524,1.5,119.693,28.0,0.298,33.2,3.776,36.8,4.342,26.6,119.693,11:36:20.809
868,0.0,28.1,51.8,0.619,1.5,119.789,29.5,0.283,33.6,3.965,36.5,3.965,25.1,119.789,11:36:21.980
869,0.0,28.1,51.8,0.629,1.5,120.138,29.5,0.331,34.3,2.454,37.0,3.512,25.1,120.138,11:36:23.143
870,0.0,26.0,51.8,0.548,1.5,120.252,28.0,0.348,33.8,3.172,36.5,4.078,25.1,120.252,11:36:24.295
871,0.0,26.0,51.8,0.601,1.5,120.04,28.0,0.298,34.1,3.436,36.8,4.04,26.6,120.04,11:36:25.460
872,0.0,28.1,51.8,0.608,1.5,119.725,29.5,0.273,33.6,2.568,37.2,4.003,25.1,119.725,11:36:26.625
873,0.0,28.1,51.8,0.596,1.5,120.548,29.5,0.281,33.6,3.965,36.8,3.134,25.1,120.548,11:36:27.784
874,0.0,26.0,51.8,0.597,1.5,120.297,28.1,0.295,33.4,3.285,37.2,4.04,25.1,120.297,11:36:28.952
875,0.0,26.0,51.8,0.603,1.5,119.735,28.0,0.24,34.1,2.945,36.8,3.172,25.1,119.735,11:36:30.115
876,0.0,28.1,51.8,0.593,1.5,120.544,29.5,0.266,34.1,3.323,36.8,3.247,25.1,120.544,11:36:31.280
877,0.0,26.0,51.8,0.579,1.5,120.428,29.5,0.342,34.1,3.663,36.8,3.814,25.1,120.428,11:36:32.442
878,0.0,26.0,51.8,0.603,1.5,120.066,28.1,0.264,34.3,2.568,36.5,3.776,26.6,120.066,11:36:33.614
879,0.0,28.1,51.8,0.653,1.5,119.769,29.5,0.245,33.6,4.078,37.2,3.21,25.1,119.769,11:36:34.785
880,0.0,26.0,51.8,0.601,1.5,120.028,29.5,0.271,33.8,3.738,37.2,4.644,25.1,120.028,11:36:35.950
881,0.0,26.0,51.8,0.579,1.5,120.603,28.1,0.259,33.6,2.417,36.8,4.116,26.6,120.603,11:36:37.118
882,0.0,28.1,51.8,0.602,1.5,120.294,28.1,0.269,33.6,4.154,36.8,3.134,25.1,120.294,11:36:38.285
883,0.0,26.0,51.8,0.626,1.5,121.222,28.1,0.25,33.2,3.738,36.5,4.229,25.1,121.222,11:36:39.463
884,0.0,26.0,51.8,0.66,1.5,119.491,28.1,0.271,34.3,2.605,36.8,3.549,26.6,119.491,11:36:40.625
885,0.0,28.1,51.8,0.624,1.5,120.781,28.1,0.236,33.6,3.474,37.0,3.738,25.1,120.781,11:36:41.794
886,0.0,28.1,51.8,0.62,1.5,119.221,29.6,0.265,33.6,4.418,36.8,4.078,25.1,119.221,11:36:42.961
887,0.0,26.0,51.8,0.576,1.5,119.785,28.1,0.293,34.5,2.454,37.2,3.965,25.1,119.785,11:36:44.127
888,0.0,26.0,51.8,0.569,1.5,120.466,28.1,0.271,34.3,3.965,37.0,3.172,26.6,120.466,11:36:45.288
889,0.0,28.1,51.8,0.582,1.5,120.723,29.6,0.3,34.3,4.342,36.8,3.474,25.1,120.723,11:36:46.454
890,0.0,26.0,51.8,0.645,1.5,119.862,29.6,0.286,34.7,2.681,36.8,4.229,25.1,119.862,11:36:47.620
891,0.0,26.0,51.8,0.591,1.5,119.896,28.1,0.256,34.5,4.116,37.0,3.285,26.6,119.896,11:36:48.786
892,0.0,26.0,51.8,0.581,1.5,120.184,28.2,0.278,33.6,3.285,37.2,4.003,25.1,120.184,11:36:49.947
893,0.0,26.0,51.8,0.592,1.5,119.722,29.6,0.275,33.4,2.643,36.8,5.588,25.1,119.722,11:36:51.114
894,0.0,26.0,51.8,0.558,1.5,120.473,28.2,0.294,33.8,3.776,37.0,3.172,25.1,120.473,11:36:52.280
895,0.0,26.0,51.8,0.592,1.5,120.569,28.2,0.31,33.6,3.323,37.0,3.436,26.6,120.569,11:36:53.446
896,0.0,28.2,51.8,0.625,1.5,120.025,28.2,0.269,33.6,2.908,37.0,3.096,25.1,120.025,11:36:54.610
897,0.0,26.0,51.8,0.596,1.5,119.937,29.6,0.323,34.7,3.512,36.8,3.285,25.1,119.937,11:36:55.775
898,0.0,26.0,51.8,0.571,1.5,119.743,28.2,0.281,33.8,4.418,36.8,3.398,25.1,119.743,11:36:56.940
899,0.0,26.0,51.8,0.608,1.5,119.84,28.2,0.281,33.2,3.059,36.5,3.398,26.6,119.84,11:36:58.103
900,0.0,26.0,51.8,0.619,1.5,119.634,29.6,0.271,34.1,4.191,36.8,3.059,25.1,119.634,11:36:59.284
901,0.0,26.1,51.8,0.608,1.5,119.516,28.2,0.291,34.1,4.833,36.8,4.04,25.1,119.516,11:37:00.452
902,0.0,28.2,51.8,0.571,1.5,120.04,28.2,0.305,33.6,2.605,36.8,3.927,25.1,120.04,11:37:01.619
903,0.0,26.1,51.8,0.636,1.5,119.573,29.6,0.284,34.7,4.116,37.0,3.398,25.1,119.573,11:37:02.790
904,0.0,26.1,51.8,0.591,1.5,119.542,28.2,0.281,33.2,3.361,37.0,3.7,25.1,119.542,11:37:03.957
905,0.0,28.1,51.8,0.643,1.5,120.143,28.2,0.269,33.6,2.681,36.8,4.569,25.1,119.46,11:37:05.133
906,0.0,26.1,51.8,0.603,1.5,119.761,29.7,0.326,33.4,3.814,37.0,3.549,25.1,119.761,11:37:06.304
907,0.0,26.1,51.8,0.574,1.5,119.856,28.2,0.313,33.4,4.833,37.2,3.965,26.6,119.856,11:37:07.475
908,0.0,28.2,51.8,0.591,1.5,119.259,28.2,0.273,33.2,3.625,36.8,4.569,25.1,119.259,11:37:08.645
909,0.0,26.1,51.8,0.581,1.5,119.942,29.7,0.254,33.6,3.663,37.4,4.607,25.1,119.942,11:37:09.817
910,0.0,26.1,51.8,0.61,1.5,119.769,28.2,0.3,34.1,3.814,37.0,3.738,26.6,119.769,11:37:10.985
911,0.0,28.2,51.8,0.601,1.5,119.14,28.2,0.248,34.3,3.852,36.8,3.814,25.1,119.14,11:37:12.151
912,0.0,26.1,51.8,0.596,1.5,119.957,29.7,0.332,33.8,3.436,37.2,4.456,25.1,119.957,11:37:13.320
913,0.0,26.1,51.8,0.61,1.5,119.83,28.2,0.291,34.7,3.059,37.0,3.172,25.1,119.83,11:37:14.485
914,0.0,28.2,51.8,0.654,1.5,118.941,28.2,0.317,34.1,4.116,36.8,3.587,25.1,118.941,11:37:15.658
915,0.0,26.1,51.8,0.576,1.5,120.581,29.7,0.286,34.1,3.852,37.0,4.229,25.1,120.581,11:37:16.827
916,0.0,26.1,51.8,0.587,1.5,120.269,28.2,0.273,33.4,3.285,36.8,3.776,25.1,120.269,11:37:18.002
917,0.0,28.2,51.8,0.577,1.5,119.19,28.2,0.251,34.1,3.663,37.2,3.663,25.1,119.19,11:37:19.174
918,0.0,26.1,51.8,0.597,1.5,120.766,29.7,0.26,34.7,3.247,36.8,4.569,25.1,120.766,11:37:20.333
919,0.0,26.1,51.8,0.553,1.5,119.648,28.2,0.25,34.5,3.776,36.8,4.984,25.1,119.648,11:37:21.505
920,0.0,28.2,51.8,0.605,1.5,120.067,28.2,0.283,33.8,3.247,37.2,4.38,25.1,120.067,11:37:22.679
921,0.0,26.1,51.8,0.612,1.5,120.978,28.2,0.321,33.6,3.436,37.2,3.625,25.1,120.978,11:37:23.855
922,0.0,28.2,51.8,0.634,1.5,119.187,28.3,0.28,33.6,3.096,36.8,3.663,25.1,119.187,11:37:25.047
923,0.0,26.1,51.8,0.573,1.5,120.164,29.7,0.26,34.1,4.04,36.8,3.512,25.1,120.164,11:37:26.217
924,0.0,26.1,51.8,0.608,1.5,119.649,28.3,0.284,34.7,4.38,37.0,4.38,26.6,119.649,11:37:27.391
925,0.0,28.2,51.8,0.625,1.5,119.439,28.2,0.317,34.1,3.247,36.8,3.7,25.1,119.439,11:37:28.559
926,0.0,26.1,51.8,0.565,1.5,119.293,29.7,0.255,34.1,4.078,37.0,3.889,25.1,119.293,11:37:29.727
927,0.0,26.1,51.8,0.626,1.5,119.197,28.3,0.284,33.6,4.758,37.0,4.493,26.6,119.197,11:37:30.897
928,0.0,28.2,51.8,0.584,1.5,120.341,28.3,0.28,33.8,2.417,37.0,4.078,25.1,120.341,11:37:32.071
929,0.0,26.1,51.8,0.559,1.5,120.189,29.7,0.248,34.3,2.983,36.8,3.474,25.1,120.189,11:37:33.235
930,0.0,26.1,51.8,0.615,1.5,119.802,28.3,0.295,34.1,3.474,36.8,3.852,25.1,119.802,11:37:34.398
931,0.0,28.2,51.8,0.586,1.5,119.725,28.3,0.288,34.1,2.87,36.8,3.7,26.6,119.725,11:37:35.564
932,0.0,26.2,51.8,0.605,1.5,120.158,28.3,0.266,34.3,3.436,36.8,2.945,25.1,120.158,11:37:36.729
933,0.0,26.1,51.8,0.591,1.5,119.626,28.3,0.283,34.1,4.267,37.2,3.965,25.1,119.626,11:37:37.895
934,0.0,28.2,51.8,0.588,1.5,120.946,28.3,0.316,34.7,2.454,37.0,4.796,26.6,120.946,11:37:39.067
935,0.0,26.2,51.8,0.612,1.5,119.953,29.7,0.309,34.3,3.814,37.2,3.361,25.1,119.953,11:37:40.257
936,0.0,26.2,51.8,0.624,1.5,119.637,28.3,0.291,34.1,3.512,36.8,3.549,26.6,119.637,11:37:41.426
937,0.0,26.2,51.8,0.598,1.5,119.757,28.3,0.28,33.6,2.756,36.5,4.116,25.1,119.757,11:37:42.595
938,0.0,26.1,51.8,0.626,1.5,121.439,29.7,0.261,33.6,3.549,37.0,3.7,25.1,121.439,11:37:43.766
939,0.0,26.2,51.8,0.579,1.5,119.375,28.3,0.322,33.6,5.513,37.0,3.663,26.6,119.375,11:37:44.937
940,0.0,26.2,51.8,0.597,1.5,119.794,29.7,0.314,33.4,3.474,36.8,3.323,25.1,119.794,11:37:46.127
941,0.0,26.1,51.8,0.615,1.5,120.586,28.3,0.266,33.4,3.663,37.2,3.21,25.1,120.586,11:37:47.298
942,0.0,26.2,51.8,0.565,1.5,120.122,29.7,0.313,33.6,3.7,37.2,3.323,25.1,120.122,11:37:48.486
943,0.0,26.2,51.8,0.555,1.5,118.366,28.3,0.281,34.3,4.796,36.8,3.587,25.1,118.366,11:37:49.654
944,0.0,28.2,51.8,0.597,1.5,119.788,28.3,0.27,34.1,4.116,36.8,3.7,25.1,119.788,11:37:50.842
945,0.0,26.2,51.8,0.586,1.5,119.475,29.7,0.26,34.1,4.04,37.0,3.776,25.1,119.475,11:37:52.011
946,0.0,26.2,51.8,0.631,1.5,119.221,28.3,0.304,34.5,4.078,36.8,3.965,25.1,119.221,11:37:53.177
947,0.0,28.2,51.8,0.607,1.5,119.865,28.3,0.276,34.7,4.04,37.2,3.965,25.1,119.865,11:37:54.348
948,0.0,26.2,51.8,0.612,1.5,119.968,29.7,0.286,34.3,3.285,36.8,3.776,25.1,119.968,11:37:55.520
949,0.0,26.2,51.8,0.636,1.5,119.653,28.3,0.31,33.4,3.361,37.0,3.059,25.1,119.653,11:37:56.687
950,0.0,26.2,51.8,0.598,1.5,120.033,28.3,0.286,33.8,3.134,37.4,3.361,25.1,120.033,11:37:57.865
951,0.0,26.2,51.8,0.587,1.5,120.143,29.7,0.288,33.6,3.323,37.2,3.776,25.1,120.143,11:37:59.030
952,0.0,26.1,51.8,0.603,1.5,119.886,28.3,0.281,33.6,3.436,37.0,3.361,25.1,119.886,11:38:00.196
953,0.0,26.2,51.8,0.608,1.5,120.048,28.3,0.266,33.6,3.059,36.8,3.889,25.1,120.048,11:38:01.369
954,0.0,26.1,51.8,0.588,1.5,121.032,29.7,0.286,33.8,3.172,36.8,3.738,25.1,121.032,11:38:02.544
955,0.0,26.1,51.8,0.605,1.5,119.569,28.3,0.313,33.4,3.549,37.2,3.285,25.1,119.569,11:38:03.713
956,0.0,26.1,51.8,0.608,1.5,120.468,28.3,0.281,34.1,2.87,37.2,5.4,25.1,120.468,11:38:04.878
957,0.0,26.1,51.8,0.592,1.5,120.488,29.7,0.289,34.1,2.605,36.8,3.889,25.1,120.488,11:38:06.063
958,0.0,26.1,51.8,0.51,1.5,120.666,28.3,0.261,33.6,3.059,37.0,3.247,25.1,120.666,11:38:07.261
959,0.0,26.1,51.8,0.635,1.5,119.812,29.7,0.283,34.3,3.625,37.2,3.965,25.1,119.812,11:38:08.434
960,0.0,26.1,51.8,0.569,1.5,119.996,28.3,0.291,34.1,2.492,36.8,3.814,25.1,119.996,11:38:09.618
961,0.0,26.1,51.8,0.649,1.5,120.093,28.3,0.271,33.6,2.983,36.8,3.965,25.1,120.093,11:38:10.804
962,0.0,28.2,51.8,0.596,1.5,120.101,28.3,0.305,34.1,3.663,36.8,3.21,26.6,120.101,11:38:11.974
963,0.0,26.1,51.8,0.588,1.5,119.26,29.7,0.251,33.2,3.587,37.2,4.267,25.1,119.26,11:38:13.149
964,0.0,26.1,51.8,0.592,1.5,119.999,28.3,0.289,34.1,3.398,37.2,4.04,25.1,119.999,11:38:14.316
965,0.0,26.1,51.8,0.574,1.5,121.477,28.3,0.288,34.3,4.116,36.8,3.21,26.6,121.477,11:38:15.487
966,0.0,26.1,51.8,0.605,1.5,118.518,29.7,0.288,34.3,4.607,37.2,3.7,25.1,118.518,11:38:16.656
967,0.0,26.1,51.8,0.596,1.5,122.126,28.3,0.314,34.5,3.549,37.2,3.852,25.1,122.126,11:38:17.826
968,0.0,26.1,51.8,0.555,1.5,120.923,28.3,0.284,34.9,3.285,37.0,3.285,26.6,120.923,11:38:18.998
969,0.0,26.1,51.8,0.612,1.5,119.521,28.3,0.309,34.1,4.116,36.8,3.474,25.1,119.521,11:38:20.186
970,0.0,28.2,51.8,0.56,1.5,120.157,28.3,0.256,34.1,3.323,37.0,3.247,26.6,120.157,11:38:21.357
971,0.0,26.1,51.8,0.613,1.5,119.814,28.3,0.251,34.1,3.512,37.2,3.361,25.1,119.814,11:38:22.527
972,0.0,26.1,51.8,0.579,1.5,120.369,28.3,0.278,34.7,3.738,36.8,3.474,25.2,120.369,11:38:23.698
973,0.0,28.2,51.8,0.649,1.5,120.386,28.3,0.286,34.3,2.832,37.0,4.644,26.6,120.386,11:38:24.869
974,0.0,26.1,51.8,0.612,1.5,120.316,28.3,0.299,34.5,3.625,36.8,4.04,25.1,120.316,11:38:26.038
975,0.0,26.1,51.8,0.577,1.5,119.766,28.3,0.238,33.4,4.796,37.0,3.21,25.1,119.766,11:38:27.205
976,0.0,28.2,51.8,0.612,1.5,119.846,28.3,0.303,34.1,3.361,37.2,3.738,26.6,119.846,11:38:28.377
977,0.0,26.1,51.8,0.601,1.5,120.061,28.3,0.247,34.1,2.983,36.8,3.927,25.1,120.061,11:38:29.562
978,0.0,26.1,51.8,0.605,1.5,121.02,29.8,0.288,34.7,3.361,37.2,3.549,25.2,121.02,11:38:30.727
979,0.0,26.1,51.8,0.559,1.5,119.607,28.3,0.305,34.9,4.531,37.2,3.625,25.1,119.607,11:38:31.913
980,0.0,26.1,51.8,0.563,1.5,120.002,29.8,0.304,33.8,2.908,36.8,3.965,25.1,120.002,11:38:33.082
981,0.0,26.1,51.8,0.579,1.5,120.085,28.3,0.322,33.8,3.398,37.2,3.436,26.6,120.085,11:38:34.253
982,0.0,26.1,51.8,0.626,1.5,119.657,29.8,0.298,33.6,3.889,36.8,5.06,25.1,119.657,11:38:35.426
983,0.0,28.2,51.8,0.592,1.5,120.226,28.3,0.286,34.1,2.756,37.4,3.663,25.1,120.226,11:38:36.598
984,0.0,26.1,51.8,0.584,1.5,120.307,28.3,0.266,34.1,4.342,37.2,3.021,25.2,120.307,11:38:37.781
985,0.0,26.1,51.8,0.577,1.5,119.869,29.8,0.278,34.1,3.625,37.2,3.814,25.2,119.869,11:38:38.951
986,0.0,28.2,51.8,0.63,1.5,119.723,28.3,0.273,33.6,2.643,37.0,3.889,25.1,119.723,11:38:40.119
987,0.0,26.1,51.8,0.565,1.5,119.674,28.3,0.295,34.7,3.889,36.8,3.323,25.2,119.674,11:38:41.288
988,0.0,26.1,51.8,0.64,1.5,120.551,29.8,0.308,33.8,3.663,37.2,3.625,25.2,120.551,11:38:42.459
989,0.0,28.2,51.8,0.597,1.5,119.414,28.3,0.288,34.1,2.681,37.4,3.587,25.2,119.414,11:38:43.629
990,0.0,26.1,51.8,0.626,1.5,120.926,29.8,0.281,33.8,3.361,37.2,4.078,25.2,120.926,11:38:44.818
991,0.0,28.2,51.8,0.616,1.5,119.847,28.3,0.308,34.3,4.116,37.0,4.418,25.2,119.847,11:38:45.989
992,0.0,26.1,51.8,0.631,1.5,119.607,28.3,0.303,34.5,3.436,37.0,3.663,25.1,119.749,11:38:47.163
993,0.0,26.1,51.8,0.615,1.5,120.098,29.8,0.291,34.7,3.625,37.2,3.776,25.2,120.098,11:38:48.348
994,0.0,26.1,51.8,0.605,1.5,120.325,28.3,0.281,33.6,4.644,37.4,4.607,26.6,120.325,11:38:49.517
995,0.0,26.1,51.8,0.616,1.5,119.645,29.8,0.271,34.1,3.889,37.0,4.493,25.2,119.645,11:38:50.706
996,0.0,28.2,51.8,0.56,1.5,119.357,28.3,0.288,33.6,3.852,37.2,4.38,25.2,119.357,11:38:51.874
997,0.0,26.1,51.8,0.667,1.5,120.884,28.3,0.313,34.1,3.549,37.0,3.474,26.6,120.884,11:38:53.038
998,0.0,28.2,51.8,0.629,1.5,121.281,29.8,0.242,34.1,3.7,37.2,2.794,25.2,121.281,11:38:54.228
999,0.0,26.1,51.8,0.596,1.5,119.472,28.4,0.248,34.3,3.965,37.6,3.927,26.6,119.472,11:38:55.405
1000,0.0,26.1,51.8,0.63,1.5,120.305,29.8,0.298,34.1,3.247,37.2,4.267,25.2,120.305,11:38:56.579
1001,0.0,28.2,51.8,0.601,1.5,119.988,28.3,0.26,34.1,3.512,37.2,3.285,25.2,119.988,11:38:57.748
1002,0.0,26.1,51.8,0.643,1.5,119.482,28.4,0.269,33.8,4.38,37.2,4.078,25.2,119.482,11:38:58.936
1003,0.0,28.2,51.8,0.636,1.5,120.239,28.4,0.293,34.1,2.794,37.4,4.682,25.2,120.239,11:39:00.123
1004,0.0,26.1,51.8,0.587,1.5,119.602,28.4,0.255,34.7,4.078,37.2,3.285,25.2,119.602,11:39:01.293
1005,0.0,26.1,51.8,0.584,1.5,120.737,29.8,0.275,34.1,4.078,37.2,3.247,25.2,120.737,11:39:02.464
1006,0.0,26.1,51.8,0.66,1.5,119.886,28.4,0.314,34.1,2.794,37.2,3.776,25.2,119.886,11:39:03.637
1007,0.0,26.1,51.8,0.649,1.5,120.478,28.4,0.283,34.1,3.059,37.2,3.587,25.2,120.478,11:39:04.807
1008,0.0,28.2,51.8,0.615,1.5,121.146,29.8,0.286,34.3,3.7,37.8,3.852,25.2,121.146,11:39:05.992
1009,0.0,26.1,51.8,0.605,1.5,119.599,28.4,0.254,34.3,3.512,37.2,3.889,26.6,119.599,11:39:07.158
1010,0.0,26.1,51.8,0.548,1.5,119.896,28.4,0.313,34.1,3.436,37.2,4.456,25.2,119.896,11:39:08.328
1011,0.0,26.1,51.8,0.569,1.5,119.945,29.8,0.303,34.1,3.625,37.2,3.096,25.2,119.945,11:39:09.480
1012,0.0,28.2,51.8,0.605,1.5,118.948,28.4,0.305,34.3,3.965,37.0,3.814,25.2,118.948,11:39:10.650
1013,0.0,26.1,51.8,0.573,1.5,119.542,28.4,0.286,34.1,4.078,37.2,4.003,25.2,119.542,11:39:11.834
1014,0.0,26.2,51.8,0.586,1.5,120.913,28.4,0.299,33.6,3.738,37.2,3.663,26.7,120.913,11:39:13.035
1015,0.0,26.1,51.8,0.558,1.5,119.867,28.4,0.289,34.1,3.436,37.2,3.776,25.2,119.867,11:39:14.209
1016,0.0,26.2,51.8,0.515,1.5,119.673,28.4,0.304,34.5,4.116,37.2,4.003,26.7,119.673,11:39:15.397
1017,0.0,26.1,51.8,0.654,1.5,119.712,28.4,0.294,34.5,2.605,37.4,4.607,25.2,119.712,11:39:16.569
1018,0.0,28.2,51.8,0.612,1.5,118.852,29.8,0.278,34.5,4.418,37.2,3.21,25.2,118.852,11:39:17.737
1019,0.0,26.1,51.8,0.569,1.5,119.632,28.4,0.264,34.5,4.493,37.0,3.474,26.7,119.632,11:39:18.910
1020,0.0,26.2,51.8,0.586,1.5,120.041,28.4,0.278,34.3,2.945,37.2,3.852,25.2,120.041,11:39:20.086
1021,0.0,28.2,51.8,0.597,1.5,119.801,28.4,0.278,34.1,3.663,36.8,3.247,25.2,119.801,11:39:21.259
1022,0.0,26.2,51.8,0.576,1.5,119.499,28.4,0.284,33.8,3.776,37.2,3.247,26.7,119.499,11:39:22.426
1023,0.0,26.1,51.8,0.607,1.5,119.382,28.4,0.28,34.3,3.059,37.6,4.267,25.2,119.382,11:39:23.597
1024,0.0,28.2,51.8,0.597,1.5,120.694,28.4,0.281,34.1,3.814,37.2,4.003,25.2,120.694,11:39:24.765
1025,0.0,26.2,51.8,0.631,1.5,120.169,28.4,0.25,34.5,3.059,37.2,3.776,25.2,120.169,11:39:25.945
1026,0.0,28.2,51.8,0.607,1.5,119.838,29.8,0.299,34.1,2.492,37.4,3.7,25.2,119.838,11:39:27.123
1027,0.0,26.2,51.8,0.598,1.5,120.244,28.4,0.28,34.1,2.945,37.2,3.852,26.7,120.244,11:39:28.313
1028,0.0,26.2,51.8,0.587,1.5,119.769,28.4,0.273,33.8,4.078,37.0,3.436,25.2,119.769,11:39:29.465
1029,0.0,28.2,51.8,0.565,1.5,119.66,29.8,0.281,34.1,2.756,37.4,3.625,25.2,119.66,11:39:30.639
1030,0.0,26.1,51.8,0.593,1.5,120.111,28.4,0.255,34.1,2.983,37.2,4.04,26.7,120.111,11:39:31.810
1031,0.0,26.1,51.8,0.587,1.5,119.502,28.4,0.323,33.8,4.72,37.2,3.323,25.2,119.502,11:39:32.980
1032,0.0,28.2,51.8,0.553,1.5,119.206,29.8,0.295,33.6,3.889,37.2,4.04,25.2,119.206,11:39:34.149
1033,0.0,26.1,51.8,0.621,1.5,121.756,28.3,0.269,34.7,3.059,37.2,4.305,26.6,121.756,11:39:35.318
1034,0.0,28.2,51.8,0.564,1.5,119.912,29.8,0.293,34.5,3.474,37.2,4.003,25.2,119.912,11:39:36.504
1035,0.0,26.2,51.8,0.605,1.5,118.496,28.3,0.278,34.1,4.38,37.2,3.323,25.2,118.496,11:39:37.676
1036,0.0,26.1,51.8,0.576,1.5,120.088,28.3,0.26,34.3,3.927,37.0,3.21,25.2,120.088,11:39:38.856
