Log,cp_pressure,cp_flowrate,mixer_speed_M2,accHigh_flowrate,mixer_torque_M2,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_motor_temperature_M1,accLow_flowrate,mixer_motor_temperature_M2,mixer_temperature_outlet,mixer_speed_M1,mixer_torque_M1,Time
2424,0.72,0.0,120.085,5.0,3.625,21.9,20.5,0.295,34.1,5.0,38.6,26.4,120.085,1.85,12:00:25.119
2425,0.734,0.0,120.981,5.0,3.663,21.9,22.0,0.251,34.1,5.0,39.0,24.3,120.981,2.039,12:00:26.380
2426,0.729,0.0,119.553,5.0,3.814,23.4,20.5,0.264,34.1,5.0,38.4,26.4,119.553,3.172,12:00:27.648
2427,0.706,0.0,120.562,5.0,3.776,21.9,22.0,0.276,34.1,5.0,38.4,24.3,120.562,2.908,12:00:28.927
2428,0.712,0.0,120.538,5.0,4.04,21.9,20.5,0.266,33.8,5.0,38.8,26.4,120.538,2.379,12:00:30.210
2429,0.739,0.0,119.886,5.0,4.116,21.9,22.0,0.254,33.6,5.0,39.0,24.3,119.886,2.454,12:00:31.472
2430,0.725,0.0,119.871,5.0,4.116,23.4,20.5,0.251,33.4,5.0,38.4,26.4,119.871,2.379,12:00:32.754
2431,0.731,0.0,120.496,5.0,4.342,21.9,22.0,0.271,34.1,5.0,38.8,24.3,120.496,1.812,12:00:34.021
2432,0.748,0.0,120.518,5.0,3.436,21.9,22.0,0.259,33.6,5.0,38.4,24.3,120.518,1.699,12:00:35.316
2433,0.701,0.0,119.979,5.0,4.116,21.9,20.5,0.265,33.8,5.0,38.8,24.3,119.979,2.303,12:00:36.580
2434,0.724,0.0,119.809,5.0,3.21,21.9,22.0,0.265,33.8,5.0,38.6,24.3,119.809,2.039,12:00:37.865
2435,0.731,0.0,119.938,5.0,3.323,21.9,20.5,0.247,33.8,5.0,38.4,26.4,119.938,2.908,12:00:39.159
2436,0.731,0.0,119.082,5.0,2.945,21.9,20.5,0.261,33.0,5.0,38.4,24.3,119.082,2.983,12:00:40.440
2437,0.731,0.0,120.031,5.0,3.323,21.9,20.5,0.248,33.6,5.0,38.4,24.3,120.031,2.53,12:00:41.717
2438,0.735,0.0,119.723,5.0,4.531,23.4,20.5,0.259,33.0,5.0,38.4,26.4,119.723,2.077,12:00:43.008
2439,0.734,0.0,119.72,5.0,3.247,22.0,20.5,0.278,33.4,5.0,38.6,24.3,119.72,1.85,12:00:44.286
2440,0.721,0.0,120.133,5.0,3.927,21.9,20.5,0.299,33.6,5.0,39.0,24.3,120.133,1.661,12:00:45.568
2441,0.729,0.0,119.759,5.0,3.587,21.9,20.5,0.25,33.6,5.0,38.4,24.3,119.759,1.737,12:00:46.830
2442,0.759,0.0,120.114,5.0,4.342,21.9,20.5,0.273,33.6,5.0,38.4,26.4,120.114,2.794,12:00:48.106
2443,0.71,0.0,120.02,5.0,3.398,21.9,22.0,0.265,33.6,5.0,38.4,24.3,120.02,2.266,12:00:49.368
2444,0.745,0.0,119.846,5.0,3.814,23.4,20.5,0.27,34.1,5.0,38.4,26.4,119.846,2.983,12:00:50.634
2445,0.743,0.0,119.491,5.0,3.625,23.4,20.5,0.269,33.8,5.0,38.6,24.3,119.491,2.492,12:00:51.920
2446,0.719,0.0,120.056,5.0,3.059,23.4,20.5,0.273,34.3,5.0,38.4,26.4,120.056,2.53,12:00:53.181
2447,0.745,0.0,120.234,5.0,3.474,21.9,22.0,0.266,33.8,5.0,38.4,24.3,120.234,2.001,12:00:54.443
2448,0.751,0.0,119.95,5.0,3.21,21.9,20.5,0.265,33.6,5.0,38.6,24.3,119.95,2.643,12:00:55.712
2449,0.741,0.0,119.763,5.0,3.663,21.9,20.5,0.261,33.8,5.0,38.6,24.3,119.763,2.681,12:00:56.980
2450,0.741,0.0,120.04,5.0,4.003,23.4,20.5,0.245,33.6,5.0,38.4,26.4,120.04,1.435,12:00:58.257
2451,0.736,0.0,119.921,5.0,4.078,21.9,22.0,0.256,33.4,5.0,38.8,24.3,119.921,2.266,12:00:59.549
2452,0.736,0.0,119.937,5.0,4.456,21.9,20.5,0.25,34.3,5.0,38.4,24.3,119.937,2.266,12:01:00.843
2453,0.721,0.0,119.362,5.0,3.549,23.4,20.5,0.275,32.8,5.0,38.8,26.4,119.362,2.756,12:01:02.129
2454,0.739,0.0,120.145,5.0,3.398,21.9,22.0,0.259,33.6,5.0,39.0,24.3,120.145,2.303,12:01:03.407
2455,0.734,0.0,119.934,5.0,3.134,21.9,20.5,0.273,34.1,5.0,38.4,24.3,119.934,1.85,12:01:04.685
2456,0.726,0.0,120.168,5.0,4.003,21.9,20.5,0.269,33.8,5.0,38.6,24.3,120.168,2.605,12:01:05.962
2457,0.725,0.0,119.952,5.0,3.021,21.9,20.5,0.261,33.6,5.0,39.0,24.3,119.952,2.379,12:01:07.239
2458,0.721,0.0,120.121,5.0,4.909,21.9,20.5,0.266,34.1,5.0,39.0,26.4,120.121,2.303,12:01:08.515
2459,0.725,0.0,119.978,5.0,3.059,21.9,22.0,0.276,33.6,5.0,39.0,24.3,119.978,1.812,12:01:09.806
2460,0.729,0.0,120.476,5.0,4.191,23.4,20.5,0.264,33.8,5.0,38.4,24.3,120.476,2.794,12:01:11.083
2461,0.725,0.0,119.794,5.0,3.059,21.9,20.5,0.273,34.5,5.0,38.6,24.3,119.794,2.19,12:01:12.358
2462,0.731,0.0,120.138,5.0,4.003,21.9,20.5,0.275,34.1,5.0,38.6,24.3,120.138,2.983,12:01:13.631
2463,0.73,0.0,120.189,5.0,4.682,21.9,22.0,0.266,34.1,5.0,39.0,24.3,120.189,2.228,12:01:14.896
2464,0.729,0.0,119.993,5.0,3.436,23.4,20.5,0.256,34.3,5.0,38.6,26.4,119.993,2.681,12:01:16.157
2465,0.739,0.0,120.011,5.0,3.096,21.9,22.0,0.283,33.6,5.0,39.0,24.3,120.011,2.077,12:01:17.427
2466,0.724,0.0,120.361,100.0,3.512,23.4,20.5,0.255,34.1,5.0,38.8,24.3,120.361,2.643,12:01:18.717
2467,0.74,0.0,119.767,100.0,3.927,21.9,20.5,0.275,33.6,5.0,38.6,26.4,119.767,1.888,12:01:20.006
2468,0.726,0.0,119.879,100.0,3.776,21.9,22.0,0.259,33.6,5.0,38.6,24.3,119.879,2.19,12:01:21.285
2469,0.757,0.0,119.842,100.0,3.21,21.9,20.5,0.26,34.1,5.0,38.6,24.3,119.842,2.417,12:01:22.551
2470,0.717,0.0,119.894,100.0,3.436,21.9,22.0,0.261,33.6,5.0,38.4,24.3,119.894,1.51,12:01:23.825
2471,0.721,0.0,119.338,100.0,4.078,21.9,20.5,0.284,34.1,5.0,38.4,24.3,119.338,3.285,12:01:25.134
2472,0.754,0.0,120.016,100.0,3.965,21.9,21.9,0.254,33.8,5.0,38.6,24.3,120.016,2.19,12:01:26.392
2473,0.746,0.0,120.189,100.0,2.983,21.9,20.5,0.264,33.2,5.0,38.4,24.3,120.189,2.794,12:01:27.668
2474,0.743,0.0,119.906,100.0,3.852,21.9,20.5,0.266,33.0,5.0,38.6,24.3,119.906,1.888,12:01:28.949
2475,0.751,0.0,120.143,100.0,2.87,21.9,20.5,0.251,33.8,5.0,38.4,24.3,120.143,2.228,12:01:30.227
2476,0.739,0.0,119.891,100.0,4.305,23.4,20.5,0.275,34.1,5.0,39.0,26.4,119.891,2.115,12:01:31.512
2477,0.709,0.0,119.784,100.0,2.945,21.9,20.5,0.293,33.8,5.0,38.8,24.3,119.784,1.85,12:01:32.801
2478,0.741,0.0,119.739,100.0,4.305,21.9,20.5,0.243,33.2,5.0,38.6,24.3,119.739,1.85,12:01:34.077
2479,0.745,0.0,119.668,100.0,3.436,21.9,20.5,0.264,33.4,5.0,38.6,24.3,119.668,2.643,12:01:35.344
2480,0.748,0.0,119.825,100.0,3.436,21.9,20.5,0.265,33.6,5.0,38.4,24.3,119.825,2.001,12:01:36.614
2481,0.726,0.0,120.018,100.0,3.927,21.9,20.4,0.275,33.6,5.0,38.6,24.3,120.018,2.417,12:01:37.893
2482,0.745,0.0,120.585,100.0,2.87,21.9,20.4,0.266,33.6,5.0,39.0,24.3,120.585,2.832,12:01:39.167
2483,0.735,0.0,120.048,100.0,3.247,21.9,20.5,0.26,34.1,5.0,39.0,24.3,120.048,1.775,12:01:40.441
2484,0.736,0.0,120.014,100.0,3.21,21.9,20.5,0.273,33.8,5.0,38.4,24.3,120.014,2.908,12:01:41.718
2485,0.74,0.0,119.833,100.0,3.7,21.9,20.4,0.273,33.6,5.0,38.4,26.4,119.833,2.53,12:01:42.993
2486,0.735,0.0,120.268,100.0,4.078,21.9,21.9,0.261,33.4,5.0,38.8,24.3,120.268,2.417,12:01:44.274
2487,0.746,0.0,119.587,100.0,3.738,21.9,20.4,0.269,33.6,5.0,38.4,24.3,119.587,1.926,12:01:45.571
2488,0.754,0.0,119.811,100.0,3.059,21.9,20.4,0.254,34.1,5.0,39.0,26.4,119.811,2.643,12:01:46.851
2489,0.74,0.0,120.017,100.0,3.323,21.9,21.9,0.271,34.1,5.0,38.6,24.3,120.017,2.341,12:01:48.126
2490,0.748,0.0,120.227,100.0,3.738,21.9,20.4,0.264,34.1,5.0,38.4,24.3,120.227,1.661,12:01:49.435
2491,0.743,0.0,120.165,100.0,3.625,21.9,20.4,0.271,33.6,5.0,39.0,26.4,120.165,2.719,12:01:50.711
2492,0.743,0.0,119.929,100.0,4.154,21.9,21.9,0.255,34.1,5.0,38.4,24.3,119.929,2.605,12:01:51.985
2493,0.734,0.0,120.93,100.0,3.625,23.4,20.4,0.314,34.3,5.0,38.4,26.4,120.93,1.359,12:01:53.261
2494,0.75,0.0,121.513,100.0,4.191,21.9,21.9,0.269,33.6,5.0,39.0,24.3,121.513,2.454,12:01:54.540
2495,0.735,0.0,119.844,100.0,4.191,21.9,20.4,0.254,34.1,5.0,39.0,24.3,119.844,1.812,12:01:55.832
2496,0.753,0.0,119.93,100.0,4.191,21.9,20.4,0.261,34.1,5.0,38.6,26.4,119.93,2.87,12:01:57.109
2497,0.754,0.0,119.808,100.0,3.021,21.9,21.9,0.264,33.2,5.0,38.4,24.3,119.808,3.096,12:01:58.405
2498,0.735,0.0,120.006,100.0,3.549,21.9,21.9,0.27,33.6,5.0,38.4,24.3,120.006,2.53,12:01:59.712
2499,0.74,0.0,119.729,40.0,3.889,23.3,20.4,0.265,33.6,5.0,39.0,26.4,119.729,2.908,12:02:00.981
2500,0.739,0.0,120.183,40.0,3.663,21.9,21.8,0.283,34.1,5.0,39.0,24.3,120.183,1.812,12:02:02.266
2501,0.745,0.0,120.213,40.0,3.814,23.4,20.4,0.251,34.1,5.0,38.6,24.3,120.213,2.794,12:02:03.541
2502,0.724,0.0,119.833,40.0,3.247,21.9,20.4,0.261,33.4,5.0,38.6,24.3,119.833,2.077,12:02:04.821
2503,0.736,0.0,119.81,40.0,3.965,23.4,20.4,0.27,33.6,5.0,38.8,26.4,119.81,2.039,12:02:06.080
2504,0.746,0.0,120.125,40.0,3.361,21.9,21.8,0.275,33.6,5.0,39.0,24.3,120.027,2.492,12:02:07.355
2505,0.735,0.0,121.013,40.0,2.605,21.9,20.4,0.248,33.8,5.0,38.4,24.3,121.013,2.379,12:02:08.678
2506,0.74,0.0,119.965,40.0,4.607,21.9,20.4,0.278,34.1,5.0,38.8,24.3,119.965,2.454,12:02:09.954
2507,0.757,0.0,120.041,40.0,2.908,21.9,20.4,0.255,33.2,5.0,38.8,26.4,120.041,2.152,12:02:11.228
2508,0.751,0.0,119.738,40.0,4.644,21.9,20.4,0.271,33.8,5.0,38.4,24.3,119.738,1.926,12:02:12.504
2509,0.764,0.0,120.298,40.0,3.361,21.9,20.4,0.269,33.8,5.0,38.8,26.4,120.298,2.039,12:02:13.783
2510,0.726,0.0,120.157,40.0,4.04,21.9,21.8,0.294,33.6,5.0,38.8,24.3,120.157,2.266,12:02:15.058
2511,0.745,0.0,119.756,20.0,3.549,23.3,20.4,0.256,34.1,90.0,39.0,26.4,119.756,2.001,12:02:16.331
2512,0.763,0.0,119.975,20.0,3.021,21.9,20.4,0.289,33.6,90.0,39.0,24.3,119.975,2.115,12:02:17.628
2513,0.754,0.0,119.949,20.0,3.436,21.9,21.8,0.273,33.8,90.0,38.8,24.3,119.949,2.115,12:02:18.927
2514,0.753,0.0,120.185,20.0,3.587,21.9,20.4,0.269,34.1,90.0,39.0,24.3,120.185,2.228,12:02:20.218
2515,0.773,0.0,119.902,20.0,3.738,21.9,20.4,0.27,34.1,90.0,38.6,24.3,119.902,2.228,12:02:21.492
2516,0.735,0.0,119.953,20.0,3.512,21.9,20.3,0.266,34.1,90.0,38.6,24.3,119.953,1.964,12:02:22.770
2517,0.734,0.0,119.882,20.0,3.285,23.3,20.3,0.26,33.6,90.0,38.4,26.4,119.882,2.379,12:02:24.044
2518,0.748,0.0,119.823,20.0,3.247,21.9,21.8,0.286,33.8,90.0,38.6,24.3,119.823,1.85,12:02:25.335
2519,0.746,0.0,120.089,20.0,3.7,21.9,20.3,0.251,33.6,90.0,38.4,24.3,120.089,2.077,12:02:26.600
2520,0.741,0.0,119.451,20.0,3.096,21.9,21.8,0.27,33.6,90.0,38.8,24.3,119.451,2.454,12:02:27.875
2521,0.746,0.0,120.09,20.0,3.738,23.3,20.3,0.26,33.4,0.0,39.0,24.3,120.09,2.039,12:02:29.151
2522,0.736,0.0,120.218,20.0,2.832,21.9,21.8,0.27,33.8,0.0,38.4,24.3,120.218,2.266,12:02:30.425
2523,0.75,0.0,120.171,20.0,3.021,21.9,20.3,0.245,33.6,0.0,38.8,24.3,120.171,2.492,12:02:31.712
2524,0.74,0.0,119.67,20.0,4.229,23.3,20.3,0.271,33.6,0.0,39.0,24.3,119.752,2.719,12:02:32.993
2525,0.736,0.0,120.547,20.0,3.587,21.9,20.3,0.276,33.8,0.0,39.0,24.3,120.547,1.586,12:02:34.267
2526,0.736,0.0,119.939,20.0,3.512,23.3,20.3,0.273,34.1,0.0,39.0,26.4,119.939,2.303,12:02:35.545
2527,0.75,0.0,119.77,20.0,3.625,21.9,20.3,0.261,33.8,0.0,38.4,26.4,119.77,2.643,12:02:36.844
2528,0.743,0.0,120.153,20.0,3.474,21.9,21.8,0.269,33.4,0.0,38.4,24.3,120.153,2.794,12:02:38.135
2529,0.748,0.0,119.947,20.0,2.87,23.3,20.3,0.273,34.1,0.0,39.0,24.3,119.947,2.719,12:02:39.408
2530,0.748,0.0,119.838,20.0,2.605,21.9,20.3,0.284,33.8,0.0,38.6,26.4,119.838,2.341,12:02:40.694
2531,0.75,0.0,119.734,20.0,3.965,23.3,20.3,0.264,34.3,0.0,38.4,24.3,119.734,2.719,12:02:41.972
2532,0.759,0.0,120.236,20.0,3.21,21.9,20.3,0.261,34.3,0.0,38.8,26.4,120.236,2.19,12:02:43.247
2533,0.754,0.0,120.012,20.0,4.154,21.9,21.8,0.259,34.1,0.0,39.0,24.3,120.012,3.021,12:02:44.538
2534,0.746,0.0,119.866,20.0,3.776,23.3,20.3,0.275,33.4,0.0,38.4,24.3,119.866,2.039,12:02:45.831
2535,0.746,0.0,119.85,20.0,2.983,21.9,20.3,0.271,33.4,0.0,39.2,26.4,119.85,2.53,12:02:47.119
2536,0.786,0.0,119.229,20.0,3.776,21.9,20.3,0.25,33.6,0.0,38.8,24.3,119.229,3.738,12:02:48.394
2537,0.762,0.0,120.056,20.0,2.266,23.3,20.3,0.269,33.6,0.0,38.4,24.3,120.056,1.775,12:02:49.684
2538,0.773,0.0,119.874,20.0,4.003,21.9,20.3,0.255,33.6,0.0,38.8,26.4,119.874,2.303,12:02:50.979
2539,0.764,0.0,120.193,20.0,4.04,21.9,21.8,0.26,34.1,0.0,38.4,24.3,120.193,2.001,12:02:52.253
2540,0.736,0.0,120.066,20.0,4.607,23.3,20.3,0.255,33.8,0.0,38.6,26.4,120.066,2.266,12:02:53.528
2541,0.751,0.0,120.075,20.0,3.474,21.9,20.3,0.273,33.4,0.0,38.6,26.4,120.075,1.548,12:02:54.827
2542,0.767,0.0,120.095,20.0,4.116,21.9,20.3,0.28,33.6,0.0,39.0,26.4,120.095,1.85,12:02:56.134
2543,0.74,0.0,120.234,20.0,3.285,21.9,20.3,0.269,34.1,0.0,38.8,24.3,120.234,3.285,12:02:57.418
2544,0.757,0.0,120.05,20.0,3.587,23.3,20.3,0.281,33.4,0.0,38.4,26.4,120.05,1.888,12:02:58.696
2545,0.754,0.0,119.879,20.0,3.474,21.9,21.8,0.281,33.4,0.0,38.8,24.3,119.879,2.077,12:02:59.976
2546,0.753,0.0,120.152,20.0,3.474,23.3,20.3,0.261,33.8,0.0,38.6,24.3,120.152,1.473,12:03:01.254
2547,0.745,0.0,120.424,20.0,3.776,21.9,20.3,0.273,33.6,0.0,39.0,26.4,120.424,2.417,12:03:02.538
2548,0.739,0.0,119.915,20.0,3.361,21.9,21.8,0.295,34.1,0.0,38.6,24.3,119.915,2.228,12:03:03.836
2549,0.751,0.0,119.053,20.0,3.852,21.9,20.3,0.305,33.6,0.0,38.6,24.3,119.053,3.247,12:03:05.145
2550,0.758,0.0,120.129,20.0,2.87,23.3,20.3,0.289,33.2,0.0,38.8,26.4,120.129,2.908,12:03:06.416
2551,0.764,0.0,120.02,20.0,3.096,21.9,21.7,0.255,34.7,0.0,38.8,24.3,120.02,2.417,12:03:07.700
2552,0.754,0.0,119.767,20.0,4.229,21.9,20.3,0.264,33.8,0.0,38.6,24.3,119.767,2.454,12:03:08.994
2553,0.759,0.0,120.226,20.0,3.776,23.3,20.3,0.27,33.6,0.0,39.0,26.4,120.226,2.077,12:03:10.273
2554,0.754,0.0,0.0,20.0,0.0,21.9,20.3,0.275,33.6,0.0,39.0,26.4,0.0,0.0,12:03:11.581
2555,0.769,0.0,0.0,20.0,0.0,21.9,20.3,0.27,33.6,0.0,38.8,24.3,0.0,0.0,12:03:12.854
2556,0.767,0.0,0.0,20.0,0.0,23.3,20.3,0.275,33.8,0.0,38.8,26.4,0.0,0.0,12:03:14.134
2557,0.779,0.0,0.0,20.0,0.378,21.9,21.7,0.266,33.6,0.0,38.4,24.3,1.67,0.868,12:03:15.415
2558,0.745,0.0,0.0,20.0,0.378,23.3,20.3,0.278,33.6,0.0,39.0,24.3,1.691,0.793,12:03:16.687
2559,0.746,0.0,0.0,20.0,0.264,21.9,20.3,0.298,34.1,0.0,38.6,26.4,1.665,1.057,12:03:17.986
2560,0.739,0.0,0.0,20.0,0.264,21.9,20.3,0.283,34.3,0.0,38.4,24.3,1.675,1.359,12:03:19.264
2561,0.779,0.0,0.022,20.0,0.868,21.9,20.3,0.286,33.4,0.0,38.4,24.3,0.0,2.001,12:03:20.558
2562,0.764,0.0,0.001,20.0,2.303,23.3,20.3,0.264,33.4,0.0,38.6,24.3,0.0,0.227,12:03:21.867
2563,0.786,0.0,0.003,20.0,2.53,21.9,21.7,0.254,34.3,0.0,38.4,26.4,0.0,0.604,12:03:23.143
2564,0.753,0.0,0.001,20.0,2.681,21.9,20.3,0.259,34.1,0.0,38.8,24.3,0.0,0.566,12:03:24.429
2565,0.754,0.0,0.004,20.0,2.492,23.3,20.3,0.251,33.4,0.0,38.8,24.3,0.0,0.566,12:03:25.713
2566,0.779,0.0,119.993,20.0,2.681,21.9,20.3,0.276,33.8,0.0,38.4,24.3,119.993,2.568,12:03:26.992
2567,0.779,0.0,120.148,20.0,3.927,23.3,20.3,0.281,33.2,0.0,38.6,24.3,120.148,1.926,12:03:28.270
2568,0.751,0.0,120.41,20.0,3.323,21.9,20.3,0.281,34.1,0.0,38.4,26.4,120.41,2.266,12:03:29.562
2569,0.789,0.0,120.092,20.0,3.587,21.9,21.7,0.275,34.1,0.0,38.4,24.3,120.092,2.115,12:03:30.854
2570,0.778,0.0,119.774,20.0,2.756,21.9,20.3,0.278,33.6,0.0,38.6,24.3,119.774,2.039,12:03:32.157
2571,0.786,0.0,119.707,20.0,3.323,21.9,20.3,0.28,33.6,0.0,38.6,26.4,119.707,3.323,12:03:33.426
2572,0.781,0.0,119.939,20.0,2.492,21.9,20.3,0.278,33.2,0.0,38.6,24.3,119.939,1.888,12:03:34.700
2573,0.757,0.0,119.852,20.0,2.568,23.3,20.3,0.269,34.1,0.0,38.2,24.3,119.852,3.889,12:03:35.993
2574,0.779,0.0,119.781,20.0,3.927,23.3,20.3,0.283,33.6,0.0,38.6,24.3,119.781,3.096,12:03:37.303
2575,0.767,0.0,120.284,20.0,4.305,21.9,21.7,0.288,33.6,0.0,38.8,26.4,120.284,1.699,12:03:38.584
2576,0.781,0.0,119.918,20.0,3.285,21.9,20.3,0.288,33.6,0.0,38.6,24.3,119.918,2.341,12:03:39.873
2577,0.772,0.0,119.405,20.0,3.285,23.3,20.3,0.275,33.4,0.0,38.8,24.3,119.405,3.361,12:03:41.165
2578,0.773,0.0,120.049,20.0,3.134,21.9,20.3,0.259,33.8,0.0,38.4,26.4,120.049,2.492,12:03:42.459
2579,0.768,0.0,120.031,20.0,3.398,21.9,20.2,0.269,33.6,0.0,38.6,24.3,120.031,2.605,12:03:43.733
2580,0.786,0.0,120.31,20.0,2.568,21.9,20.2,0.275,33.4,0.0,38.8,26.4,120.31,2.341,12:03:45.009
2581,0.762,0.0,119.957,20.0,3.889,21.9,20.3,0.291,33.8,0.0,38.4,24.3,119.957,2.115,12:03:46.279
2582,0.759,0.0,120.313,20.0,3.361,23.3,20.2,0.293,34.1,0.0,38.2,24.3,120.313,2.19,12:03:47.565
2583,0.782,0.0,119.913,20.0,4.003,21.9,20.2,0.265,34.1,0.0,38.4,26.4,119.913,2.719,12:03:48.842
2584,0.758,0.0,119.9,20.0,3.398,21.9,21.7,0.276,33.6,0.0,39.0,24.3,119.9,2.341,12:03:50.161
2585,0.776,0.0,120.183,20.0,3.398,23.3,20.3,0.284,33.4,0.0,38.4,24.3,120.183,2.454,12:03:51.438
2586,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:03:52.738
2587,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:03:54.015
2588,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:03:55.297
2589,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:03:56.574
2590,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:03:57.853
2591,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:03:59.131
2592,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:00.430
2593,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:01.700
2594,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:02.977
2595,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:04.256
2596,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:05.541
2597,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:06.822
2598,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:08.105
2599,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:09.400
2600,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:10.698
2601,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:11.953
2602,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:13.240
2603,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:14.541
2604,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:15.825
2605,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:17.106
2606,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:18.384
2607,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:19.663
2608,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:20.946
2609,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:22.247
2610,0.762,0.0,120.263,20.0,2.945,23.3,20.2,0.293,33.6,0.0,38.4,24.3,120.263,2.228,12:04:23.531
2611,0.717,0.0,0.0,20.0,0.0,21.8,21.7,0.278,33.0,0.0,38.4,24.3,0.0,0.0,12:04:24.808
2612,0.714,0.0,0.0,20.0,0.0,21.8,20.2,0.283,33.4,0.0,38.4,24.3,0.0,0.0,12:04:26.099
2613,0.724,0.0,0.0,20.0,0.0,23.3,20.2,0.276,33.0,0.0,38.0,24.3,0.0,0.0,12:04:27.382
2614,0.726,0.0,0.0,20.0,0.0,21.8,21.6,0.276,33.4,0.0,38.4,24.3,0.0,0.0,12:04:28.663
2615,0.729,0.0,0.0,20.0,0.0,23.3,20.2,0.278,33.6,0.0,38.0,24.3,0.0,0.0,12:04:29.939
2616,0.719,0.0,0.0,20.0,0.0,21.9,21.6,0.281,33.0,0.0,38.6,26.4,0.0,0.0,12:04:31.217
2617,0.688,0.0,0.0,20.0,0.227,21.8,20.2,0.3,33.4,0.0,38.2,24.3,0.0,0.34,12:04:32.509
2618,0.679,0.0,0.0,20.0,0.264,23.3,20.2,0.298,33.0,0.0,38.2,24.3,1.641,0.982,12:04:33.791
2619,0.71,0.0,0.0,20.0,0.113,21.8,21.6,0.313,33.2,0.0,38.0,24.3,1.679,0.982,12:04:35.065
2620,0.753,0.0,0.0,20.0,0.038,21.8,20.2,0.293,33.6,0.0,38.2,24.3,1.659,1.397,12:04:36.357
2621,0.753,0.0,0.011,20.0,1.964,23.3,20.2,0.305,33.6,0.0,38.4,24.3,0.0,0.227,12:04:37.651
2622,0.687,0.0,0.007,20.0,1.812,21.8,20.2,0.332,33.4,0.0,38.4,26.4,0.0,0.453,12:04:38.945
2623,0.75,0.0,0.001,20.0,1.737,21.8,20.2,0.28,34.1,0.0,37.8,24.3,0.0,0.151,12:04:40.229
2624,0.715,0.0,0.001,20.0,1.397,23.3,20.2,0.222,33.4,0.0,38.6,24.3,0.0,0.227,12:04:41.520
2625,0.731,0.0,119.911,20.0,3.852,21.8,20.2,0.283,32.8,0.0,38.2,26.4,119.911,1.699,12:04:42.808
2626,0.721,0.0,119.921,20.0,3.852,21.8,21.6,0.283,33.6,0.0,38.2,24.3,119.921,2.266,12:04:44.109
2627,0.714,0.0,118.617,20.0,2.87,21.8,20.2,0.271,33.0,0.0,37.8,24.3,118.617,3.549,12:04:45.408
2628,0.725,0.0,120.193,20.0,3.398,23.3,20.2,0.275,33.6,0.0,38.2,24.3,120.193,2.945,12:04:46.692
2629,0.703,0.0,120.036,20.0,3.436,21.8,21.6,0.264,33.8,0.0,38.4,24.3,120.036,2.228,12:04:47.968
