Log,cp_pressure,cp_flowrate,mixer_speed_M2,accHigh_flowrate,mixer_torque_M2,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_motor_temperature_M1,accLow_flowrate,mixer_motor_temperature_M2,mixer_temperature_outlet,mixer_speed_M1,mixer_torque_M1,Time
3889,0.671,3.0,120.999,171.6,3.587,22.0,21.8,0.275,35.7,90.0,40.9,24.0,120.999,2.908,12:32:49.409
3890,0.724,3.0,120.219,171.6,2.908,23.4,20.3,0.303,35.7,90.0,41.1,26.0,120.219,2.832,12:32:50.761
3891,0.692,3.0,120.019,171.6,2.341,22.0,20.3,0.289,36.1,90.0,40.9,24.0,120.019,3.021,12:32:52.143
3892,0.712,3.0,119.523,171.6,3.965,21.9,21.8,0.313,35.7,90.0,41.3,24.0,119.523,2.756,12:32:53.526
3893,0.714,3.0,120.289,171.6,3.398,22.0,20.3,0.283,35.7,90.0,41.1,23.9,120.537,3.285,12:32:54.927
3894,0.72,3.0,120.015,171.6,3.927,22.0,20.3,0.27,36.1,90.0,41.1,23.9,120.015,2.719,12:32:56.309
3895,0.707,3.0,120.294,171.6,2.719,23.4,20.3,0.289,35.7,90.0,41.3,26.0,120.294,3.021,12:32:57.691
3896,0.634,3.0,119.806,171.6,3.776,21.9,20.3,0.291,35.9,90.0,41.3,23.9,119.806,2.681,12:32:59.080
3897,0.693,3.0,120.308,171.6,3.285,22.0,20.3,0.286,35.7,90.0,41.3,23.9,120.308,2.53,12:33:00.467
3898,0.706,3.0,119.747,171.6,3.512,22.0,20.3,0.276,36.3,90.0,41.1,24.0,119.747,2.228,12:33:01.845
3899,0.712,3.0,120.141,171.6,3.398,23.4,20.3,0.284,35.9,90.0,41.1,26.0,120.044,2.454,12:33:03.231
3900,0.676,3.0,119.789,171.6,4.229,21.9,20.3,0.308,36.3,90.0,41.1,23.9,119.789,2.719,12:33:04.603
3901,0.73,3.0,120.1,171.6,3.285,21.9,20.3,0.27,36.1,90.0,40.9,23.9,120.1,3.625,12:33:06.236
3902,0.712,3.0,119.925,171.6,2.87,22.0,20.3,0.303,36.3,90.0,41.1,23.9,119.925,2.568,12:33:07.642
3903,0.703,3.0,120.248,171.6,3.663,22.0,21.8,0.281,35.9,90.0,40.9,23.9,120.248,3.285,12:33:09.057
3904,0.743,3.0,119.834,171.6,3.7,23.4,20.3,0.286,36.1,90.0,41.1,26.0,119.834,3.398,12:33:10.424
3905,0.687,3.0,119.924,171.6,2.794,23.4,20.3,0.266,36.3,90.0,41.3,23.9,119.924,2.039,12:33:11.828
3906,0.731,3.0,119.887,171.6,2.832,23.4,20.3,0.284,36.3,90.0,40.9,26.0,119.887,2.681,12:33:13.213
3907,0.686,3.0,119.926,171.6,3.323,22.0,21.7,0.291,35.7,90.0,40.9,23.9,119.926,2.832,12:33:14.579
3908,0.719,3.0,120.634,171.6,3.398,23.4,20.3,0.273,35.9,90.0,41.1,26.0,120.634,3.096,12:33:15.947
3909,0.679,3.0,120.011,171.6,4.758,22.0,20.3,0.275,36.1,90.0,41.1,23.9,120.011,2.53,12:33:17.317
3910,0.701,3.0,119.652,171.6,2.643,22.0,21.8,0.299,36.5,90.0,41.1,23.9,119.652,2.568,12:33:18.706
3911,0.706,3.0,120.228,171.6,3.776,21.9,20.3,0.298,36.3,90.0,40.9,23.9,120.228,3.096,12:33:20.087
3912,0.698,3.0,119.716,171.6,4.003,22.0,20.3,0.271,35.9,90.0,41.1,23.9,119.716,3.021,12:33:21.478
3913,0.712,3.0,119.518,171.6,4.456,23.4,20.3,0.283,36.3,90.0,40.9,26.0,119.518,3.285,12:33:22.866
3914,0.702,3.0,120.113,171.6,3.7,22.0,20.3,0.276,36.3,90.0,40.9,23.9,120.113,2.794,12:33:24.254
3915,0.719,3.0,119.702,171.6,3.323,22.0,20.3,0.283,35.9,90.0,41.1,23.9,119.702,2.983,12:33:25.637
3916,0.721,3.0,120.055,171.6,4.116,21.9,20.3,0.269,36.3,90.0,41.1,23.9,120.055,2.454,12:33:27.023
3917,0.702,3.0,120.686,171.6,3.776,22.0,20.3,0.284,36.5,90.0,41.1,23.9,120.686,3.172,12:33:28.415
3918,0.719,3.0,119.836,171.6,3.549,23.4,20.3,0.283,35.7,90.0,40.9,26.0,119.836,2.454,12:33:29.804
3919,0.668,3.0,121.43,171.6,2.908,23.4,20.3,0.284,36.8,90.0,40.9,26.0,121.43,3.814,12:33:31.192
3920,0.709,3.0,119.715,171.6,4.267,21.9,20.3,0.294,36.3,90.0,40.9,26.0,119.715,2.756,12:33:32.590
3921,0.714,3.0,119.871,171.6,4.305,21.9,20.3,0.283,36.3,90.0,40.9,23.9,119.871,3.323,12:33:33.992
3922,0.715,3.0,119.866,171.6,4.531,21.9,21.7,0.278,35.9,90.0,41.3,23.9,119.866,3.134,12:33:35.375
3923,0.701,3.0,120.654,171.6,4.38,21.9,21.7,0.293,35.7,90.0,41.1,23.9,120.654,1.85,12:33:36.780
3924,0.717,3.0,120.0,171.6,3.172,22.0,20.3,0.283,35.7,90.0,41.3,23.9,120.0,2.719,12:33:38.148
3925,0.725,3.0,120.111,171.6,4.72,21.9,20.3,0.284,35.5,90.0,41.3,26.0,120.111,2.983,12:33:39.521
3926,0.684,3.0,120.461,171.6,4.191,22.0,20.3,0.283,35.7,90.0,41.3,23.9,120.461,2.681,12:33:40.911
3927,0.74,3.0,119.788,171.6,3.965,22.0,21.7,0.295,35.5,90.0,40.9,23.9,119.788,2.87,12:33:42.300
3928,0.697,3.0,120.246,171.6,2.87,22.0,20.3,0.28,35.9,90.0,40.9,23.9,120.246,3.361,12:33:43.691
3929,0.715,3.0,120.022,171.6,4.531,23.4,20.3,0.288,35.5,90.0,40.9,26.0,120.022,3.21,12:33:45.063
3930,0.688,3.0,120.364,171.6,3.587,21.9,20.3,0.284,36.3,90.0,41.1,23.9,120.364,3.361,12:33:46.441
3931,0.714,3.0,119.97,171.6,4.229,21.9,20.3,0.284,35.9,90.0,41.3,23.9,119.97,2.568,12:33:47.808
3932,0.731,3.0,120.812,171.6,2.681,21.9,20.3,0.27,36.3,90.0,41.3,23.9,120.812,3.134,12:33:49.204
3933,0.651,3.0,119.839,171.6,4.531,23.4,20.3,0.316,35.5,90.0,41.3,26.0,119.839,3.474,12:33:50.591
3934,0.735,3.0,119.991,171.6,3.814,23.4,20.3,0.3,36.3,90.0,40.9,26.0,119.991,3.323,12:33:51.976
3935,0.709,3.0,119.984,171.6,4.493,22.0,21.8,0.28,36.5,90.0,41.3,23.9,119.984,2.341,12:33:53.348
3936,0.736,3.0,120.041,171.6,3.247,21.9,20.3,0.291,36.1,90.0,41.3,23.9,120.041,2.568,12:33:54.735
3937,0.702,3.0,119.876,171.6,3.285,22.0,20.3,0.293,36.1,90.0,40.9,23.9,119.876,4.267,12:33:56.129
3938,0.701,3.0,120.084,171.6,4.003,21.9,20.3,0.284,36.3,90.0,41.1,23.9,120.084,3.247,12:33:57.497
3939,0.724,3.0,119.402,171.6,3.512,21.9,21.8,0.304,35.9,90.0,40.9,23.9,119.402,3.323,12:33:58.872
3940,0.681,3.0,120.247,171.6,5.022,22.0,21.7,0.283,35.9,90.0,41.3,23.9,120.247,2.454,12:34:00.289
3941,0.721,3.0,120.067,171.6,3.21,22.0,20.3,0.298,36.3,90.0,40.9,23.9,120.067,3.21,12:34:01.672
3942,0.697,3.0,120.132,171.6,4.984,23.4,20.3,0.269,36.3,90.0,41.1,26.0,120.132,3.172,12:34:03.037
3943,0.72,3.0,120.395,171.6,3.7,21.9,20.3,0.284,36.1,90.0,40.9,23.9,120.395,3.398,12:34:04.424
3944,0.764,3.0,119.99,171.6,3.889,21.9,20.3,0.266,35.7,90.0,41.1,23.9,119.99,2.908,12:34:05.796
3945,0.692,3.0,120.53,171.6,2.719,21.9,20.3,0.323,35.7,90.0,41.1,23.9,120.53,3.096,12:34:07.198
3946,0.719,3.0,119.819,171.6,3.927,22.0,20.3,0.3,35.9,90.0,41.3,23.9,119.819,2.832,12:34:08.590
3947,0.668,3.0,120.388,171.6,3.587,23.4,20.3,0.31,36.1,90.0,41.1,25.9,120.388,2.832,12:34:09.982
3948,0.719,3.0,119.65,171.6,3.625,22.0,20.3,0.281,36.1,90.0,41.5,23.9,119.65,2.945,12:34:11.364
3949,0.684,3.0,119.836,171.6,4.078,23.4,20.3,0.288,36.1,90.0,40.9,25.9,119.836,2.832,12:34:12.752
3950,0.746,3.0,119.628,171.6,3.361,21.9,21.7,0.299,36.5,90.0,41.3,23.9,119.628,3.474,12:34:14.140
3951,0.724,3.0,120.004,171.6,3.436,23.4,20.3,0.289,35.9,90.0,41.5,23.9,120.004,3.172,12:34:15.514
3952,0.72,3.0,120.152,171.6,3.021,21.9,20.3,0.269,36.1,90.0,41.1,26.0,120.152,2.454,12:34:16.887
3953,0.73,3.0,119.811,171.6,4.72,21.9,20.3,0.281,36.3,90.0,41.3,23.9,119.811,2.19,12:34:18.276
3954,0.663,3.0,120.446,171.6,2.908,21.9,21.8,0.313,35.7,90.0,41.1,23.9,120.446,3.134,12:34:19.661
3955,0.707,3.0,119.994,171.6,4.078,21.9,20.3,0.294,36.5,90.0,40.9,23.9,119.994,3.323,12:34:21.052
3956,0.681,3.0,120.167,171.6,4.003,23.4,20.3,0.289,36.8,90.0,41.1,26.0,120.167,3.436,12:34:22.422
3957,0.741,3.0,119.99,171.6,3.663,21.9,20.3,0.273,35.7,90.0,41.3,23.9,119.99,3.134,12:34:23.809
3958,0.674,3.0,118.945,171.6,2.756,21.9,20.3,0.283,35.9,90.0,41.3,25.9,118.945,4.116,12:34:25.223
3959,0.741,3.0,119.633,171.6,3.512,21.9,20.3,0.294,36.8,90.0,41.3,23.9,119.633,2.908,12:34:26.613
3960,0.71,3.0,120.082,171.6,3.474,21.9,21.7,0.289,36.1,90.0,41.1,23.9,120.082,3.096,12:34:27.987
3961,0.679,3.0,119.123,171.6,3.323,21.9,20.3,0.286,36.1,90.0,41.3,23.9,119.123,3.7,12:34:29.389
3962,0.687,3.0,120.288,171.6,4.003,21.9,20.3,0.291,36.3,90.0,41.3,23.9,120.288,2.341,12:34:30.790
3963,0.691,3.0,120.241,171.6,2.983,23.4,20.3,0.298,36.1,90.0,40.9,23.9,120.241,3.096,12:34:32.182
3964,0.735,3.0,119.901,171.6,3.738,23.4,20.3,0.271,36.3,90.0,40.9,25.9,119.901,3.625,12:34:33.556
3965,0.698,3.0,120.072,171.6,2.945,21.9,21.7,0.288,35.9,90.0,41.3,23.9,120.072,3.474,12:34:34.944
3966,0.702,3.0,119.459,171.6,3.398,21.9,20.3,0.289,35.7,90.0,41.1,23.8,119.459,2.605,12:34:36.347
3967,0.721,3.0,120.009,171.6,3.549,21.9,21.7,0.303,36.3,90.0,41.3,23.9,120.009,3.285,12:34:37.733
3968,0.736,3.0,119.845,171.6,3.852,21.9,20.3,0.291,36.1,90.0,40.9,23.9,119.845,3.7,12:34:39.127
3969,0.735,3.0,119.769,171.6,3.852,23.4,20.3,0.303,36.8,90.0,41.3,23.8,119.769,3.549,12:34:40.506
3970,0.649,3.0,119.973,171.6,2.908,21.9,20.3,0.266,36.1,90.0,41.3,26.0,119.973,3.059,12:34:41.890
3971,0.71,3.0,119.92,171.6,4.682,21.9,20.3,0.275,36.5,90.0,40.9,23.9,119.92,2.53,12:34:43.280
3972,0.707,3.0,119.898,171.6,2.983,21.9,21.8,0.284,35.7,90.0,41.1,23.9,119.898,2.945,12:34:44.662
3973,0.715,3.0,121.014,171.6,4.267,23.4,20.3,0.313,36.1,90.0,40.9,25.9,121.014,2.681,12:34:46.033
3974,0.72,3.0,120.068,171.6,3.059,23.4,20.3,0.293,35.7,90.0,41.1,23.9,120.068,3.625,12:34:47.435
3975,0.709,3.0,119.96,171.6,2.983,21.9,20.3,0.276,35.9,90.0,41.1,25.9,119.96,2.756,12:34:48.816
3976,0.748,3.0,120.266,171.6,2.568,21.9,20.3,0.284,36.1,90.0,41.1,25.9,120.266,2.568,12:34:50.218
3977,0.719,3.0,119.728,171.6,3.965,21.9,21.7,0.291,35.9,90.0,41.5,23.8,119.728,3.096,12:34:51.601
3978,0.71,3.0,119.794,171.6,3.927,21.9,20.3,0.288,35.9,90.0,41.5,23.9,119.794,2.794,12:34:52.989
3979,0.676,3.0,119.917,171.6,3.398,21.9,20.3,0.319,36.5,90.0,41.5,23.8,119.917,3.134,12:34:54.385
3980,0.72,3.0,119.785,171.6,4.531,21.9,20.3,0.261,36.3,90.0,41.1,23.9,119.785,2.681,12:34:55.778
3981,0.715,3.0,120.165,171.6,2.908,21.9,20.3,0.295,35.7,90.0,41.1,26.0,120.165,3.172,12:34:57.148
3982,0.721,3.0,119.997,171.6,4.682,21.9,21.8,0.284,35.7,90.0,40.9,23.9,119.997,3.096,12:34:58.535
3983,0.731,3.0,119.804,171.6,3.398,21.9,21.7,0.283,35.9,90.0,41.1,23.9,119.804,3.474,12:34:59.929
3984,0.646,3.0,119.802,171.6,3.776,21.9,21.7,0.269,36.1,90.0,41.1,23.8,119.802,2.492,12:35:01.332
3985,0.696,3.0,120.02,171.6,2.417,21.9,20.3,0.281,36.3,90.0,41.3,23.8,120.02,2.681,12:35:02.708
3986,0.726,3.0,120.026,171.6,3.738,21.9,20.3,0.303,36.1,90.0,41.1,25.9,120.026,2.87,12:35:04.078
3987,0.712,3.0,120.289,171.6,3.285,21.9,20.3,0.288,36.3,90.0,41.1,23.9,120.289,2.719,12:35:05.465
3988,0.707,3.0,119.58,171.6,3.587,23.4,20.3,0.284,36.5,90.0,41.1,26.0,119.58,3.247,12:35:06.896
3989,0.71,3.0,120.224,171.6,4.003,21.9,20.3,0.276,36.3,90.0,41.1,25.9,120.224,2.152,12:35:08.286
3990,0.706,3.0,120.179,171.6,3.323,21.9,20.3,0.295,36.1,90.0,41.1,23.8,120.179,3.323,12:35:09.654
3991,0.64,3.0,120.177,171.6,4.871,23.3,20.3,0.298,35.9,90.0,40.9,25.9,120.177,3.738,12:35:11.026
3992,0.741,3.0,121.149,171.6,3.398,23.3,20.3,0.294,36.3,90.0,41.3,25.9,121.149,3.134,12:35:12.426
3993,0.688,3.0,119.766,171.6,3.512,23.3,20.3,0.27,36.1,90.0,41.3,25.9,119.766,2.379,12:35:13.834
3994,0.757,3.0,119.985,171.6,2.756,21.9,20.3,0.28,36.3,90.0,41.1,23.8,119.985,2.719,12:35:15.211
3995,0.701,3.0,119.977,171.6,3.738,21.9,20.3,0.289,36.1,90.0,40.9,23.8,119.977,3.172,12:35:16.580
3996,0.702,3.0,119.805,171.6,4.003,23.3,20.3,0.305,36.3,90.0,40.9,23.8,119.805,2.945,12:35:17.969
3997,0.703,3.0,119.615,171.6,3.7,23.3,20.3,0.304,35.7,90.0,40.9,25.9,119.615,2.945,12:35:19.360
3998,0.679,3.0,119.796,171.6,3.852,21.9,20.3,0.275,36.3,90.0,41.1,23.9,119.796,3.474,12:35:20.736
3999,0.698,3.0,119.848,171.6,4.305,21.9,20.3,0.288,36.1,90.0,40.9,23.8,119.848,3.096,12:35:22.105
4000,0.702,3.0,119.855,171.6,3.965,23.3,20.3,0.293,37.0,90.0,41.5,25.9,119.855,3.474,12:35:23.476
4001,0.668,3.0,119.54,171.6,3.323,23.3,20.3,0.314,36.1,90.0,41.1,25.9,119.54,3.285,12:35:24.882
4002,0.676,3.0,121.323,171.6,3.512,21.9,20.3,0.303,36.8,90.0,41.3,25.9,121.323,2.794,12:35:26.269
4003,0.697,3.0,120.019,171.6,2.983,21.9,21.7,0.294,35.9,90.0,41.5,23.8,120.019,2.945,12:35:27.643
4004,0.73,3.0,119.802,171.6,4.531,21.9,20.3,0.3,35.9,90.0,41.1,23.9,119.802,3.172,12:35:29.043
4005,0.686,3.0,120.407,171.6,3.625,21.9,20.3,0.286,36.3,90.0,40.9,23.8,120.407,3.7,12:35:30.428
4006,0.717,3.0,120.027,171.6,2.983,21.9,20.3,0.293,36.3,90.0,41.1,23.9,120.027,3.021,12:35:31.831
4007,0.643,3.0,119.967,171.6,2.605,21.9,20.3,0.278,36.3,90.0,41.5,26.0,119.967,3.398,12:35:33.205
4008,0.734,3.0,119.863,171.6,3.549,21.9,20.3,0.293,36.3,90.0,41.3,23.9,119.94,2.794,12:35:34.591
4009,0.686,3.0,120.117,171.6,3.625,21.9,21.8,0.288,35.7,90.0,41.1,23.9,120.117,3.285,12:35:35.982
4010,0.709,3.0,119.629,171.6,3.7,21.9,20.3,0.273,35.7,90.0,41.5,23.8,119.629,3.7,12:35:37.373
4011,0.717,3.0,119.765,171.6,3.625,21.9,21.8,0.276,36.3,90.0,41.1,23.8,119.765,2.53,12:35:38.777
4012,0.712,3.0,120.255,171.6,3.059,23.3,20.3,0.295,36.5,90.0,40.9,25.9,120.255,3.398,12:35:40.147
4013,0.725,3.0,119.91,171.6,3.852,23.3,20.3,0.289,36.1,90.0,40.9,26.0,119.91,2.568,12:35:41.535
4014,0.681,3.0,120.268,171.6,3.285,21.9,20.3,0.278,36.8,90.0,41.1,23.9,120.268,3.21,12:35:42.930
4015,0.724,3.0,119.987,171.6,2.908,21.9,21.8,0.271,36.3,90.0,40.9,23.8,119.987,2.454,12:35:44.321
4016,0.702,3.0,119.688,171.6,2.303,21.8,20.3,0.278,36.3,90.0,41.1,23.8,119.688,3.7,12:35:45.688
4017,0.703,3.0,119.617,171.6,4.003,23.3,20.3,0.286,36.1,90.0,41.1,23.8,119.617,3.927,12:35:47.088
4018,0.726,3.0,119.602,171.6,3.285,21.8,20.3,0.291,35.9,90.0,41.1,23.8,119.869,3.247,12:35:48.493
4019,0.47,3.0,119.012,171.6,3.096,23.3,20.3,0.293,35.9,90.0,41.1,23.9,119.012,3.738,12:35:49.890
4020,0.648,3.0,120.156,171.6,4.305,21.8,20.3,0.276,36.8,90.0,41.1,25.9,120.156,2.454,12:35:51.266
4021,0.692,3.0,119.887,171.6,3.323,21.8,20.3,0.308,36.8,90.0,41.1,23.9,119.887,3.965,12:35:52.634
4022,0.743,3.0,119.94,171.6,4.418,23.3,20.3,0.264,35.7,90.0,41.1,23.8,119.94,3.398,12:35:54.022
4023,0.696,3.0,121.439,171.6,3.625,21.8,20.3,0.28,35.9,90.0,41.3,23.9,121.439,3.21,12:35:55.427
4024,0.526,3.0,119.686,171.6,3.549,21.8,20.3,0.27,36.8,90.0,41.1,23.9,119.686,2.303,12:35:56.830
4025,0.668,3.0,120.407,171.6,2.492,23.3,20.3,0.273,36.8,90.0,40.9,26.0,120.407,3.21,12:35:58.205
4026,0.703,3.0,120.014,171.6,3.512,21.8,21.8,0.313,35.7,90.0,41.3,23.9,120.014,3.096,12:35:59.581
4027,0.73,3.0,120.044,171.6,3.436,21.8,20.3,0.308,36.3,90.0,41.3,23.9,120.044,3.021,12:36:01.003
4028,0.667,3.0,119.16,171.6,3.21,21.8,21.8,0.255,35.9,90.0,41.5,23.9,119.16,3.587,12:36:02.392
4029,0.548,3.0,120.564,171.6,4.154,21.8,21.8,0.266,36.3,90.0,41.1,23.9,120.564,1.888,12:36:03.794
4030,0.598,3.0,120.47,171.6,2.832,21.8,20.3,0.248,36.3,90.0,41.3,23.9,120.47,3.059,12:36:05.181
4031,0.687,3.0,120.08,171.6,3.7,21.8,20.3,0.278,35.9,90.0,40.9,23.8,120.08,2.945,12:36:06.568
4032,0.687,3.0,121.072,171.6,3.096,23.3,20.3,0.27,36.3,90.0,40.9,23.9,121.072,2.417,12:36:07.961
4033,0.51,3.0,119.955,171.6,2.87,21.8,20.3,0.294,36.3,90.0,40.9,23.8,119.955,2.605,12:36:09.333
4034,0.501,3.0,120.042,171.6,3.398,21.8,20.3,0.261,36.1,90.0,41.1,25.9,120.042,2.794,12:36:10.737
4035,0.497,3.0,119.83,171.6,3.285,21.8,21.8,0.286,36.1,90.0,41.5,23.9,119.83,3.323,12:36:12.131
4036,0.64,3.0,119.994,171.6,3.625,21.8,20.3,0.28,36.1,90.0,41.3,23.9,119.994,3.7,12:36:13.512
4037,0.673,3.0,120.12,171.6,3.436,21.8,20.3,0.293,36.8,90.0,40.9,23.9,120.12,2.417,12:36:14.900
4038,0.433,3.0,120.011,171.6,3.663,23.3,20.3,0.265,36.3,90.0,41.3,23.9,120.011,2.794,12:36:16.295
4039,0.526,3.0,120.152,171.6,2.568,23.3,20.3,0.265,36.1,90.0,41.1,25.9,120.152,2.832,12:36:17.681
4040,0.479,3.0,120.079,171.6,4.003,21.8,21.8,0.266,36.3,90.0,40.9,23.9,120.079,2.983,12:36:19.054
4041,0.446,3.0,119.896,171.6,3.285,23.3,20.3,0.271,35.7,90.0,41.3,23.9,119.896,3.285,12:36:20.506
4042,0.553,3.0,119.704,171.6,3.059,21.8,20.3,0.281,36.5,90.0,40.9,23.9,119.704,2.87,12:36:21.874
4043,0.581,3.0,120.071,171.6,3.134,21.8,21.7,0.261,35.7,90.0,40.7,23.9,119.951,2.417,12:36:23.255
4044,0.431,3.0,119.849,171.6,2.266,21.8,20.3,0.269,36.5,90.0,41.3,23.9,119.849,2.719,12:36:24.653
4045,0.416,3.0,120.145,171.6,3.852,21.8,20.3,0.255,36.8,90.0,40.9,23.9,120.145,2.756,12:36:26.039
4046,0.607,3.0,119.293,171.6,2.87,23.2,20.3,0.266,36.3,90.0,40.9,26.0,119.293,5.098,12:36:27.428
4047,0.46,3.0,119.893,171.6,3.059,21.8,20.3,0.242,36.8,90.0,41.3,26.0,119.893,2.19,12:36:28.815
4048,0.433,3.0,119.909,171.6,2.19,21.8,21.7,0.26,36.1,90.0,40.9,23.9,119.909,3.587,12:36:30.203
4049,0.469,3.0,119.483,171.6,3.436,23.2,20.3,0.273,36.3,90.0,41.5,26.0,119.483,3.398,12:36:31.631
4050,0.403,3.0,120.118,171.6,4.682,23.2,20.3,0.265,36.5,90.0,41.5,25.9,120.118,2.379,12:36:33.036
4051,0.579,3.0,119.606,171.6,3.285,21.8,20.3,0.291,36.3,90.0,41.5,23.9,119.606,3.361,12:36:34.417
4052,0.444,3.0,119.927,171.6,3.814,21.8,21.7,0.28,36.3,90.0,40.9,23.9,119.927,1.964,12:36:35.809
4053,0.392,3.0,120.138,171.6,2.492,21.8,20.3,0.261,35.9,90.0,40.9,23.9,120.394,3.247,12:36:37.196
4054,0.421,3.0,119.827,171.6,4.04,21.8,20.3,0.27,36.8,90.0,40.9,23.8,119.827,2.228,12:36:38.596
4055,0.601,3.0,119.8,171.6,3.021,21.8,21.7,0.27,36.3,90.0,40.9,23.8,119.8,3.663,12:36:40.013
4056,0.544,3.0,120.506,171.6,3.361,21.8,20.3,0.278,35.7,90.0,41.1,23.9,120.506,2.454,12:36:41.402
4057,0.359,3.0,119.995,171.6,3.134,21.8,21.7,0.256,36.3,90.0,41.3,23.9,119.995,2.077,12:36:42.823
4058,0.45,3.0,120.028,171.6,2.568,21.8,20.3,0.266,35.7,90.0,41.1,23.9,120.028,2.341,12:36:44.213
4059,0.559,3.0,119.948,171.6,3.738,23.2,20.3,0.265,35.7,90.0,41.3,23.9,119.948,2.303,12:36:45.598
4060,0.588,3.0,119.956,171.6,3.285,23.2,20.3,0.283,35.7,90.0,40.9,23.9,119.956,2.832,12:36:46.998
4061,0.56,3.0,120.17,171.6,2.87,21.8,20.3,0.266,36.1,90.0,41.1,26.0,120.17,2.643,12:36:48.383
4062,0.548,3.0,120.075,171.6,2.794,21.8,21.7,0.276,36.8,90.0,41.1,23.9,120.075,2.303,12:36:49.759
4063,0.439,3.0,120.503,171.6,2.643,21.8,21.7,0.269,36.5,90.0,40.9,23.9,120.503,2.87,12:36:51.163
4064,0.502,3.0,119.974,171.6,3.474,21.8,20.3,0.295,36.3,90.0,41.3,23.9,119.974,2.832,12:36:52.553
4065,0.605,3.0,120.171,171.6,2.87,23.2,20.3,0.273,36.3,90.0,41.5,23.9,120.171,2.303,12:36:53.932
4066,0.496,3.0,119.598,171.6,2.53,23.2,20.3,0.288,36.3,90.0,40.9,23.9,119.598,2.001,12:36:55.314
4067,0.326,3.0,119.931,171.6,2.039,21.7,21.7,0.275,35.9,90.0,41.3,23.9,119.931,3.134,12:36:56.698
4068,0.334,3.0,120.002,171.6,3.398,21.8,21.7,0.283,36.8,90.0,40.9,23.9,120.002,2.19,12:36:58.085
4069,0.508,3.0,120.102,171.6,3.21,23.2,20.3,0.269,36.8,90.0,41.1,23.9,120.102,2.266,12:36:59.471
4070,0.476,3.0,119.809,171.6,3.474,23.2,20.3,0.278,36.3,90.0,41.3,23.9,119.809,2.719,12:37:00.865
4071,0.411,3.0,119.959,171.6,2.643,23.2,20.3,0.27,37.0,90.0,40.7,23.9,119.959,2.379,12:37:02.269
4072,0.455,3.0,119.889,171.6,2.454,23.2,20.3,0.256,35.7,90.0,41.5,23.9,119.889,2.417,12:37:03.661
4073,0.549,3.0,119.778,171.6,3.361,21.7,20.3,0.25,36.3,90.0,41.1,23.9,119.778,2.266,12:37:05.087
4074,0.645,3.0,119.746,171.6,2.492,23.2,20.3,0.271,36.1,90.0,40.9,23.9,119.746,2.341,12:37:06.471
4075,0.458,3.0,119.88,171.6,2.87,23.2,20.3,0.266,35.9,90.0,40.9,23.9,119.88,3.172,12:37:07.874
4076,0.382,3.0,119.955,171.6,2.719,21.7,20.3,0.281,35.7,90.0,40.7,26.0,119.955,2.266,12:37:09.259
4077,0.421,3.0,120.121,171.6,2.341,21.7,21.7,0.31,36.5,90.0,40.9,26.0,120.121,2.115,12:37:10.647
4078,0.487,3.0,120.201,171.6,3.474,21.7,20.3,0.269,36.3,90.0,41.1,23.9,120.201,2.266,12:37:12.033
4079,0.558,3.0,119.851,171.6,2.756,23.2,20.3,0.265,35.5,90.0,41.1,23.9,119.851,2.115,12:37:13.421
4080,0.586,3.0,120.023,171.6,2.53,21.7,20.3,0.251,36.3,90.0,40.9,23.9,120.023,2.19,12:37:14.839
4081,0.568,3.0,120.026,171.6,2.87,23.1,20.3,0.278,36.3,90.0,41.1,23.9,120.026,2.266,12:37:16.221
4082,0.648,3.0,119.79,171.6,3.021,23.2,20.3,0.28,36.3,90.0,40.9,23.9,119.79,2.87,12:37:17.613
4083,0.712,3.0,120.078,171.6,2.945,23.2,20.3,0.278,36.5,90.0,41.1,23.9,120.078,3.021,12:37:19.011
4084,0.707,3.0,120.334,171.6,3.247,23.1,20.3,0.31,35.9,90.0,40.9,23.9,120.334,2.152,12:37:20.417
4085,0.679,3.0,119.693,171.6,2.832,21.7,20.3,0.309,36.3,90.0,40.9,26.0,119.693,2.341,12:37:21.806
4086,0.71,3.0,119.996,171.6,2.266,21.7,21.7,0.278,35.9,90.0,40.9,23.9,119.996,3.059,12:37:23.184
4087,0.745,3.0,120.137,171.6,3.7,21.7,20.3,0.294,36.1,90.0,41.3,23.9,120.137,2.19,12:37:24.580
4088,0.719,3.0,119.696,171.6,3.965,21.7,20.3,0.288,36.3,90.0,40.9,23.9,119.696,2.681,12:37:25.982
4089,0.71,3.0,119.671,171.6,3.134,21.7,20.3,0.298,35.9,90.0,40.9,23.9,119.671,3.21,12:37:27.372
4090,0.698,3.0,120.037,171.6,2.568,23.1,20.3,0.313,35.9,90.0,40.9,23.9,120.037,2.379,12:37:28.757
4091,0.692,3.0,118.855,171.6,2.492,23.2,20.3,0.338,35.9,90.0,41.1,23.9,118.855,3.096,12:37:30.154
4092,0.729,3.0,119.846,171.6,3.549,21.7,20.3,0.294,36.3,90.0,40.9,26.0,119.846,3.587,12:37:31.551
4093,0.72,3.0,120.356,171.6,3.134,21.7,21.7,0.304,35.7,90.0,41.3,26.0,120.356,2.983,12:37:32.932
4094,0.729,3.0,119.913,171.6,3.323,21.7,20.3,0.283,36.3,90.0,41.3,23.9,119.913,2.115,12:37:34.304
