Log,ac_flowrate,mixer_torque_M1,mixer_torque_M2,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_speed_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,cp_pressure,mixer_speed_M1,Time
786,0.0,3.059,2.945,25.5,1.5,0.295,24.9,119.897,27.5,25.4,0.42,119.897,12:32:25.061
787,0.0,3.323,2.643,25.5,1.5,0.243,26.3,119.711,27.3,25.0,0.438,119.711,12:32:26.217
788,0.0,2.53,2.681,25.4,1.5,0.255,24.9,119.765,27.7,24.5,0.501,119.765,12:32:27.373
789,0.0,3.285,2.077,25.5,1.5,0.243,24.9,119.424,27.7,25.2,0.483,119.424,12:32:28.525
790,0.0,4.229,3.323,26.9,1.5,0.232,24.9,119.754,27.3,24.8,0.459,119.754,12:32:29.695
791,0.0,2.417,3.814,25.4,1.5,0.281,24.9,119.825,27.0,25.0,0.449,119.825,12:32:30.850
792,0.0,3.059,2.379,25.5,1.5,0.228,26.3,120.048,27.7,25.0,0.46,120.048,12:32:32.016
793,0.0,3.323,4.116,25.4,1.5,0.236,24.9,119.359,27.9,24.5,0.508,119.359,12:32:33.186
794,0.0,2.719,2.983,26.9,1.5,0.24,24.9,120.372,27.3,24.5,0.454,120.372,12:32:34.338
795,0.0,3.398,2.945,25.5,1.5,0.247,24.9,119.716,27.5,25.2,0.435,119.716,12:32:35.497
796,0.0,3.172,2.908,25.4,1.5,0.26,24.9,120.024,27.0,25.0,0.463,120.024,12:32:36.637
797,0.0,2.87,3.549,25.4,1.5,0.275,24.9,119.745,27.5,25.2,0.476,119.745,12:32:37.790
798,0.0,3.814,3.436,25.4,1.5,0.248,24.9,119.144,27.7,25.0,0.449,119.144,12:32:38.938
799,0.0,2.794,3.096,25.4,1.5,0.242,24.9,120.15,27.5,25.4,0.436,120.15,12:32:40.089
800,0.0,4.154,2.756,25.4,1.5,0.248,24.9,119.448,27.7,24.8,0.41,119.448,12:32:41.251
801,0.0,2.379,3.7,26.9,1.5,0.236,24.9,119.69,27.7,25.2,0.46,119.69,12:32:42.423
802,0.0,2.908,3.134,25.4,1.5,0.245,24.9,119.896,27.5,24.8,0.45,119.896,12:32:43.590
803,0.0,3.285,2.794,25.4,1.5,0.261,26.4,120.08,27.3,25.4,0.455,120.08,12:32:44.742
804,0.0,2.983,3.436,25.4,1.5,0.243,24.9,119.255,27.7,25.0,0.443,119.255,12:32:45.895
805,0.0,3.172,2.681,25.4,1.5,0.243,24.9,120.048,27.3,25.0,0.435,120.048,12:32:47.048
806,0.0,3.512,2.681,26.9,1.5,0.228,24.9,119.412,27.9,24.8,0.441,119.412,12:32:48.202
807,0.0,3.512,3.776,25.4,1.5,0.251,24.9,119.498,27.9,25.0,0.41,119.498,12:32:49.360
808,0.0,3.474,3.172,25.4,1.5,0.231,24.9,120.107,27.7,25.0,0.469,120.107,12:32:50.532
809,0.0,3.625,3.814,25.4,1.5,0.226,24.9,120.008,28.2,24.5,0.486,120.008,12:32:51.689
810,0.0,2.379,3.21,26.9,1.5,0.237,24.9,120.232,27.5,25.4,0.477,120.232,12:32:52.847
811,0.0,3.21,2.19,25.4,1.5,0.26,24.9,120.44,27.7,25.4,0.469,120.44,12:32:54.013
812,0.0,2.341,3.436,25.4,1.5,0.238,24.9,120.481,27.3,25.0,0.458,120.481,12:32:55.166
813,0.0,3.059,2.945,25.4,1.5,0.16,26.4,120.549,27.9,24.5,0.464,120.549,12:32:56.323
814,0.0,3.021,2.945,25.4,1.5,0.254,24.9,120.07,27.5,24.8,0.411,120.07,12:32:57.479
815,0.0,2.832,3.247,26.9,1.5,0.283,24.9,120.224,27.7,25.4,0.439,120.224,12:32:58.650
816,0.0,3.059,2.908,25.4,1.5,0.265,26.4,120.706,27.5,25.4,0.476,120.706,12:32:59.821
817,0.0,2.719,3.172,25.4,1.5,0.266,26.4,119.84,27.7,25.2,0.455,119.84,12:33:00.976
818,0.0,3.172,3.285,25.4,1.5,0.231,24.9,120.355,27.7,25.0,0.459,120.355,12:33:02.126
819,0.0,3.361,3.814,26.9,1.5,0.245,24.9,119.901,27.7,24.8,0.454,119.901,12:33:03.283
820,0.0,2.87,3.096,26.9,1.5,0.319,25.0,119.67,28.2,25.0,0.411,119.67,12:33:04.438
821,0.0,3.059,3.587,25.4,1.5,0.254,26.4,121.322,28.2,25.4,0.433,121.322,12:33:05.619
822,0.0,3.512,2.87,25.4,1.5,0.251,25.0,119.952,27.7,25.9,0.454,119.952,12:33:06.772
823,0.0,2.454,3.172,25.4,1.5,0.248,24.9,119.752,27.7,25.0,0.472,119.752,12:33:07.922
824,0.0,3.436,3.21,26.8,1.5,0.251,24.9,119.913,27.7,25.7,0.491,119.913,12:33:09.077
825,0.0,2.945,3.172,25.4,1.5,0.242,25.0,121.151,28.2,25.2,0.458,121.151,12:33:10.244
826,0.0,2.832,3.134,25.4,1.5,0.245,24.9,119.85,28.2,25.0,0.438,119.85,12:33:11.399
827,0.0,3.852,2.681,25.4,1.5,0.168,25.0,119.709,28.2,25.0,0.463,119.709,12:33:12.569
828,0.0,5.362,3.889,26.8,1.5,0.204,24.9,118.527,28.2,25.4,0.492,118.527,12:33:13.737
829,0.0,2.53,3.625,25.4,1.5,0.216,25.0,120.53,27.7,25.0,0.479,120.53,12:33:14.909
830,0.0,3.096,3.134,25.4,1.5,0.256,26.5,120.627,27.7,25.2,0.446,120.627,12:33:16.065
831,0.0,3.134,3.285,25.4,1.5,0.227,25.0,119.842,27.5,25.4,0.46,119.842,12:33:17.216
832,0.0,2.417,4.191,25.4,1.5,0.232,25.0,122.368,27.7,25.0,0.455,122.368,12:33:18.373
833,0.0,3.889,2.756,25.4,1.5,0.221,25.0,119.361,27.7,25.4,0.438,119.361,12:33:19.546
834,0.0,2.643,2.794,25.4,1.5,0.206,26.5,119.871,27.9,25.0,0.501,119.871,12:33:20.702
835,0.0,2.266,3.776,25.4,1.5,0.251,26.5,120.203,27.7,24.5,0.444,120.203,12:33:21.855
836,0.0,3.361,3.172,25.4,1.5,0.294,26.5,120.744,27.9,25.2,0.465,120.744,12:33:23.007
837,0.0,3.059,3.663,25.4,1.5,0.278,25.0,120.382,27.3,24.5,0.407,120.382,12:33:24.153
838,0.0,5.022,4.154,25.4,1.5,0.266,25.0,119.682,27.9,24.5,0.415,119.682,12:33:25.309
839,0.0,3.021,2.983,26.8,1.5,0.245,25.0,119.316,27.7,25.0,0.459,119.316,12:33:26.459
840,0.0,3.852,4.229,26.8,1.5,0.271,25.0,119.867,27.7,25.7,0.486,119.867,12:33:27.614
841,0.0,4.909,3.927,25.3,1.5,0.231,25.0,118.752,28.2,25.2,0.455,118.752,12:33:28.801
842,0.0,2.643,3.172,25.3,1.5,0.223,25.0,119.634,28.4,25.4,0.46,119.634,12:33:29.957
843,0.0,3.474,3.7,26.8,1.5,0.255,25.0,119.752,28.2,25.0,0.464,119.752,12:33:31.114
844,0.0,3.021,3.323,25.3,1.5,0.254,25.0,119.704,27.7,24.8,0.453,119.704,12:33:32.280
845,0.0,2.945,3.889,25.3,1.5,0.245,26.5,119.778,28.2,24.5,0.459,119.778,12:33:33.436
846,0.0,3.436,3.7,25.3,1.5,0.238,26.5,119.685,27.7,25.2,0.441,119.685,12:33:34.589
847,0.0,2.832,3.663,25.3,1.5,0.259,25.0,121.71,28.2,26.1,0.436,121.71,12:33:35.748
848,0.0,2.794,2.908,26.8,1.5,0.25,25.0,120.047,28.4,25.0,0.441,120.047,12:33:36.899
849,0.0,2.983,2.908,26.8,1.5,0.264,25.0,120.313,27.9,25.4,0.459,120.313,12:33:38.059
850,0.0,3.247,3.398,25.3,1.5,0.256,25.0,119.595,27.7,25.4,0.416,119.595,12:33:39.214
851,0.0,3.285,3.247,25.3,1.5,0.243,26.5,120.244,27.9,25.0,0.474,120.244,12:33:40.374
852,0.0,2.681,2.228,25.3,1.5,0.291,25.0,119.995,27.9,25.7,0.431,119.995,12:33:41.529
853,0.0,3.361,3.059,26.8,1.5,0.251,25.0,119.717,28.2,25.9,0.465,119.717,12:33:42.697
854,0.0,2.832,3.512,25.3,1.5,0.216,25.0,119.928,28.2,25.2,0.476,119.928,12:33:43.851
855,0.0,3.134,3.285,25.3,1.5,0.228,25.0,120.424,28.2,25.0,0.42,120.424,12:33:45.002
856,0.0,2.454,3.21,25.3,1.5,0.271,26.5,120.521,28.2,25.4,0.459,120.521,12:33:46.169
857,0.0,3.927,2.719,25.3,1.5,0.308,25.0,119.19,28.2,25.7,0.458,119.19,12:33:47.323
858,0.0,2.756,3.361,26.8,1.5,0.291,25.0,120.083,28.6,25.9,0.402,120.083,12:33:48.481
859,0.0,3.134,4.191,26.8,1.5,0.238,25.0,120.16,27.9,25.7,0.465,120.16,12:33:49.629
860,0.0,3.436,3.247,26.8,1.5,0.233,25.0,120.044,28.2,25.4,0.464,120.044,12:33:50.778
861,0.0,2.945,3.398,25.3,1.5,0.254,26.5,119.646,27.7,25.4,0.469,119.646,12:33:51.946
862,0.0,3.512,3.059,25.3,1.5,0.25,25.1,119.446,28.2,25.7,0.453,119.446,12:33:53.103
863,0.0,4.267,2.945,25.3,1.5,0.264,25.0,119.024,28.2,25.9,0.479,119.024,12:33:54.256
864,0.0,2.945,3.398,26.8,1.5,0.25,25.0,119.563,27.7,24.5,0.438,119.563,12:33:55.424
865,0.0,3.285,2.53,25.3,1.5,0.222,25.1,119.941,27.9,25.2,0.46,119.941,12:33:56.579
866,0.0,3.247,3.625,25.3,1.5,0.264,25.0,119.627,28.2,25.9,0.497,119.627,12:33:57.729
867,0.0,2.643,2.53,25.3,1.5,0.219,26.5,120.609,28.4,25.9,0.431,120.609,12:33:58.882
868,0.0,2.719,3.247,25.3,1.5,0.24,26.5,119.972,28.6,25.4,0.458,119.972,12:34:00.034
869,0.0,3.323,3.096,25.3,1.5,0.275,25.0,120.011,28.2,25.2,0.479,120.011,12:34:01.189
870,0.0,2.379,3.398,26.8,1.5,0.26,25.1,120.388,28.4,26.3,0.459,120.388,12:34:02.356
871,0.0,2.832,1.926,25.3,1.5,0.221,26.6,120.571,28.4,24.8,0.453,120.571,12:34:03.530
872,0.0,3.247,3.361,25.3,1.5,0.237,25.1,120.274,27.7,25.4,0.425,120.274,12:34:04.696
873,0.0,2.266,3.398,25.3,1.5,0.291,25.0,120.178,27.7,25.4,0.43,120.178,12:34:05.850
874,0.0,3.21,2.87,26.8,1.5,0.238,25.1,119.962,27.9,25.4,0.458,119.962,12:34:07.005
875,0.0,2.832,3.587,25.3,1.5,0.221,25.1,119.918,27.7,25.4,0.446,119.918,12:34:08.160
876,0.0,3.361,3.096,25.3,1.5,0.251,25.1,120.061,28.2,26.3,0.422,120.061,12:34:09.316
877,0.0,2.832,2.794,25.3,1.5,0.222,25.1,120.119,27.9,25.7,0.465,120.119,12:34:10.488
878,0.0,3.096,3.361,26.7,1.5,0.276,25.1,120.263,28.4,25.7,0.468,120.263,12:34:11.644
879,0.0,2.908,3.134,25.3,1.5,0.247,25.1,120.532,28.6,25.4,0.459,120.532,12:34:12.803
880,0.0,3.889,3.361,25.3,1.5,0.275,26.6,119.348,28.2,25.9,0.43,119.348,12:34:13.973
881,0.0,3.285,3.134,25.3,1.5,0.24,26.6,119.773,28.4,25.7,0.474,119.773,12:34:15.127
882,0.0,3.247,3.549,26.7,1.5,0.238,25.1,120.193,28.4,25.9,0.438,120.193,12:34:16.295
883,0.0,3.021,2.681,26.7,1.5,0.208,25.1,119.468,28.2,25.7,0.474,119.468,12:34:17.448
884,0.0,2.492,4.154,26.7,1.5,0.299,25.1,121.772,28.2,25.4,0.458,121.772,12:34:18.601
885,0.0,3.247,3.512,25.3,1.5,0.243,25.1,120.134,28.2,25.9,0.453,120.134,12:34:19.755
886,0.0,2.303,3.096,25.3,1.5,0.212,26.6,119.674,28.6,25.4,0.433,119.674,12:34:20.919
887,0.0,3.889,2.492,25.3,1.5,0.24,25.1,119.712,28.4,25.9,0.46,119.712,12:34:22.072
888,0.0,4.342,3.549,26.7,1.5,0.233,25.1,118.602,28.6,25.9,0.497,118.602,12:34:23.227
889,0.0,2.454,2.87,25.3,1.5,0.247,25.1,120.017,28.2,25.4,0.469,120.017,12:34:24.394
890,0.0,3.285,2.681,25.3,1.5,0.254,26.6,120.118,28.4,25.0,0.469,120.118,12:34:25.562
891,0.0,3.285,2.983,25.3,1.5,0.223,25.1,119.538,28.6,25.9,0.465,119.538,12:34:26.712
892,0.0,2.417,3.285,25.3,1.5,0.238,25.1,120.347,28.2,25.9,0.446,120.347,12:34:27.860
893,0.0,4.871,2.681,25.3,1.5,0.197,25.1,119.674,28.4,25.9,0.488,119.674,12:34:29.010
894,0.0,3.7,2.908,26.7,1.5,0.222,25.1,120.057,28.6,26.1,0.448,120.057,12:34:30.159
895,0.0,2.756,2.945,25.3,1.5,0.221,25.1,119.938,28.4,25.9,0.474,119.938,12:34:31.333
896,0.0,2.908,2.454,25.3,1.5,0.294,26.6,120.98,28.2,25.4,0.472,120.98,12:34:32.500
897,0.0,2.945,2.492,25.3,1.5,0.233,25.1,120.26,28.8,25.9,0.435,120.26,12:34:33.654
898,0.0,3.323,4.569,26.7,1.5,0.266,25.1,120.257,28.2,25.9,0.469,120.257,12:34:34.809
899,0.0,3.096,3.512,25.3,1.5,0.198,25.1,119.433,28.4,25.7,0.463,119.433,12:34:35.973
900,0.0,3.285,3.814,25.3,1.5,0.25,25.1,120.225,28.2,25.4,0.455,120.225,12:34:37.126
901,0.0,2.605,3.889,25.3,1.5,0.275,26.6,120.453,28.6,25.0,0.535,120.453,12:34:38.284
902,0.0,3.247,3.436,25.3,1.5,0.27,25.1,120.343,28.4,25.4,0.42,120.343,12:34:39.435
903,0.0,3.7,2.794,25.3,1.5,0.211,25.1,119.676,28.8,26.3,0.438,119.676,12:34:40.587
904,0.0,3.323,2.908,26.7,1.5,0.271,25.1,121.091,28.2,25.4,0.431,121.091,12:34:41.753
905,0.0,2.19,3.059,25.3,1.5,0.264,25.1,119.719,28.4,25.9,0.425,119.719,12:34:42.920
906,0.0,3.776,3.436,25.3,1.5,0.27,26.6,119.833,28.4,25.4,0.436,119.833,12:34:44.075
907,0.0,2.983,3.21,25.3,1.5,0.27,25.1,119.713,28.2,25.2,0.438,119.713,12:34:45.233
908,0.0,2.303,3.361,26.7,1.5,0.266,25.1,119.975,28.8,25.7,0.493,119.975,12:34:46.404
909,0.0,3.7,2.719,25.3,1.5,0.243,25.1,119.369,28.6,25.9,0.449,119.369,12:34:47.558
910,0.0,3.285,3.21,25.3,1.5,0.231,25.1,119.949,28.6,25.4,0.444,119.949,12:34:48.743
911,0.0,2.266,3.285,26.7,1.5,0.242,25.1,121.56,28.4,25.4,0.431,121.56,12:34:49.900
912,0.0,3.096,3.436,25.3,1.5,0.228,25.1,119.808,28.6,25.7,0.45,119.808,12:34:51.067
913,0.0,2.417,2.908,25.3,1.5,0.242,26.6,119.635,28.8,25.9,0.474,119.635,12:34:52.224
914,0.0,2.681,3.625,25.3,1.5,0.24,26.6,120.005,28.6,25.7,0.493,120.005,12:34:53.377
915,0.0,3.474,2.983,26.7,1.5,0.242,25.1,119.728,28.8,25.9,0.498,119.728,12:34:54.551
916,0.0,3.587,3.21,25.3,1.5,0.242,25.1,119.058,28.2,25.9,0.411,119.058,12:34:55.720
917,0.0,2.643,4.116,25.2,1.5,0.232,25.1,120.205,28.6,26.1,0.474,120.205,12:34:56.870
918,0.0,2.983,3.323,25.2,1.5,0.206,25.1,119.987,28.2,25.4,0.413,119.987,12:34:58.045
919,0.0,2.643,3.323,26.7,1.5,0.245,25.1,121.007,28.6,26.6,0.477,121.007,12:34:59.211
920,0.0,2.832,4.116,25.2,1.5,0.245,25.1,120.228,28.6,25.9,0.439,120.228,12:35:00.366
921,0.0,2.605,3.172,25.2,1.5,0.228,26.6,119.985,28.8,25.4,0.435,119.985,12:35:01.522
922,0.0,3.361,3.172,25.2,1.5,0.238,26.6,119.822,28.4,26.1,0.47,119.822,12:35:02.678
923,0.0,2.908,3.172,25.2,1.5,0.309,25.1,119.952,28.4,25.9,0.443,119.952,12:35:03.832
924,0.0,3.7,2.681,26.7,1.5,0.25,25.2,120.168,28.4,25.4,0.444,120.168,12:35:05.000
925,0.0,2.454,2.832,25.2,1.5,0.248,25.2,120.203,28.2,26.6,0.463,120.203,12:35:06.167
926,0.0,3.059,3.323,25.2,1.5,0.254,26.6,119.201,28.4,25.9,0.463,119.201,12:35:07.338
927,0.0,3.247,2.681,26.7,1.5,0.222,25.1,119.71,28.4,25.7,0.455,119.71,12:35:08.511
928,0.0,2.719,3.285,25.2,1.5,0.214,25.2,119.79,28.6,25.9,0.469,119.79,12:35:09.678
929,0.0,3.889,4.267,25.2,1.5,0.24,26.6,119.269,28.6,26.1,0.47,119.269,12:35:10.832
930,0.0,4.305,3.965,25.2,1.5,0.259,26.6,119.746,28.6,26.1,0.513,119.746,12:35:11.986
931,0.0,2.945,4.078,25.2,1.5,0.251,25.1,120.784,28.2,25.7,0.426,120.784,12:35:13.141
932,0.0,3.285,3.323,26.7,1.5,0.313,25.2,119.701,28.6,25.7,0.468,119.701,12:35:14.312
933,0.0,3.323,2.87,25.2,1.5,0.245,25.2,119.289,28.4,25.4,0.431,119.289,12:35:15.465
934,0.0,3.172,2.568,25.2,1.5,0.255,26.6,120.099,28.2,25.9,0.448,120.099,12:35:16.637
935,0.0,3.059,3.927,25.2,1.5,0.321,25.2,119.839,28.8,25.2,0.41,119.839,12:35:17.787
936,0.0,2.794,2.832,26.7,1.5,0.236,25.2,119.656,28.8,25.9,0.458,119.656,12:35:18.954
937,0.0,2.945,3.587,26.7,1.5,0.264,25.2,119.977,28.6,25.4,0.453,119.977,12:35:20.108
938,0.0,3.323,2.568,25.2,1.5,0.232,25.2,120.013,28.6,25.7,0.453,120.013,12:35:21.261
939,0.0,3.323,2.983,25.2,1.5,0.255,25.2,120.244,28.6,26.1,0.469,120.244,12:35:22.436
940,0.0,3.21,3.021,25.2,1.5,0.233,25.2,119.784,28.4,25.9,0.444,119.784,12:35:23.585
941,0.0,2.643,3.814,26.7,1.5,0.283,25.2,120.486,28.8,25.9,0.403,120.486,12:35:24.738
942,0.0,2.492,2.87,26.7,1.5,0.227,25.2,120.056,28.4,25.9,0.455,120.056,12:35:25.889
943,0.0,2.945,2.643,25.2,1.5,0.194,26.6,120.507,28.8,25.4,0.501,120.507,12:35:27.064
944,0.0,3.021,4.418,25.2,1.5,0.243,25.2,120.016,28.8,25.9,0.488,120.016,12:35:28.221
945,0.0,2.908,2.983,25.2,1.5,0.204,25.2,119.999,28.8,26.6,0.431,119.999,12:35:29.379
946,0.0,2.832,2.115,26.7,1.5,0.211,25.2,119.377,28.8,25.9,0.474,119.377,12:35:30.521
947,0.0,2.492,3.21,25.2,1.5,0.298,25.2,120.321,28.6,25.4,0.477,120.321,12:35:31.710
948,0.0,3.323,4.191,25.2,1.5,0.236,26.6,119.75,28.6,26.1,0.463,119.75,12:35:32.868
949,0.0,2.303,3.323,26.6,1.5,0.286,25.2,120.555,28.6,26.6,0.449,120.555,12:35:34.038
950,0.0,4.116,3.7,26.6,1.5,0.233,25.2,119.501,28.8,25.7,0.454,119.501,12:35:35.189
951,0.0,2.266,2.908,25.2,1.5,0.261,25.2,120.097,28.6,25.9,0.422,120.097,12:35:36.358
952,0.0,2.454,3.247,25.2,1.5,0.231,25.2,120.336,28.2,26.1,0.468,120.336,12:35:37.529
953,0.0,2.605,2.87,26.6,1.5,0.255,25.2,120.044,28.8,26.1,0.468,120.044,12:35:38.685
954,0.0,2.228,3.738,26.6,1.5,0.259,25.2,120.453,28.8,25.9,0.505,120.453,12:35:39.845
955,0.0,2.87,2.568,26.6,1.5,0.233,25.2,120.211,28.6,25.9,0.45,120.211,12:35:40.997
956,0.0,3.474,3.059,25.2,1.5,0.214,25.2,119.704,29.1,26.3,0.468,119.704,12:35:42.149
957,0.0,2.87,3.285,25.2,1.5,0.255,26.7,120.038,28.2,25.4,0.477,120.038,12:35:43.299
958,0.0,2.605,3.21,25.2,1.5,0.26,25.2,119.847,28.8,25.9,0.474,119.847,12:35:44.466
959,0.0,3.361,3.134,26.6,1.5,0.238,25.2,120.218,28.4,25.9,0.468,120.218,12:35:45.619
960,0.0,2.945,2.681,26.6,1.5,0.231,25.2,120.266,29.1,26.8,0.45,120.266,12:35:46.774
961,0.0,2.945,2.681,25.2,1.5,0.275,26.7,119.583,28.8,25.9,0.45,119.583,12:35:47.942
962,0.0,2.53,4.078,25.2,1.5,0.26,26.7,120.22,28.8,26.3,0.426,120.22,12:35:49.095
963,0.0,3.474,3.889,25.2,1.5,0.291,25.2,119.86,28.8,25.4,0.396,119.86,12:35:50.248
964,0.0,2.568,2.908,26.6,1.5,0.281,25.2,119.49,28.6,26.1,0.502,119.49,12:35:51.415
965,0.0,2.605,4.078,25.2,1.5,0.26,26.7,120.032,28.8,25.7,0.449,120.032,12:35:52.583
966,0.0,2.983,3.474,25.2,1.5,0.243,26.7,119.352,28.6,25.9,0.436,119.352,12:35:53.738
967,0.0,2.152,2.794,25.2,1.5,0.261,25.2,119.903,28.8,26.1,0.481,119.903,12:35:54.905
968,0.0,3.21,2.53,26.6,1.5,0.226,25.2,119.775,28.8,26.6,0.435,119.775,12:35:56.075
969,0.0,3.549,3.059,25.2,1.5,0.303,26.7,120.56,29.1,25.7,0.428,120.56,12:35:57.246
970,0.0,2.001,3.814,25.2,1.5,0.254,25.2,119.834,28.8,26.3,0.487,119.834,12:35:58.410
971,0.0,3.663,3.134,26.6,1.5,0.245,25.2,120.12,28.8,25.9,0.436,120.12,12:35:59.580
972,0.0,3.738,3.285,25.2,1.5,0.26,25.2,119.56,28.8,26.1,0.458,119.56,12:36:00.731
973,0.0,2.492,3.587,25.1,1.5,0.25,25.2,120.047,28.8,25.4,0.465,120.047,12:36:01.891
974,0.0,2.756,3.21,25.2,1.5,0.221,26.7,120.37,28.8,26.1,0.448,120.37,12:36:03.045
975,0.0,2.681,2.794,25.2,1.5,0.247,25.2,120.502,28.8,25.9,0.481,120.502,12:36:04.217
976,0.0,2.983,3.663,25.2,1.5,0.228,25.2,120.536,29.3,25.9,0.444,120.536,12:36:05.387
977,0.0,3.172,2.492,25.2,1.5,0.221,26.7,119.912,28.8,26.3,0.464,119.912,12:36:06.563
978,0.0,2.983,3.512,25.2,1.5,0.26,25.2,121.652,28.8,25.2,0.431,121.652,12:36:07.713
979,0.0,2.681,3.965,25.2,1.5,0.237,25.2,119.97,29.3,26.6,0.468,119.97,12:36:08.869
980,0.0,2.756,2.152,26.6,1.5,0.291,25.2,120.136,28.8,26.1,0.468,120.136,12:36:10.021
981,0.0,3.134,4.38,26.6,1.5,0.259,25.2,119.838,28.8,26.6,0.433,119.838,12:36:11.173
982,0.0,2.945,3.474,25.2,1.5,0.273,25.2,120.165,28.8,26.1,0.439,120.165,12:36:12.338
983,0.0,4.154,2.643,25.2,1.5,0.233,26.7,120.055,28.6,25.9,0.448,120.055,12:36:13.493
984,0.0,2.228,3.323,26.6,1.5,0.304,25.2,120.927,28.6,25.7,0.43,120.927,12:36:14.662
985,0.0,3.587,3.549,26.6,1.5,0.208,25.2,119.863,28.8,27.0,0.444,119.863,12:36:15.813
986,0.0,3.663,2.719,25.2,1.5,0.233,25.2,119.822,28.8,26.6,0.469,119.822,12:36:16.969
987,0.0,2.983,2.756,25.2,1.5,0.254,26.7,120.155,29.3,26.1,0.476,120.155,12:36:18.148
988,0.0,3.247,3.398,26.6,1.5,0.245,25.2,119.899,28.8,25.9,0.498,119.899,12:36:19.317
989,0.0,3.134,3.927,26.6,1.5,0.314,25.2,119.618,28.8,25.9,0.428,119.618,12:36:20.465
990,0.0,2.605,4.04,25.1,1.5,0.254,25.2,121.032,28.8,25.4,0.469,121.032,12:36:21.634
991,0.0,3.285,3.172,25.1,1.5,0.247,25.2,120.017,29.1,26.6,0.453,120.017,12:36:22.804
992,0.0,2.719,3.738,25.1,1.5,0.227,25.2,119.487,28.8,26.6,0.486,119.487,12:36:23.958
993,0.0,2.983,4.154,25.2,1.5,0.236,25.2,119.707,29.3,26.1,0.46,119.707,12:36:25.131
994,0.0,2.681,4.003,25.1,1.5,0.245,25.2,120.108,28.8,26.3,0.458,120.108,12:36:26.285
995,0.0,2.643,3.285,25.1,1.5,0.251,25.2,119.099,29.1,25.9,0.496,119.099,12:36:27.453
996,0.0,2.983,4.04,26.6,1.5,0.266,25.2,120.735,29.1,25.9,0.436,120.735,12:36:28.613
997,0.0,3.285,2.605,26.6,1.5,0.251,25.2,121.086,28.6,25.4,0.408,121.086,12:36:29.768
998,0.0,2.681,3.512,25.1,1.5,0.251,26.7,119.501,28.8,26.3,0.449,119.501,12:36:30.953
999,0.0,2.228,3.436,25.1,1.5,0.219,25.2,121.6,28.8,26.1,0.46,121.6,12:36:32.110
1000,0.0,3.663,3.587,25.1,1.5,0.231,25.2,119.783,29.3,25.9,0.47,119.783,12:36:33.292
1001,0.0,3.361,4.305,25.1,1.5,0.25,25.2,119.889,28.8,25.9,0.463,119.889,12:36:34.447
1002,0.0,2.87,3.965,25.1,1.5,0.222,26.7,120.503,29.1,26.6,0.435,120.503,12:36:35.601
1003,0.0,2.983,2.794,26.6,1.5,0.245,25.2,119.716,29.1,26.6,0.453,119.716,12:36:36.773
1004,0.0,2.908,2.908,25.1,1.5,0.238,25.2,119.711,28.8,25.2,0.47,119.711,12:36:37.941
1005,0.0,2.908,3.776,25.1,1.5,0.236,26.7,120.496,29.3,26.6,0.446,120.496,12:36:39.109
1006,0.0,2.945,3.021,25.1,1.5,0.255,25.2,120.069,29.5,26.8,0.474,120.069,12:36:40.266
1007,0.0,3.134,2.945,26.6,1.5,0.222,25.2,119.718,29.3,26.3,0.464,119.718,12:36:41.446
1008,0.0,2.53,3.398,25.1,1.5,0.222,25.2,119.946,28.8,26.1,0.491,119.946,12:36:42.601
1009,0.0,3.398,2.832,25.1,1.5,0.201,26.7,121.989,29.3,25.9,0.483,121.989,12:36:43.769
1010,0.0,3.436,3.247,26.6,1.5,0.261,25.2,119.141,28.8,26.8,0.472,119.141,12:36:44.944
1011,0.0,3.096,4.078,25.1,1.5,0.232,25.2,120.291,29.1,26.8,0.507,120.291,12:36:46.118
1012,0.0,3.285,2.681,25.1,1.5,0.179,26.7,119.904,28.8,26.6,0.47,119.904,12:36:47.271
1013,0.0,2.983,2.794,26.6,1.5,0.238,25.2,119.612,28.8,26.6,0.482,119.612,12:36:48.441
1014,0.0,3.474,4.04,25.1,1.5,0.232,25.2,119.669,29.1,26.3,0.448,119.669,12:36:49.612
1015,0.0,3.172,3.776,25.1,1.5,0.24,26.7,120.286,29.3,26.8,0.436,120.286,12:36:50.781
1016,0.0,2.794,2.908,25.1,1.5,0.231,25.2,119.589,29.3,26.1,0.477,119.589,12:36:51.950
1017,0.0,3.172,3.323,25.1,1.5,0.237,25.3,120.528,29.1,26.1,0.458,120.528,12:36:53.122
1018,0.0,3.134,3.059,25.1,1.5,0.231,26.7,120.158,29.3,25.9,0.443,120.158,12:36:54.294
1019,0.0,3.134,2.945,26.6,1.5,0.247,25.3,119.317,29.3,26.3,0.453,119.317,12:36:55.478
1020,0.0,2.643,2.945,25.1,1.5,0.288,25.3,120.311,29.3,26.6,0.421,120.311,12:36:56.643
1021,0.0,3.096,3.323,25.1,1.5,0.247,25.3,120.176,29.1,26.3,0.46,120.176,12:36:57.814
1022,0.0,3.096,3.398,26.6,1.5,0.228,25.3,119.698,29.5,26.3,0.454,119.698,12:36:58.984
1023,0.0,2.794,3.285,25.1,1.5,0.291,25.3,120.014,29.1,26.6,0.463,120.014,12:37:00.154
