Log,ac_flowrate,mixer_torque_M1,mixer_torque_M2,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_speed_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,cp_pressure,mixer_speed_M1,Time
2433,0.0,3.059,2.908,25.2,1.5,0.111,27.0,121.222,35.9,33.2,0.444,121.222,13:05:26.504
2434,0.0,3.134,2.303,26.6,1.5,0.024,25.5,119.637,36.1,32.8,0.444,119.637,13:05:27.768
2435,0.0,3.134,2.077,26.6,1.5,0.099,25.5,120.501,35.7,33.0,0.425,120.501,13:05:29.016
2436,0.0,3.927,3.323,25.2,1.5,0.022,25.5,119.956,35.5,32.8,0.402,119.956,13:05:30.263
2437,0.0,3.7,2.417,26.6,1.5,0.055,25.5,119.082,35.7,33.0,0.443,119.082,13:05:31.515
2438,0.0,3.172,3.059,25.2,1.5,0.044,27.0,120.818,36.1,32.4,0.435,120.818,13:05:32.825
2439,0.0,2.87,3.474,26.6,1.5,0.079,25.5,120.019,35.5,32.6,0.428,120.019,13:05:34.084
2440,0.0,3.021,3.134,25.2,1.5,0.054,25.5,119.912,36.1,32.8,0.43,119.912,13:05:35.348
2441,0.0,2.643,3.096,25.2,1.5,0.039,25.5,120.136,35.7,32.4,0.463,120.136,13:05:36.598
2442,0.0,2.115,3.965,25.2,1.5,0.029,25.5,119.958,35.9,33.0,0.43,119.958,13:05:37.844
2443,0.0,2.303,3.247,26.6,1.5,0.001,25.5,120.169,36.1,33.0,0.481,120.169,13:05:39.092
2444,0.0,2.719,3.474,25.2,1.5,0.049,25.5,120.332,35.7,32.6,0.448,121.15,13:05:40.336
2445,0.0,3.021,2.908,25.2,1.5,0.035,25.5,119.602,36.1,32.6,0.392,119.602,13:05:41.580
2446,0.0,2.605,3.096,25.2,1.5,0.037,27.0,120.038,35.7,33.0,0.486,120.038,13:05:42.828
2447,0.0,2.266,2.832,26.6,1.5,0.007,25.5,120.357,35.5,32.8,0.438,120.357,13:05:44.091
2448,0.0,2.756,3.927,25.2,1.5,0.015,27.0,119.788,35.5,32.6,0.458,119.788,13:05:45.370
2449,0.0,2.945,4.04,25.2,1.5,0.044,25.5,120.329,36.1,32.6,0.448,120.329,13:05:46.614
2450,0.0,2.417,3.549,25.2,1.5,0.016,25.5,120.189,35.5,33.4,0.426,120.189,13:05:47.879
2451,0.0,3.474,2.908,25.2,1.5,0.05,25.5,119.88,36.1,32.8,0.438,119.88,13:05:49.125
2452,0.0,2.303,3.134,25.2,1.5,0.002,25.5,119.965,35.7,32.2,0.444,119.965,13:05:50.389
2453,0.0,2.341,3.059,26.6,1.5,0.037,25.5,120.572,35.7,32.8,0.465,120.572,13:05:51.639
2454,0.0,2.492,3.021,26.6,1.5,0.024,25.5,119.911,35.7,33.2,0.439,119.911,13:05:52.883
2455,0.0,2.568,2.945,25.2,1.5,0.046,27.0,120.107,35.9,33.0,0.444,120.107,13:05:54.134
2456,0.0,2.341,3.361,26.6,1.5,0.024,25.5,120.141,35.7,33.4,0.446,120.141,13:05:55.399
2457,0.0,2.605,3.738,26.6,1.5,0.056,25.5,120.006,35.5,32.6,0.431,120.006,13:05:56.644
2458,0.0,2.19,2.983,25.2,1.5,0.017,25.5,120.698,35.7,32.4,0.415,120.698,13:05:57.901
2459,0.0,2.605,2.87,25.2,1.5,0.074,27.0,120.191,35.5,32.8,0.417,120.191,13:05:59.153
2460,0.0,2.001,3.625,26.6,1.5,0.061,25.5,119.807,35.9,33.6,0.464,119.807,13:06:00.415
2461,0.0,3.549,3.398,25.2,1.5,0.054,25.5,119.65,35.7,33.0,0.454,119.65,13:06:01.675
2462,0.0,2.643,3.398,25.2,1.5,0.055,27.0,119.656,35.7,32.6,0.46,119.656,13:06:02.924
2463,0.0,3.059,3.361,25.2,1.5,0.022,25.5,119.379,36.1,32.8,0.458,119.379,13:06:04.169
2464,0.0,2.454,2.908,25.2,1.5,0.055,25.5,120.269,36.1,33.0,0.441,120.269,13:06:05.428
2465,0.0,2.832,3.21,25.2,1.5,0.017,25.5,119.933,35.9,32.6,0.41,119.933,13:06:06.674
2466,0.0,2.945,3.059,26.6,1.5,0.006,25.5,119.172,35.9,32.6,0.463,119.172,13:06:07.953
2467,0.0,2.719,2.945,26.6,1.5,0.096,25.5,121.56,36.1,33.0,0.411,121.56,13:06:09.198
2468,0.0,2.643,2.719,25.2,1.5,0.032,25.5,119.677,35.5,33.4,0.486,119.677,13:06:10.444
2469,0.0,3.663,2.832,25.2,1.5,0.042,25.5,119.152,36.1,33.0,0.479,119.152,13:06:11.714
2470,0.0,2.417,2.152,26.6,1.5,0.016,25.5,120.498,35.9,32.8,0.486,120.498,13:06:12.958
2471,0.0,2.756,2.832,26.6,1.5,0.061,25.5,120.081,36.1,33.0,0.43,120.081,13:06:14.201
2472,0.0,2.605,2.832,25.2,1.5,0.074,25.5,120.116,35.9,32.2,0.474,120.116,13:06:15.481
2473,0.0,3.965,3.361,26.6,1.5,0.042,25.5,119.56,35.9,33.2,0.459,119.56,13:06:16.725
2474,0.0,2.379,2.454,26.6,1.5,0.049,25.5,119.593,35.9,32.8,0.425,119.593,13:06:17.963
2475,0.0,3.134,2.681,25.2,1.5,0.067,25.5,119.456,36.1,32.6,0.486,119.456,13:06:19.214
2476,0.0,2.719,3.285,25.2,1.5,0.044,27.0,120.089,35.7,32.8,0.477,120.089,13:06:20.462
2477,0.0,2.87,3.059,25.2,1.5,0.072,25.5,119.895,35.7,33.2,0.474,119.895,13:06:21.714
2478,0.0,2.492,2.983,25.2,1.5,0.032,25.5,119.859,35.9,33.0,0.43,119.859,13:06:22.957
2479,0.0,2.945,2.53,25.2,1.5,0.035,27.0,120.556,35.9,33.6,0.469,120.556,13:06:24.240
2480,0.0,2.756,2.454,25.2,1.5,0.005,25.5,120.258,36.1,33.8,0.47,120.258,13:06:25.490
2481,0.0,3.474,3.625,26.6,1.5,0.032,25.5,120.254,36.1,32.6,0.501,120.254,13:06:26.740
2482,0.0,3.096,2.454,25.2,1.5,0.0,25.5,119.822,36.1,32.6,0.421,119.822,13:06:27.998
2483,0.0,4.796,2.568,25.2,1.5,0.082,27.0,120.619,35.9,32.8,0.386,120.619,13:06:29.247
2484,0.0,4.003,2.077,26.6,1.5,0.015,25.5,120.305,35.9,33.2,0.441,120.305,13:06:30.510
2485,0.0,2.605,2.417,25.2,1.5,0.021,25.5,120.479,35.9,33.4,0.42,120.479,13:06:31.770
2486,0.0,3.738,1.926,25.2,1.5,0.056,27.0,120.49,35.7,33.0,0.431,120.49,13:06:33.012
2487,0.0,3.398,2.303,25.2,1.5,0.031,25.5,120.924,35.7,32.6,0.435,120.924,13:06:34.262
2488,0.0,2.341,1.812,26.6,1.5,0.037,25.5,120.059,35.9,32.8,0.411,120.059,13:06:35.525
2489,0.0,2.605,3.134,25.2,1.5,0.049,25.5,120.355,35.9,33.4,0.46,120.355,13:06:36.804
2490,0.0,2.719,2.53,26.6,1.5,0.034,25.5,120.737,35.7,32.6,0.436,120.737,13:06:38.062
2491,0.0,3.663,2.908,25.2,1.5,0.042,25.5,119.916,35.9,33.0,0.422,119.916,13:06:39.312
2492,0.0,2.87,2.605,25.2,1.5,0.034,27.0,121.14,35.7,32.4,0.416,121.14,13:06:40.560
2493,0.0,3.361,2.266,26.6,1.5,0.042,25.5,119.539,35.7,32.6,0.439,119.539,13:06:41.805
2494,0.0,3.059,2.228,26.7,1.5,0.103,25.5,120.313,36.1,32.6,0.436,120.313,13:06:43.064
2495,0.0,3.059,2.681,25.2,1.5,0.034,25.5,120.016,36.1,33.4,0.446,120.016,13:06:44.316
2496,0.0,2.87,2.568,25.2,1.5,0.046,27.0,119.716,35.5,32.8,0.497,119.716,13:06:45.561
2497,0.0,2.454,2.681,25.2,1.5,0.027,25.5,121.732,35.5,33.6,0.448,121.732,13:06:46.823
2498,0.0,3.096,2.454,26.6,1.5,0.005,25.5,120.275,35.9,32.6,0.493,120.275,13:06:48.069
2499,0.0,2.87,3.889,25.2,1.5,0.024,27.0,119.78,36.1,32.6,0.474,119.78,13:06:49.331
2500,0.0,3.172,2.228,25.2,1.5,0.035,27.0,119.999,36.1,32.8,0.477,119.999,13:06:50.576
2501,0.0,2.87,2.417,25.2,1.5,0.037,25.5,120.208,36.1,32.6,0.47,120.208,13:06:51.823
2502,0.0,2.53,3.096,25.2,1.5,0.039,25.5,119.902,36.1,33.2,0.491,119.902,13:06:53.090
2503,0.0,2.605,2.87,25.2,1.5,0.001,25.5,119.599,36.1,33.0,0.497,119.599,13:06:54.352
2504,0.0,2.152,3.096,26.6,1.5,0.046,25.5,120.376,35.9,33.0,0.474,120.376,13:06:55.605
2505,0.0,2.794,3.549,25.2,1.5,0.0,25.5,120.443,36.1,33.0,0.479,120.443,13:06:56.867
2506,0.0,3.474,3.549,25.2,1.5,0.032,27.0,119.808,35.5,33.4,0.497,119.808,13:06:58.116
2507,0.0,2.228,2.605,26.6,1.5,0.032,25.5,120.058,35.7,33.4,0.496,120.058,13:06:59.380
2508,0.0,2.983,2.983,26.6,1.5,0.0,25.5,120.156,35.5,33.2,0.487,120.156,13:07:00.622
2509,0.0,2.492,3.285,25.2,1.5,0.039,25.5,120.235,36.1,33.0,0.469,120.235,13:07:01.871
2510,0.0,3.21,2.983,25.2,1.5,0.04,27.0,120.474,35.9,33.0,0.498,120.474,13:07:03.124
2511,0.0,2.605,2.908,26.6,1.5,0.015,25.5,120.052,35.7,33.0,0.477,120.052,13:07:04.372
2512,0.0,2.756,2.115,25.2,1.5,0.0,25.5,120.179,36.5,33.6,0.483,120.179,13:07:05.631
2513,0.0,2.303,3.247,25.2,1.5,0.012,27.0,120.231,36.3,33.2,0.481,120.231,13:07:06.895
2514,0.0,2.568,2.945,25.2,1.5,0.04,25.5,120.016,35.9,33.4,0.491,120.016,13:07:08.145
2515,0.0,2.152,4.267,25.2,1.5,0.045,25.5,120.084,36.1,33.6,0.507,120.084,13:07:09.398
2516,0.0,2.983,2.983,25.2,1.5,0.044,27.0,119.656,35.9,33.0,0.474,119.656,13:07:10.648
2517,0.0,1.775,3.285,25.2,1.5,0.046,25.5,119.8,36.1,32.6,0.476,119.8,13:07:11.912
2518,0.0,3.134,2.568,25.2,1.5,0.046,25.5,120.152,35.9,33.0,0.458,120.152,13:07:13.187
2519,0.0,2.379,2.983,25.2,1.5,0.079,27.0,120.039,35.9,33.4,0.45,120.039,13:07:14.437
2520,0.0,3.21,2.983,25.2,1.5,0.044,25.5,119.7,35.7,33.6,0.481,119.7,13:07:15.686
2521,0.0,3.21,2.87,25.2,1.5,0.045,25.5,119.14,36.1,33.6,0.52,119.14,13:07:16.951
2522,0.0,3.134,2.643,26.6,1.5,0.027,25.5,120.7,36.1,33.0,0.476,120.7,13:07:18.241
2523,0.0,3.323,2.53,25.2,1.5,0.061,25.5,119.893,35.9,33.6,0.458,119.893,13:07:19.503
2524,0.0,3.474,3.549,25.2,1.5,0.026,27.0,119.653,35.9,33.2,0.488,119.653,13:07:20.753
2525,0.0,3.549,2.756,26.6,1.5,0.0,25.5,119.3,36.1,33.0,0.453,119.3,13:07:22.027
2526,0.0,3.323,3.398,25.2,1.5,0.0,25.5,120.039,36.3,33.2,0.469,120.039,13:07:23.282
2527,0.0,3.134,2.115,26.6,1.5,0.029,25.5,119.979,36.3,32.6,0.468,119.979,13:07:24.543
2528,0.0,2.228,2.87,25.2,1.5,0.01,27.0,120.156,36.3,32.8,0.469,120.156,13:07:25.838
2529,0.0,2.492,4.267,25.2,1.5,0.017,25.5,119.824,36.3,32.8,0.443,119.824,13:07:27.089
2530,0.0,2.152,2.908,26.6,1.5,0.084,25.5,119.965,35.9,32.8,0.459,119.965,13:07:28.355
2531,0.0,3.172,3.247,25.2,1.5,0.006,25.5,119.745,35.9,32.8,0.531,119.745,13:07:29.635
2532,0.0,2.719,3.247,26.7,1.5,0.046,25.5,119.737,36.1,34.1,0.476,119.737,13:07:30.876
2533,0.0,3.021,2.756,26.6,1.5,0.07,25.5,120.078,36.1,33.0,0.428,120.078,13:07:32.117
2534,0.0,2.492,3.587,25.2,1.5,0.027,25.5,120.083,35.9,33.0,0.536,120.083,13:07:33.366
2535,0.0,3.549,3.738,25.2,1.5,0.015,27.0,120.069,36.1,32.6,0.477,120.069,13:07:34.612
2536,0.0,2.605,2.605,26.7,1.5,0.0,25.5,119.879,36.1,32.8,0.446,119.879,13:07:35.890
2537,0.0,2.908,2.53,25.2,1.5,0.068,25.5,119.991,36.3,33.0,0.482,119.991,13:07:37.137
2538,0.0,2.228,2.756,25.2,1.5,0.02,25.5,120.028,35.9,33.6,0.459,120.028,13:07:38.403
2539,0.0,3.059,3.663,25.2,1.5,0.067,25.5,120.06,35.7,33.0,0.51,120.06,13:07:39.646
2540,0.0,2.681,3.247,26.7,1.5,0.0,25.5,119.842,35.9,33.6,0.508,119.842,13:07:40.892
2541,0.0,2.568,3.549,25.2,1.5,0.083,27.0,119.859,35.9,33.6,0.428,119.859,13:07:42.168
2542,0.0,2.417,3.965,25.2,1.5,0.027,25.5,119.315,36.1,32.6,0.482,119.725,13:07:43.416
2543,0.0,3.361,2.945,25.2,1.5,0.037,25.5,120.029,36.1,33.0,0.491,120.029,13:07:44.665
2544,0.0,2.303,3.7,25.2,1.5,0.078,25.5,119.938,36.1,32.6,0.46,119.938,13:07:45.925
2545,0.0,3.21,2.87,25.2,1.5,0.021,25.5,119.32,35.7,33.6,0.493,119.32,13:07:47.186
2546,0.0,2.794,2.152,25.2,1.5,0.031,25.5,119.52,36.3,33.4,0.511,119.52,13:07:48.451
2547,0.0,3.7,3.927,25.2,1.5,0.031,25.5,119.888,36.1,32.6,0.479,119.888,13:07:49.717
2548,0.0,2.454,2.379,25.2,1.5,0.046,25.5,120.26,36.8,33.4,0.525,120.26,13:07:50.961
2549,0.0,2.983,3.927,26.7,1.5,0.029,25.5,120.083,36.1,32.8,0.508,120.083,13:07:52.220
2550,0.0,2.605,1.964,26.7,1.5,0.049,25.5,119.842,36.1,33.0,0.468,119.842,13:07:53.509
2551,0.0,4.003,4.04,25.2,1.5,0.068,27.0,119.743,36.3,32.6,0.449,119.743,13:07:54.791
2552,0.0,3.474,2.681,26.7,1.5,0.031,25.5,119.264,36.1,32.8,0.45,119.264,13:07:56.057
2553,0.0,3.021,3.021,26.7,1.5,0.059,25.5,120.17,36.3,33.0,0.521,120.17,13:07:57.310
2554,0.0,4.04,2.228,25.2,1.5,0.049,27.0,119.116,36.3,33.0,0.458,119.116,13:07:58.568
2555,0.0,2.87,3.247,26.7,1.5,0.035,25.5,120.037,36.1,33.2,0.46,120.037,13:07:59.831
2556,0.0,2.605,4.04,25.2,1.5,0.104,25.5,120.308,36.3,33.6,0.505,120.308,13:08:01.092
2557,0.0,2.19,3.663,25.2,1.5,0.0,27.0,120.152,36.1,33.6,0.502,120.152,13:08:02.341
2558,0.0,2.908,4.04,25.2,1.5,0.015,25.5,119.6,36.5,33.2,0.454,119.6,13:08:03.591
2559,0.0,2.681,3.814,25.2,1.5,0.04,25.5,120.057,36.1,32.8,0.438,120.057,13:08:04.856
2560,0.0,2.643,2.945,25.2,1.5,0.0,25.5,120.557,36.5,33.4,0.463,120.557,13:08:06.105
2561,0.0,2.945,3.587,25.2,1.5,0.049,25.5,120.345,36.3,33.4,0.43,120.345,13:08:07.370
2562,0.0,2.605,2.681,26.7,1.5,0.049,25.5,119.994,36.3,33.0,0.488,119.994,13:08:08.629
2563,0.0,2.379,3.172,25.2,1.5,0.034,27.0,119.756,36.1,32.6,0.46,119.756,13:08:09.892
2564,0.0,2.568,3.059,26.7,1.5,0.005,25.5,119.732,36.3,32.8,0.43,119.732,13:08:11.157
2565,0.0,3.398,4.154,25.2,1.5,0.034,25.5,119.079,36.3,33.0,0.45,119.079,13:08:12.417
2566,0.0,3.361,2.983,25.2,1.5,0.024,25.5,119.542,36.5,33.8,0.474,119.542,13:08:13.682
2567,0.0,2.983,2.983,25.2,1.5,0.044,27.0,120.801,36.3,33.2,0.476,120.801,13:08:14.977
2568,0.0,3.323,2.945,26.7,1.5,0.046,25.5,120.303,36.1,33.0,0.472,120.303,13:08:16.238
2569,0.0,2.908,3.172,26.7,1.5,0.04,25.5,120.744,36.3,33.6,0.428,120.744,13:08:17.481
2570,0.0,3.059,3.172,25.2,1.5,0.084,25.5,119.957,36.8,34.1,0.448,119.957,13:08:18.731
2571,0.0,3.587,2.417,25.2,1.5,0.05,27.0,119.661,36.3,33.2,0.446,119.661,13:08:19.992
2572,0.0,4.078,2.908,25.2,1.5,0.04,25.5,119.31,35.9,33.4,0.496,119.31,13:08:21.236
2573,0.0,3.21,2.379,26.7,1.5,0.04,25.5,120.323,36.5,33.0,0.481,120.323,13:08:22.495
2574,0.0,2.492,2.417,25.2,1.5,0.01,25.5,120.804,36.3,33.2,0.497,120.804,13:08:23.773
2575,0.0,3.436,3.776,26.7,1.5,0.026,25.5,120.286,36.5,32.8,0.482,120.286,13:08:25.040
2576,0.0,2.908,3.7,25.2,1.5,0.034,25.5,119.956,36.1,33.6,0.47,119.956,13:08:26.296
2577,0.0,3.134,2.681,25.2,1.5,0.022,25.5,119.898,36.1,33.6,0.513,119.898,13:08:27.560
2578,0.0,2.945,3.247,25.2,1.5,0.031,27.0,119.826,36.1,33.0,0.488,119.826,13:08:28.822
2579,0.0,2.945,3.247,26.7,1.5,0.05,25.5,120.139,36.1,33.6,0.481,120.139,13:08:30.095
2580,0.0,2.681,3.323,26.7,1.5,0.04,25.5,119.985,36.1,33.0,0.458,119.985,13:08:31.344
2581,0.0,3.247,3.021,25.2,1.5,0.05,27.0,119.906,36.3,32.8,0.443,119.906,13:08:32.606
2582,0.0,2.832,4.493,25.3,1.5,0.0,25.5,119.897,36.3,32.8,0.497,119.897,13:08:33.864
2583,0.0,3.21,3.927,25.2,1.5,0.05,25.5,119.902,36.1,33.2,0.488,119.902,13:08:35.147
2584,0.0,2.303,3.625,25.2,1.5,0.0,25.5,119.976,36.1,32.8,0.513,119.976,13:08:36.417
2585,0.0,3.134,3.21,26.7,1.5,0.027,25.5,119.98,36.1,33.2,0.503,119.98,13:08:37.668
2586,0.0,2.908,2.454,25.2,1.5,0.04,25.5,119.556,36.1,33.0,0.491,119.556,13:08:38.940
2587,0.0,3.096,3.323,26.7,1.5,0.022,25.5,120.091,36.5,33.6,0.513,120.091,13:08:40.203
2588,0.0,2.643,2.643,25.2,1.5,0.015,25.5,120.547,36.5,33.0,0.441,120.547,13:08:41.464
2589,0.0,3.096,3.587,25.3,1.5,0.051,25.5,119.839,36.1,34.1,0.482,119.839,13:08:42.706
2590,0.0,3.247,2.908,25.2,1.5,0.082,25.5,119.811,36.1,32.8,0.436,119.811,13:08:43.967
2591,0.0,3.512,3.738,26.7,1.5,0.046,25.5,119.609,36.1,33.0,0.463,119.609,13:08:45.214
2592,0.0,2.719,2.983,25.2,1.5,0.046,27.0,120.216,36.1,33.0,0.476,120.216,13:08:46.481
2593,0.0,3.398,3.512,25.2,1.5,0.063,25.5,120.461,36.1,33.0,0.43,120.461,13:08:47.734
2594,0.0,3.663,2.303,26.7,1.5,0.044,25.5,119.314,36.1,33.6,0.476,119.314,13:08:48.994
2595,0.0,3.587,2.719,25.2,1.5,0.029,27.0,119.815,36.1,33.6,0.448,119.815,13:08:50.260
2596,0.0,2.568,1.964,26.7,1.5,0.039,25.5,120.701,36.1,33.6,0.487,120.701,13:08:51.519
2597,0.0,3.096,3.776,25.2,1.5,0.05,25.5,119.95,36.1,33.0,0.543,119.95,13:08:52.774
2598,0.0,2.908,2.643,25.2,1.5,0.026,27.0,120.115,36.8,33.4,0.465,120.115,13:08:54.042
2599,0.0,2.945,4.154,26.7,1.5,0.024,25.5,119.977,36.3,33.2,0.488,119.977,13:08:55.307
2600,0.0,3.134,3.285,25.2,1.5,0.027,25.5,119.635,36.1,33.0,0.486,119.635,13:08:56.565
2601,0.0,2.417,4.72,26.7,1.5,0.037,25.5,119.945,36.8,33.2,0.497,119.945,13:08:57.843
2602,0.0,3.172,4.116,25.2,1.5,0.017,25.5,120.073,36.1,33.0,0.493,120.073,13:08:59.108
2603,0.0,2.492,3.663,25.2,1.5,0.017,25.5,120.296,36.3,33.0,0.472,120.296,13:09:00.357
2604,0.0,3.059,3.285,26.7,1.5,0.056,25.5,120.131,36.1,33.0,0.468,120.131,13:09:01.621
2605,0.0,2.568,3.134,25.3,1.5,0.034,25.5,120.232,36.1,33.2,0.476,120.232,13:09:02.877
2606,0.0,2.908,4.116,25.2,1.5,0.044,25.5,120.015,36.8,33.2,0.482,120.015,13:09:04.139
2607,0.0,2.794,2.832,26.7,1.5,0.051,25.5,119.929,36.5,33.8,0.483,119.929,13:09:05.389
2608,0.0,2.832,3.474,25.3,1.5,0.039,27.0,119.99,36.5,33.6,0.486,119.99,13:09:06.659
2609,0.0,2.228,3.474,25.2,1.5,0.022,25.5,120.14,36.3,32.8,0.469,120.14,13:09:07.920
2610,0.0,3.436,2.945,25.2,1.5,0.026,25.5,120.987,36.8,33.4,0.483,120.987,13:09:09.186
2611,0.0,3.285,2.719,25.2,1.5,0.046,27.0,118.87,36.3,32.8,0.497,118.87,13:09:10.448
2612,0.0,2.756,3.021,26.7,1.5,0.022,25.5,120.774,36.1,33.4,0.548,120.774,13:09:11.711
2613,0.0,2.945,4.191,25.3,1.5,0.039,27.0,119.824,36.3,33.6,0.487,119.824,13:09:12.978
2614,0.0,4.833,2.719,26.7,1.5,0.055,25.5,119.314,36.1,33.0,0.472,119.314,13:09:14.248
2615,0.0,3.852,2.681,25.2,1.5,0.055,25.5,119.445,36.8,33.4,0.433,119.445,13:09:15.506
2616,0.0,2.794,3.285,25.2,1.5,0.035,25.5,120.454,36.3,33.6,0.521,120.454,13:09:16.769
2617,0.0,2.756,3.323,26.7,1.5,0.042,25.5,121.387,36.1,33.4,0.492,121.387,13:09:18.033
2618,0.0,3.474,4.191,25.2,1.5,0.04,25.5,119.846,36.1,33.6,0.454,119.846,13:09:19.295
2619,0.0,3.096,2.454,25.3,1.5,0.05,25.5,120.067,36.5,33.0,0.498,120.067,13:09:20.553
2620,0.0,3.021,3.549,26.7,1.5,0.035,25.5,120.038,36.5,33.4,0.549,120.038,13:09:21.807
2621,0.0,3.323,2.945,25.2,1.5,0.042,25.5,119.774,36.5,33.6,0.463,119.774,13:09:23.104
2622,0.0,3.361,3.587,25.3,1.5,0.032,25.5,119.549,36.1,33.2,0.476,119.549,13:09:24.375
2623,0.0,3.021,2.832,25.2,1.5,0.045,25.5,119.969,36.1,33.4,0.482,119.969,13:09:25.636
2624,0.0,2.605,3.814,25.3,1.5,0.0,25.5,119.841,36.1,33.2,0.453,119.841,13:09:26.884
2625,0.0,3.285,2.983,26.7,1.5,0.078,25.5,119.759,36.5,33.0,0.458,119.759,13:09:28.135
2626,0.0,2.454,2.908,25.2,1.5,0.092,27.0,120.029,36.1,33.4,0.438,120.029,13:09:29.395
2627,0.0,2.53,4.003,26.7,1.5,0.042,25.5,119.586,36.8,34.1,0.45,119.586,13:09:30.662
2628,0.0,3.738,2.643,25.2,1.5,0.034,25.5,120.337,36.8,33.0,0.497,120.337,13:09:31.948
2629,0.0,3.21,3.323,26.7,1.5,0.032,25.5,120.096,36.3,33.4,0.483,120.096,13:09:33.223
2630,0.0,3.625,2.492,25.2,1.5,0.006,27.0,119.815,37.0,33.6,0.477,119.815,13:09:34.487
2631,0.0,3.625,2.908,26.7,1.5,0.029,25.5,120.461,36.3,33.0,0.474,120.461,13:09:35.763
2632,0.0,3.814,2.832,25.2,1.5,0.035,27.0,120.222,36.3,33.6,0.498,120.222,13:09:37.026
2633,0.0,2.643,3.738,25.2,1.5,0.072,25.5,121.011,36.5,33.8,0.453,121.011,13:09:38.288
2634,0.0,3.134,3.172,25.3,1.5,0.005,25.5,120.002,36.3,33.4,0.515,120.002,13:09:39.548
2635,0.0,3.512,3.436,25.2,1.5,0.029,27.0,119.515,36.5,33.6,0.525,119.515,13:09:40.814
2636,0.0,3.285,2.605,25.3,1.5,0.024,27.0,119.722,36.1,33.0,0.515,119.722,13:09:42.125
2637,0.0,2.379,3.852,26.7,1.5,0.04,25.6,120.119,36.3,33.2,0.481,120.119,13:09:43.387
2638,0.0,2.756,3.096,25.3,1.5,0.011,25.6,119.989,36.8,34.1,0.498,119.989,13:09:44.650
2639,0.0,2.983,3.927,26.7,1.5,0.027,25.6,119.397,36.5,33.0,0.488,120.01,13:09:45.926
2640,0.0,2.719,3.059,25.3,1.5,0.061,27.1,120.039,36.8,33.4,0.508,120.039,13:09:47.205
2641,0.0,2.568,3.663,25.2,1.5,0.032,25.6,119.523,36.5,34.1,0.553,119.523,13:09:48.469
2642,0.0,3.814,3.21,25.2,1.5,0.016,27.1,119.861,36.8,33.6,0.472,119.861,13:09:49.749
2643,0.0,2.681,2.945,26.7,1.5,0.0,25.6,120.489,36.5,34.1,0.493,120.489,13:09:51.029
2644,0.0,3.285,3.323,25.3,1.5,0.037,25.6,119.996,36.3,33.6,0.443,119.996,13:09:52.294
2645,0.0,3.587,3.059,25.2,1.5,0.044,25.6,120.164,36.3,33.2,0.458,120.164,13:09:53.541
2646,0.0,2.945,3.625,26.7,1.5,0.0,25.6,120.088,36.8,33.2,0.443,120.088,13:09:54.809
2647,0.0,3.134,2.417,25.2,1.5,0.056,27.1,119.773,36.8,33.0,0.508,119.773,13:09:56.071
2648,0.0,3.474,3.285,25.3,1.5,0.05,25.6,121.166,36.5,33.0,0.464,121.166,13:09:57.332
2649,0.0,3.285,4.418,25.2,1.5,0.054,27.1,120.049,36.5,33.2,0.491,120.049,13:09:58.607
2650,0.0,2.87,3.889,25.2,1.5,0.055,25.6,120.226,36.8,34.1,0.525,120.226,13:09:59.869
2651,0.0,3.323,2.681,26.7,1.5,0.024,25.6,119.72,36.1,34.3,0.505,119.72,13:10:01.135
2652,0.0,2.379,3.927,25.3,1.5,0.044,27.1,119.997,36.8,33.6,0.498,119.997,13:10:02.398
2653,0.0,3.587,3.134,25.3,1.5,0.042,25.6,120.489,36.3,33.0,0.477,120.489,13:10:03.684
2654,0.0,3.096,2.87,25.3,1.5,0.068,25.6,119.66,36.8,33.4,0.444,119.66,13:10:04.958
2655,0.0,4.493,3.625,26.7,1.5,0.001,25.6,119.352,36.8,33.6,0.458,119.352,13:10:06.221
2656,0.0,4.72,3.172,25.3,1.5,0.031,27.1,118.602,37.0,33.4,0.463,118.602,13:10:07.485
2657,0.0,3.776,2.87,26.7,1.5,0.049,25.6,119.899,36.5,33.6,0.491,119.899,13:10:08.757
2658,0.0,3.247,2.379,25.2,1.5,0.05,27.1,120.358,36.8,33.6,0.444,120.358,13:10:10.010
2659,0.0,4.078,3.436,26.7,1.5,0.0,25.6,119.54,36.3,33.4,0.493,119.54,13:10:11.287
2660,0.0,3.134,2.756,25.3,1.5,0.039,25.6,120.405,36.8,33.6,0.433,120.405,13:10:12.552
2661,0.0,3.361,3.776,25.3,1.5,0.022,25.6,120.254,36.5,33.2,0.441,120.254,13:10:13.818
2662,0.0,3.738,2.794,26.7,1.5,0.045,25.6,119.797,36.1,33.6,0.377,119.797,13:10:15.080
2663,0.0,2.945,3.512,25.3,1.5,0.089,25.6,120.082,36.3,33.0,0.454,120.082,13:10:16.360
2664,0.0,3.247,2.454,26.7,1.5,0.0,25.6,120.152,36.8,33.8,0.455,120.152,13:10:17.627
2665,0.0,2.039,3.21,25.3,1.5,0.04,27.1,120.006,36.8,33.6,0.465,120.006,13:10:18.891
2666,0.0,3.247,3.625,26.7,1.5,0.031,25.6,119.412,36.3,33.6,0.436,119.412,13:10:20.169
2667,0.0,3.059,3.172,25.3,1.5,0.054,27.1,119.447,36.8,33.6,0.468,119.447,13:10:21.434
